country_code,country_name,year,defence_pct_gdp
KOR,South Korea,1990,4.002304289221855
KOR,South Korea,1991,3.711127841079668
KOR,South Korea,1992,3.6902726902726903
KOR,South Korea,1993,3.417894838239139
KOR,South Korea,1994,3.1927526689554626
KOR,South Korea,1995,2.892332986188096
KOR,South Korea,1996,2.7434796633334773
KOR,South Korea,1997,2.6633878077206417
KOR,South Korea,1998,2.7944420039170463
KOR,South Korea,1999,2.4925772197961145
KOR,South Korea,2000,2.309863371281914
KOR,South Korea,2001,2.280233816675173
KOR,South Korea,2002,2.169447753790747
KOR,South Korea,2003,2.175241245295323
KOR,South Korea,2004,2.165788324423491
KOR,South Korea,2005,2.2804017893109236
KOR,South Korea,2006,2.29892381866626
KOR,South Korea,2007,2.270935375158909
KOR,South Korea,2008,2.38850767922871
KOR,South Korea,2009,2.4999015379077782
KOR,South Korea,2010,2.3612279233069065
KOR,South Korea,2011,2.371142889906469
KOR,South Korea,2012,2.392059497332536
KOR,South Korea,2013,2.391287073185478
KOR,South Korea,2014,2.4132723111010854
KOR,South Korea,2015,2.3763712275444977
KOR,South Korea,2016,2.335799842142598
KOR,South Korea,2017,2.298131072760938
KOR,South Korea,2018,2.361509678958452
KOR,South Korea,2019,2.519319979440656
KOR,South Korea,2020,2.6429770690201226
KOR,South Korea,2021,2.619049412440007
KOR,South Korea,2022,2.576425603950086
KOR,South Korea,2023,2.5992577105255354
KOR,South Korea,2024,2.538385597882776
KOR,South Korea,2025,2.6014689512730267
NLD,Netherlands,1956,5.793746987122099
NLD,Netherlands,1957,5.316838348299907
NLD,Netherlands,1958,4.718195345216196
NLD,Netherlands,1959,4.023828322943305
NLD,Netherlands,1960,3.703901796588332
NLD,Netherlands,1961,4.087283879140009
NLD,Netherlands,1962,4.122775250127955
NLD,Netherlands,1963,4.010834481972993
NLD,Netherlands,1964,3.9326526841830747
