year,geo,age_group,gender,level,pct
2015,Quebec,45–54,Men,High school,21.0
2016,Quebec,45–54,Men,High school,21.0
2017,Quebec,45–54,Men,High school,20.0
2018,Quebec,45–54,Men,High school,20.0
2019,Quebec,45–54,Men,High school,19.0
2020,Quebec,45–54,Men,High school,17.0
2021,Quebec,45–54,Men,High school,17.0
2022,Quebec,45–54,Men,High school,17.0
2023,Quebec,45–54,Men,High school,16.0
2024,Quebec,45–54,Men,High school,15.0
2025,Quebec,45–54,Men,High school,15.0
2000,Quebec,45–54,Men,Master's/Doctoral,8.0
2001,Quebec,45–54,Men,Master's/Doctoral,7.0
2002,Quebec,45–54,Men,Master's/Doctoral,6.0
2003,Quebec,45–54,Men,Master's/Doctoral,7.0
2004,Quebec,45–54,Men,Master's/Doctoral,6.0
2005,Quebec,45–54,Men,Master's/Doctoral,7.0
2006,Quebec,45–54,Men,Master's/Doctoral,7.0
2007,Quebec,45–54,Men,Master's/Doctoral,8.0
2008,Quebec,45–54,Men,Master's/Doctoral,6.0
2009,Quebec,45–54,Men,Master's/Doctoral,7.0
2010,Quebec,45–54,Men,Master's/Doctoral,6.0
2011,Quebec,45–54,Men,Master's/Doctoral,7.0
2012,Quebec,45–54,Men,Master's/Doctoral,7.0
2013,Quebec,45–54,Men,Master's/Doctoral,6.0
2014,Quebec,45–54,Men,Master's/Doctoral,7.0
2015,Quebec,45–54,Men,Master's/Doctoral,7.0
2016,Quebec,45–54,Men,Master's/Doctoral,9.0
2017,Quebec,45–54,Men,Master's/Doctoral,8.0
2018,Quebec,45–54,Men,Master's/Doctoral,8.0
2019,Quebec,45–54,Men,Master's/Doctoral,9.0
2020,Quebec,45–54,Men,Master's/Doctoral,9.0
2021,Quebec,45–54,Men,Master's/Doctoral,8.0
2022,Quebec,45–54,Men,Master's/Doctoral,10.0
2023,Quebec,45–54,Men,Master's/Doctoral,10.0
2024,Quebec,45–54,Men,Master's/Doctoral,12.0
2025,Quebec,45–54,Men,Master's/Doctoral,12.0
2000,Quebec,45–54,Men,Tertiary (all),36.0
2001,Quebec,45–54,Men,Tertiary (all),37.0
2002,Quebec,45–54,Men,Tertiary (all),36.0
2003,Quebec,45–54,Men,Tertiary (all),37.0
2004,Quebec,45–54,Men,Tertiary (all),36.0
2005,Quebec,45–54,Men,Tertiary (all),39.0
2006,Quebec,45–54,Men,Tertiary (all),38.0
2007,Quebec,45–54,Men,Tertiary (all),40.0
2008,Quebec,45–54,Men,Tertiary (all),38.0
2009,Quebec,45–54,Men,Tertiary (all),40.0
2010,Quebec,45–54,Men,Tertiary (all),42.0
2011,Quebec,45–54,Men,Tertiary (all),39.0
2012,Quebec,45–54,Men,Tertiary (all),42.0
2013,Quebec,45–54,Men,Tertiary (all),44.0
2014,Quebec,45–54,Men,Tertiary (all),45.0
2015,Quebec,45–54,Men,Tertiary (all),45.0
2016,Quebec,45–54,Men,Tertiary (all),47.0
2017,Quebec,45–54,Men,Tertiary (all),48.0
2018,Quebec,45–54,Men,Tertiary (all),50.0
2019,Quebec,45–54,Men,Tertiary (all),50.0
2020,Quebec,45–54,Men,Tertiary (all),50.0
2021,Quebec,45–54,Men,Tertiary (all),53.0
2022,Quebec,45–54,Men,Tertiary (all),53.0
2023,Quebec,45–54,Men,Tertiary (all),55.0
2024,Quebec,45–54,Men,Tertiary (all),55.0
2025,Quebec,45–54,Men,Tertiary (all),53.0
2000,Quebec,45–54,Men,Trades and other non-tertiary,16.0
2001,Quebec,45–54,Men,Trades and other non-tertiary,16.0
2002,Quebec,45–54,Men,Trades and other non-tertiary,16.0
2003,Quebec,45–54,Men,Trades and other non-tertiary,17.0
2004,Quebec,45–54,Men,Trades and other non-tertiary,17.0
2005,Quebec,45–54,Men,Trades and other non-tertiary,17.0
2006,Quebec,45–54,Men,Trades and other non-tertiary,18.0
2007,Quebec,45–54,Men,Trades and other non-tertiary,18.0
2008,Quebec,45–54,Men,Trades and other non-tertiary,18.0
2009,Quebec,45–54,Men,Trades and other non-tertiary,18.0
2010,Quebec,45–54,Men,Trades and other non-tertiary,19.0
2011,Quebec,45–54,Men,Trades and other non-tertiary,20.0
2012,Quebec,45–54,Men,Trades and other non-tertiary,20.0
2013,Quebec,45–54,Men,Trades and other non-tertiary,18.0
2014,Quebec,45–54,Men,Trades and other non-tertiary,20.0
2015,Quebec,45–54,Men,Trades and other non-tertiary,20.0
2016,Quebec,45–54,Men,Trades and other non-tertiary,19.0
2017,Quebec,45–54,Men,Trades and other non-tertiary,19.0
2018,Quebec,45–54,Men,Trades and other non-tertiary,19.0
2019,Quebec,45–54,Men,Trades and other non-tertiary,19.0
2020,Quebec,45–54,Men,Trades and other non-tertiary,21.0
2021,Quebec,45–54,Men,Trades and other non-tertiary,19.0
2022,Quebec,45–54,Men,Trades and other non-tertiary,19.0
2023,Quebec,45–54,Men,Trades and other non-tertiary,19.0
2024,Quebec,45–54,Men,Trades and other non-tertiary,19.0
2025,Quebec,45–54,Men,Trades and other non-tertiary,21.0
2000,Quebec,45–54,Total,Bachelor's,11.0
2001,Quebec,45–54,Total,Bachelor's,13.0
2002,Quebec,45–54,Total,Bachelor's,12.0
2003,Quebec,45–54,Total,Bachelor's,12.0
2004,Quebec,45–54,Total,Bachelor's,11.0
2005,Quebec,45–54,Total,Bachelor's,13.0
2006,Quebec,45–54,Total,Bachelor's,12.0
2007,Quebec,45–54,Total,Bachelor's,13.0
2008,Quebec,45–54,Total,Bachelor's,13.0
2009,Quebec,45–54,Total,Bachelor's,13.0
2010,Quebec,45–54,Total,Bachelor's,14.0
2011,Quebec,45–54,Total,Bachelor's,13.0
2012,Quebec,45–54,Total,Bachelor's,15.0
2013,Quebec,45–54,Total,Bachelor's,16.0
2014,Quebec,45–54,Total,Bachelor's,16.0
2015,Quebec,45–54,Total,Bachelor's,16.0
2016,Quebec,45–54,Total,Bachelor's,17.0
2017,Quebec,45–54,Total,Bachelor's,19.0
2018,Quebec,45–54,Total,Bachelor's,19.0
2019,Quebec,45–54,Total,Bachelor's,20.0
2020,Quebec,45–54,Total,Bachelor's,21.0
2021,Quebec,45–54,Total,Bachelor's,24.0
2022,Quebec,45–54,Total,Bachelor's,22.0
2023,Quebec,45–54,Total,Bachelor's,22.0
2024,Quebec,45–54,Total,Bachelor's,22.0
2025,Quebec,45–54,Total,Bachelor's,22.0
2000,Quebec,45–54,Total,Below high school,26.0
2001,Quebec,45–54,Total,Below high school,24.0
2002,Quebec,45–54,Total,Below high school,24.0
2003,Quebec,45–54,Total,Below high school,22.0
2004,Quebec,45–54,Total,Below high school,23.0
2005,Quebec,45–54,Total,Below high school,19.0
2006,Quebec,45–54,Total,Below high school,19.0
2007,Quebec,45–54,Total,Below high school,18.0
2008,Quebec,45–54,Total,Below high school,18.0
2009,Quebec,45–54,Total,Below high school,18.0
2010,Quebec,45–54,Total,Below high school,15.0
2011,Quebec,45–54,Total,Below high school,16.0
2012,Quebec,45–54,Total,Below high school,15.0
2013,Quebec,45–54,Total,Below high school,14.0
2014,Quebec,45–54,Total,Below high school,13.0
2015,Quebec,45–54,Total,Below high school,12.0
2016,Quebec,45–54,Total,Below high school,12.0
2017,Quebec,45–54,Total,Below high school,12.0
2018,Quebec,45–54,Total,Below high school,10.0
2019,Quebec,45–54,Total,Below high school,10.0
2020,Quebec,45–54,Total,Below high school,9.0
2021,Quebec,45–54,Total,Below high school,9.0
2022,Quebec,45–54,Total,Below high school,9.0
2023,Quebec,45–54,Total,Below high school,8.0
2024,Quebec,45–54,Total,Below high school,9.0
2025,Quebec,45–54,Total,Below high school,9.0
2000,Quebec,45–54,Total,College/CEGEP,17.0
2001,Quebec,45–54,Total,College/CEGEP,18.0
2002,Quebec,45–54,Total,College/CEGEP,20.0
2003,Quebec,45–54,Total,College/CEGEP,19.0
2004,Quebec,45–54,Total,College/CEGEP,20.0
2005,Quebec,45–54,Total,College/CEGEP,21.0
2006,Quebec,45–54,Total,College/CEGEP,21.0
2007,Quebec,45–54,Total,College/CEGEP,21.0
2008,Quebec,45–54,Total,College/CEGEP,22.0
2009,Quebec,45–54,Total,College/CEGEP,23.0
2010,Quebec,45–54,Total,College/CEGEP,24.0
2011,Quebec,45–54,Total,College/CEGEP,23.0
2012,Quebec,45–54,Total,College/CEGEP,24.0
2013,Quebec,45–54,Total,College/CEGEP,24.0
2014,Quebec,45–54,Total,College/CEGEP,25.0
2015,Quebec,45–54,Total,College/CEGEP,26.0
2016,Quebec,45–54,Total,College/CEGEP,26.0
2017,Quebec,45–54,Total,College/CEGEP,25.0
2018,Quebec,45–54,Total,College/CEGEP,27.0
2019,Quebec,45–54,Total,College/CEGEP,27.0
2020,Quebec,45–54,Total,College/CEGEP,26.0
2021,Quebec,45–54,Total,College/CEGEP,26.0
2022,Quebec,45–54,Total,College/CEGEP,27.0
2023,Quebec,45–54,Total,College/CEGEP,27.0
2024,Quebec,45–54,Total,College/CEGEP,26.0
2025,Quebec,45–54,Total,College/CEGEP,26.0
2000,Quebec,45–54,Total,High school,25.0
2001,Quebec,45–54,Total,High school,25.0
2002,Quebec,45–54,Total,High school,25.0
2003,Quebec,45–54,Total,High school,26.0
2004,Quebec,45–54,Total,High school,26.0
2005,Quebec,45–54,Total,High school,26.0
2006,Quebec,45–54,Total,High school,25.0
2007,Quebec,45–54,Total,High school,26.0
2008,Quebec,45–54,Total,High school,26.0
2009,Quebec,45–54,Total,High school,26.0
2010,Quebec,45–54,Total,High school,25.0
2011,Quebec,45–54,Total,High school,24.0
2012,Quebec,45–54,Total,High school,23.0
2013,Quebec,45–54,Total,High school,23.0
2014,Quebec,45–54,Total,High school,22.0
2015,Quebec,45–54,Total,High school,21.0
2016,Quebec,45–54,Total,High school,21.0
2017,Quebec,45–54,Total,High school,19.0
2018,Quebec,45–54,Total,High school,19.0
2019,Quebec,45–54,Total,High school,18.0
2020,Quebec,45–54,Total,High school,16.0
2021,Quebec,45–54,Total,High school,15.0
2022,Quebec,45–54,Total,High school,15.0
2023,Quebec,45–54,Total,High school,15.0
2024,Quebec,45–54,Total,High school,13.0
2025,Quebec,45–54,Total,High school,13.0
2000,Quebec,45–54,Total,Master's/Doctoral,6.0
2001,Quebec,45–54,Total,Master's/Doctoral,5.0
2002,Quebec,45–54,Total,Master's/Doctoral,5.0
2003,Quebec,45–54,Total,Master's/Doctoral,6.0
2004,Quebec,45–54,Total,Master's/Doctoral,6.0
2005,Quebec,45–54,Total,Master's/Doctoral,6.0
2006,Quebec,45–54,Total,Master's/Doctoral,6.0
2007,Quebec,45–54,Total,Master's/Doctoral,6.0
2008,Quebec,45–54,Total,Master's/Doctoral,5.0
2009,Quebec,45–54,Total,Master's/Doctoral,6.0
2010,Quebec,45–54,Total,Master's/Doctoral,6.0
2011,Quebec,45–54,Total,Master's/Doctoral,6.0
2012,Quebec,45–54,Total,Master's/Doctoral,6.0
2013,Quebec,45–54,Total,Master's/Doctoral,6.0
2014,Quebec,45–54,Total,Master's/Doctoral,7.0
2015,Quebec,45–54,Total,Master's/Doctoral,8.0
2016,Quebec,45–54,Total,Master's/Doctoral,8.0
2017,Quebec,45–54,Total,Master's/Doctoral,8.0
2018,Quebec,45–54,Total,Master's/Doctoral,8.0
2019,Quebec,45–54,Total,Master's/Doctoral,9.0
2020,Quebec,45–54,Total,Master's/Doctoral,9.0
2021,Quebec,45–54,Total,Master's/Doctoral,9.0
2022,Quebec,45–54,Total,Master's/Doctoral,10.0
2023,Quebec,45–54,Total,Master's/Doctoral,11.0
2024,Quebec,45–54,Total,Master's/Doctoral,12.0
2025,Quebec,45–54,Total,Master's/Doctoral,13.0
2000,Quebec,45–54,Total,Tertiary (all),35.0
2001,Quebec,45–54,Total,Tertiary (all),36.0
2002,Quebec,45–54,Total,Tertiary (all),37.0
2003,Quebec,45–54,Total,Tertiary (all),37.0
2004,Quebec,45–54,Total,Tertiary (all),36.0
2005,Quebec,45–54,Total,Tertiary (all),40.0
2006,Quebec,45–54,Total,Tertiary (all),39.0
2007,Quebec,45–54,Total,Tertiary (all),41.0
2008,Quebec,45–54,Total,Tertiary (all),40.0
2009,Quebec,45–54,Total,Tertiary (all),41.0
2010,Quebec,45–54,Total,Tertiary (all),43.0
2011,Quebec,45–54,Total,Tertiary (all),43.0
2012,Quebec,45–54,Total,Tertiary (all),45.0
2013,Quebec,45–54,Total,Tertiary (all),46.0
2014,Quebec,45–54,Total,Tertiary (all),47.0
2015,Quebec,45–54,Total,Tertiary (all),50.0
2016,Quebec,45–54,Total,Tertiary (all),51.0
2017,Quebec,45–54,Total,Tertiary (all),52.0
2018,Quebec,45–54,Total,Tertiary (all),54.0
2019,Quebec,45–54,Total,Tertiary (all),56.0
2020,Quebec,45–54,Total,Tertiary (all),57.0
2021,Quebec,45–54,Total,Tertiary (all),59.0
2022,Quebec,45–54,Total,Tertiary (all),59.0
2023,Quebec,45–54,Total,Tertiary (all),60.0
2024,Quebec,45–54,Total,Tertiary (all),61.0
2025,Quebec,45–54,Total,Tertiary (all),60.0
2000,Quebec,45–54,Total,Trades and other non-tertiary,13.0
2001,Quebec,45–54,Total,Trades and other non-tertiary,14.0
2002,Quebec,45–54,Total,Trades and other non-tertiary,14.0
2003,Quebec,45–54,Total,Trades and other non-tertiary,16.0
2004,Quebec,45–54,Total,Trades and other non-tertiary,15.0
2005,Quebec,45–54,Total,Trades and other non-tertiary,15.0
2006,Quebec,45–54,Total,Trades and other non-tertiary,17.0
2007,Quebec,45–54,Total,Trades and other non-tertiary,16.0
2008,Quebec,45–54,Total,Trades and other non-tertiary,16.0
2009,Quebec,45–54,Total,Trades and other non-tertiary,16.0
2010,Quebec,45–54,Total,Trades and other non-tertiary,16.0
2011,Quebec,45–54,Total,Trades and other non-tertiary,18.0
2012,Quebec,45–54,Total,Trades and other non-tertiary,17.0
2013,Quebec,45–54,Total,Trades and other non-tertiary,17.0
2014,Quebec,45–54,Total,Trades and other non-tertiary,18.0
2015,Quebec,45–54,Total,Trades and other non-tertiary,18.0
2016,Quebec,45–54,Total,Trades and other non-tertiary,17.0
2017,Quebec,45–54,Total,Trades and other non-tertiary,17.0
2018,Quebec,45–54,Total,Trades and other non-tertiary,17.0
2019,Quebec,45–54,Total,Trades and other non-tertiary,17.0
2020,Quebec,45–54,Total,Trades and other non-tertiary,18.0
2021,Quebec,45–54,Total,Trades and other non-tertiary,17.0
2022,Quebec,45–54,Total,Trades and other non-tertiary,17.0
2023,Quebec,45–54,Total,Trades and other non-tertiary,17.0
2024,Quebec,45–54,Total,Trades and other non-tertiary,17.0
2025,Quebec,45–54,Total,Trades and other non-tertiary,18.0
2000,Quebec,45–54,Women,Bachelor's,11.0
2001,Quebec,45–54,Women,Bachelor's,12.0
2002,Quebec,45–54,Women,Bachelor's,12.0
2003,Quebec,45–54,Women,Bachelor's,12.0
2004,Quebec,45–54,Women,Bachelor's,10.0
2005,Quebec,45–54,Women,Bachelor's,13.0
2006,Quebec,45–54,Women,Bachelor's,13.0
2007,Quebec,45–54,Women,Bachelor's,13.0
2008,Quebec,45–54,Women,Bachelor's,13.0
2009,Quebec,45–54,Women,Bachelor's,12.0
2010,Quebec,45–54,Women,Bachelor's,14.0
2011,Quebec,45–54,Women,Bachelor's,14.0
2012,Quebec,45–54,Women,Bachelor's,17.0
2013,Quebec,45–54,Women,Bachelor's,16.0
2014,Quebec,45–54,Women,Bachelor's,16.0
2015,Quebec,45–54,Women,Bachelor's,17.0
2016,Quebec,45–54,Women,Bachelor's,18.0
2017,Quebec,45–54,Women,Bachelor's,21.0
2018,Quebec,45–54,Women,Bachelor's,20.0
2019,Quebec,45–54,Women,Bachelor's,22.0
2020,Quebec,45–54,Women,Bachelor's,24.0
2021,Quebec,45–54,Women,Bachelor's,26.0
2022,Quebec,45–54,Women,Bachelor's,25.0
2023,Quebec,45–54,Women,Bachelor's,25.0
2024,Quebec,45–54,Women,Bachelor's,25.0
2025,Quebec,45–54,Women,Bachelor's,25.0
2000,Quebec,45–54,Women,Below high school,27.0
2001,Quebec,45–54,Women,Below high school,25.0
2002,Quebec,45–54,Women,Below high school,23.0
2003,Quebec,45–54,Women,Below high school,22.0
2004,Quebec,45–54,Women,Below high school,22.0
2005,Quebec,45–54,Women,Below high school,17.0
2006,Quebec,45–54,Women,Below high school,18.0
2007,Quebec,45–54,Women,Below high school,16.0
2008,Quebec,45–54,Women,Below high school,16.0
2009,Quebec,45–54,Women,Below high school,16.0
2010,Quebec,45–54,Women,Below high school,14.0
2011,Quebec,45–54,Women,Below high school,15.0
2012,Quebec,45–54,Women,Below high school,13.0
2013,Quebec,45–54,Women,Below high school,12.0
2014,Quebec,45–54,Women,Below high school,12.0
2015,Quebec,45–54,Women,Below high school,10.0
2016,Quebec,45–54,Women,Below high school,10.0
2017,Quebec,45–54,Women,Below high school,10.0
2018,Quebec,45–54,Women,Below high school,8.0
2019,Quebec,45–54,Women,Below high school,8.0
2020,Quebec,45–54,Women,Below high school,7.0
2021,Quebec,45–54,Women,Below high school,7.0
2022,Quebec,45–54,Women,Below high school,7.0
2023,Quebec,45–54,Women,Below high school,6.0
2024,Quebec,45–54,Women,Below high school,7.0
2025,Quebec,45–54,Women,Below high school,7.0
2000,Quebec,45–54,Women,College/CEGEP,18.0
2001,Quebec,45–54,Women,College/CEGEP,19.0
2002,Quebec,45–54,Women,College/CEGEP,21.0
2003,Quebec,45–54,Women,College/CEGEP,20.0
2004,Quebec,45–54,Women,College/CEGEP,21.0
2005,Quebec,45–54,Women,College/CEGEP,24.0
2006,Quebec,45–54,Women,College/CEGEP,23.0
2007,Quebec,45–54,Women,College/CEGEP,24.0
2008,Quebec,45–54,Women,College/CEGEP,24.0
2009,Quebec,45–54,Women,College/CEGEP,25.0
2010,Quebec,45–54,Women,College/CEGEP,26.0
2011,Quebec,45–54,Women,College/CEGEP,27.0
2012,Quebec,45–54,Women,College/CEGEP,27.0
2013,Quebec,45–54,Women,College/CEGEP,27.0
2014,Quebec,45–54,Women,College/CEGEP,28.0
2015,Quebec,45–54,Women,College/CEGEP,29.0
2016,Quebec,45–54,Women,College/CEGEP,29.0
2017,Quebec,45–54,Women,College/CEGEP,27.0
2018,Quebec,45–54,Women,College/CEGEP,30.0
2019,Quebec,45–54,Women,College/CEGEP,31.0
2020,Quebec,45–54,Women,College/CEGEP,30.0
2021,Quebec,45–54,Women,College/CEGEP,29.0
2022,Quebec,45–54,Women,College/CEGEP,29.0
2023,Quebec,45–54,Women,College/CEGEP,29.0
2024,Quebec,45–54,Women,College/CEGEP,29.0
2025,Quebec,45–54,Women,College/CEGEP,29.0
2000,Quebec,45–54,Women,High school,28.0
2001,Quebec,45–54,Women,High school,27.0
2002,Quebec,45–54,Women,High school,27.0
2003,Quebec,45–54,Women,High school,28.0
2004,Quebec,45–54,Women,High school,28.0
2005,Quebec,45–54,Women,High school,27.0
2006,Quebec,45–54,Women,High school,27.0
2007,Quebec,45–54,Women,High school,28.0
2008,Quebec,45–54,Women,High school,28.0
2009,Quebec,45–54,Women,High school,29.0
2010,Quebec,45–54,Women,High school,27.0
2011,Quebec,45–54,Women,High school,24.0
2012,Quebec,45–54,Women,High school,23.0
2013,Quebec,45–54,Women,High school,24.0
2014,Quebec,45–54,Women,High school,22.0
2015,Quebec,45–54,Women,High school,21.0
2016,Quebec,45–54,Women,High school,20.0
2017,Quebec,45–54,Women,High school,19.0
2018,Quebec,45–54,Women,High school,18.0
2019,Quebec,45–54,Women,High school,16.0
2020,Quebec,45–54,Women,High school,15.0
2021,Quebec,45–54,Women,High school,13.0
2022,Quebec,45–54,Women,High school,13.0
2023,Quebec,45–54,Women,High school,14.0
2024,Quebec,45–54,Women,High school,11.0
2025,Quebec,45–54,Women,High school,11.0
2000,Quebec,45–54,Women,Master's/Doctoral,5.0
2001,Quebec,45–54,Women,Master's/Doctoral,4.0
2002,Quebec,45–54,Women,Master's/Doctoral,4.0
2003,Quebec,45–54,Women,Master's/Doctoral,4.0
2004,Quebec,45–54,Women,Master's/Doctoral,5.0
2005,Quebec,45–54,Women,Master's/Doctoral,5.0
2006,Quebec,45–54,Women,Master's/Doctoral,5.0
2007,Quebec,45–54,Women,Master's/Doctoral,5.0
2008,Quebec,45–54,Women,Master's/Doctoral,5.0
2009,Quebec,45–54,Women,Master's/Doctoral,4.0
2010,Quebec,45–54,Women,Master's/Doctoral,6.0
2011,Quebec,45–54,Women,Master's/Doctoral,5.0
2012,Quebec,45–54,Women,Master's/Doctoral,5.0
2013,Quebec,45–54,Women,Master's/Doctoral,5.0
2014,Quebec,45–54,Women,Master's/Doctoral,6.0
2015,Quebec,45–54,Women,Master's/Doctoral,8.0
2016,Quebec,45–54,Women,Master's/Doctoral,7.0
2017,Quebec,45–54,Women,Master's/Doctoral,8.0
2018,Quebec,45–54,Women,Master's/Doctoral,8.0
2019,Quebec,45–54,Women,Master's/Doctoral,9.0
2020,Quebec,45–54,Women,Master's/Doctoral,10.0
2021,Quebec,45–54,Women,Master's/Doctoral,10.0
2022,Quebec,45–54,Women,Master's/Doctoral,11.0
2023,Quebec,45–54,Women,Master's/Doctoral,12.0
2024,Quebec,45–54,Women,Master's/Doctoral,13.0
2025,Quebec,45–54,Women,Master's/Doctoral,14.0
2000,Quebec,45–54,Women,Tertiary (all),34.0
2001,Quebec,45–54,Women,Tertiary (all),35.0
2002,Quebec,45–54,Women,Tertiary (all),37.0
2003,Quebec,45–54,Women,Tertiary (all),36.0
2004,Quebec,45–54,Women,Tertiary (all),36.0
2005,Quebec,45–54,Women,Tertiary (all),42.0
2006,Quebec,45–54,Women,Tertiary (all),40.0
2007,Quebec,45–54,Women,Tertiary (all),42.0
2008,Quebec,45–54,Women,Tertiary (all),42.0
2009,Quebec,45–54,Women,Tertiary (all),41.0
2010,Quebec,45–54,Women,Tertiary (all),45.0
2011,Quebec,45–54,Women,Tertiary (all),46.0
2012,Quebec,45–54,Women,Tertiary (all),49.0
2013,Quebec,45–54,Women,Tertiary (all),48.0
2014,Quebec,45–54,Women,Tertiary (all),50.0
2015,Quebec,45–54,Women,Tertiary (all),54.0
2016,Quebec,45–54,Women,Tertiary (all),54.0
2017,Quebec,45–54,Women,Tertiary (all),56.0
2018,Quebec,45–54,Women,Tertiary (all),58.0
2019,Quebec,45–54,Women,Tertiary (all),61.0
2020,Quebec,45–54,Women,Tertiary (all),63.0
2021,Quebec,45–54,Women,Tertiary (all),65.0
2022,Quebec,45–54,Women,Tertiary (all),65.0
2023,Quebec,45–54,Women,Tertiary (all),65.0
2024,Quebec,45–54,Women,Tertiary (all),67.0
2025,Quebec,45–54,Women,Tertiary (all),68.0
2000,Quebec,45–54,Women,Trades and other non-tertiary,11.0
2001,Quebec,45–54,Women,Trades and other non-tertiary,12.0
2002,Quebec,45–54,Women,Trades and other non-tertiary,13.0
2003,Quebec,45–54,Women,Trades and other non-tertiary,14.0
2004,Quebec,45–54,Women,Trades and other non-tertiary,13.0
2005,Quebec,45–54,Women,Trades and other non-tertiary,14.0
