year,geography,field,tuition
2014,Prince Edward Island,"Other health, parks, recreation and fitness",5520.0
2015,Prince Edward Island,"Other health, parks, recreation and fitness",5690.0
2016,Prince Edward Island,"Other health, parks, recreation and fitness",5860.0
2017,Prince Edward Island,"Other health, parks, recreation and fitness",6030.0
2018,Prince Edward Island,"Other health, parks, recreation and fitness",6150.0
2019,Prince Edward Island,"Other health, parks, recreation and fitness",6270.0
2020,Prince Edward Island,"Other health, parks, recreation and fitness",6390.0
2021,Prince Edward Island,"Other health, parks, recreation and fitness",6450.0
2022,Prince Edward Island,"Other health, parks, recreation and fitness",6570.0
2023,Prince Edward Island,"Other health, parks, recreation and fitness",6828.0
2024,Prince Edward Island,"Other health, parks, recreation and fitness",7170.0
2025,Prince Edward Island,"Other health, parks, recreation and fitness",7630.0
2006,Prince Edward Island,Physical and life sciences and technologies,4920.0
2007,Prince Edward Island,Physical and life sciences and technologies,4440.0
2008,Prince Edward Island,Physical and life sciences and technologies,4530.0
2009,Prince Edward Island,Physical and life sciences and technologies,4710.0
2010,Prince Edward Island,Physical and life sciences and technologies,4860.0
2011,Prince Edward Island,Physical and life sciences and technologies,4950.0
2012,Prince Edward Island,Physical and life sciences and technologies,5150.0
2013,Prince Edward Island,Physical and life sciences and technologies,5360.0
2014,Prince Edward Island,Physical and life sciences and technologies,5520.0
2015,Prince Edward Island,Physical and life sciences and technologies,5690.0
2016,Prince Edward Island,Physical and life sciences and technologies,5860.0
2017,Prince Edward Island,Physical and life sciences and technologies,6030.0
2018,Prince Edward Island,Physical and life sciences and technologies,6150.0
2019,Prince Edward Island,Physical and life sciences and technologies,6270.0
2020,Prince Edward Island,Physical and life sciences and technologies,6390.0
2021,Prince Edward Island,Physical and life sciences and technologies,6450.0
2022,Prince Edward Island,Physical and life sciences and technologies,6570.0
2023,Prince Edward Island,Physical and life sciences and technologies,6828.0
2024,Prince Edward Island,Physical and life sciences and technologies,7170.0
2025,Prince Edward Island,Physical and life sciences and technologies,7630.0
2006,Prince Edward Island,"Social and behavioural sciences, and legal studies",4920.0
2007,Prince Edward Island,"Social and behavioural sciences, and legal studies",4440.0
2008,Prince Edward Island,"Social and behavioural sciences, and legal studies",4530.0
2009,Prince Edward Island,"Social and behavioural sciences, and legal studies",4710.0
2010,Prince Edward Island,"Social and behavioural sciences, and legal studies",4860.0
2011,Prince Edward Island,"Social and behavioural sciences, and legal studies",4950.0
2012,Prince Edward Island,"Social and behavioural sciences, and legal studies",5150.0
2013,Prince Edward Island,"Social and behavioural sciences, and legal studies",5360.0
2014,Prince Edward Island,"Social and behavioural sciences, and legal studies",5520.0
2015,Prince Edward Island,"Social and behavioural sciences, and legal studies",5690.0
2016,Prince Edward Island,"Social and behavioural sciences, and legal studies",5860.0
2017,Prince Edward Island,"Social and behavioural sciences, and legal studies",6030.0
2018,Prince Edward Island,"Social and behavioural sciences, and legal studies",6150.0
2019,Prince Edward Island,"Social and behavioural sciences, and legal studies",6270.0
2020,Prince Edward Island,"Social and behavioural sciences, and legal studies",6390.0
2021,Prince Edward Island,"Social and behavioural sciences, and legal studies",6450.0
2022,Prince Edward Island,"Social and behavioural sciences, and legal studies",6570.0
2023,Prince Edward Island,"Social and behavioural sciences, and legal studies",6828.0
2024,Prince Edward Island,"Social and behavioural sciences, and legal studies",7170.0
2025,Prince Edward Island,"Social and behavioural sciences, and legal studies",7630.0
2006,Prince Edward Island,"Total, field of study",4920.0
2007,Prince Edward Island,"Total, field of study",4440.0
2008,Prince Edward Island,"Total, field of study",4530.0
2009,Prince Edward Island,"Total, field of study",4969.0
2010,Prince Edward Island,"Total, field of study",5131.0
2011,Prince Edward Island,"Total, field of study",5258.0
2012,Prince Edward Island,"Total, field of study",5474.0
2013,Prince Edward Island,"Total, field of study",5688.0
2014,Prince Edward Island,"Total, field of study",5849.0
2015,Prince Edward Island,"Total, field of study",6130.0
2016,Prince Edward Island,"Total, field of study",6310.0
2017,Prince Edward Island,"Total, field of study",6485.0
2018,Prince Edward Island,"Total, field of study",6632.0
2019,Prince Edward Island,"Total, field of study",6748.0
2020,Prince Edward Island,"Total, field of study",6881.0
2021,Prince Edward Island,"Total, field of study",6951.0
2022,Prince Edward Island,"Total, field of study",7085.0
2023,Prince Edward Island,"Total, field of study",7359.0
2024,Prince Edward Island,"Total, field of study",7701.0
2025,Prince Edward Island,"Total, field of study",8191.0
2007,Prince Edward Island,Veterinary medicine,8880.0
2008,Prince Edward Island,Veterinary medicine,8988.0
2009,Prince Edward Island,Veterinary medicine,9348.0
2010,Prince Edward Island,Veterinary medicine,9722.0
2011,Prince Edward Island,Veterinary medicine,10471.0
2012,Prince Edward Island,Veterinary medicine,10890.0
2013,Prince Edward Island,Veterinary medicine,11325.0
2014,Prince Edward Island,Veterinary medicine,11665.0
2015,Prince Edward Island,Veterinary medicine,12015.0
2016,Prince Edward Island,Veterinary medicine,12375.0
2017,Prince Edward Island,Veterinary medicine,12746.0
2018,Prince Edward Island,Veterinary medicine,13000.0
2019,Prince Edward Island,Veterinary medicine,13260.0
2020,Prince Edward Island,Veterinary medicine,13525.0
2021,Prince Edward Island,Veterinary medicine,13796.0
2022,Prince Edward Island,Veterinary medicine,14072.0
2023,Prince Edward Island,Veterinary medicine,14916.0
2024,Prince Edward Island,Veterinary medicine,15662.0
2025,Prince Edward Island,Veterinary medicine,16602.0
2006,Prince Edward Island,"Visual and performing arts, and communications technologies",4920.0
2007,Prince Edward Island,"Visual and performing arts, and communications technologies",4440.0
2008,Prince Edward Island,"Visual and performing arts, and communications technologies",4530.0
2009,Prince Edward Island,"Visual and performing arts, and communications technologies",4710.0
2010,Prince Edward Island,"Visual and performing arts, and communications technologies",4860.0
2011,Prince Edward Island,"Visual and performing arts, and communications technologies",4950.0
2012,Prince Edward Island,"Visual and performing arts, and communications technologies",5150.0
2013,Prince Edward Island,"Visual and performing arts, and communications technologies",5360.0
2014,Prince Edward Island,"Visual and performing arts, and communications technologies",5520.0
2015,Prince Edward Island,"Visual and performing arts, and communications technologies",5690.0
2016,Prince Edward Island,"Visual and performing arts, and communications technologies",5860.0
2017,Prince Edward Island,"Visual and performing arts, and communications technologies",6030.0
2018,Prince Edward Island,"Visual and performing arts, and communications technologies",6150.0
2019,Prince Edward Island,"Visual and performing arts, and communications technologies",6270.0
2020,Prince Edward Island,"Visual and performing arts, and communications technologies",6390.0
2021,Prince Edward Island,"Visual and performing arts, and communications technologies",6450.0
2022,Prince Edward Island,"Visual and performing arts, and communications technologies",6570.0
2023,Prince Edward Island,"Visual and performing arts, and communications technologies",6828.0
2024,Prince Edward Island,"Visual and performing arts, and communications technologies",7170.0
2025,Prince Edward Island,"Visual and performing arts, and communications technologies",7630.0
2006,Quebec,"Agriculture, natural resources and conservation",1986.0
2007,Quebec,"Agriculture, natural resources and conservation",2096.0
2008,Quebec,"Agriculture, natural resources and conservation",2255.0
2009,Quebec,"Agriculture, natural resources and conservation",2424.0
2010,Quebec,"Agriculture, natural resources and conservation",2533.0
2011,Quebec,"Agriculture, natural resources and conservation",2644.0
2012,Quebec,"Agriculture, natural resources and conservation",2775.0
2013,Quebec,"Agriculture, natural resources and conservation",2874.0
2014,Quebec,"Agriculture, natural resources and conservation",2950.0
2015,Quebec,"Agriculture, natural resources and conservation",2990.0
2016,Quebec,"Agriculture, natural resources and conservation",2708.0
2017,Quebec,"Agriculture, natural resources and conservation",2763.0
2018,Quebec,"Agriculture, natural resources and conservation",2911.0
2019,Quebec,"Agriculture, natural resources and conservation",2981.0
2020,Quebec,"Agriculture, natural resources and conservation",3035.0
2021,Quebec,"Agriculture, natural resources and conservation",3142.0
2022,Quebec,"Agriculture, natural resources and conservation",3236.0
2023,Quebec,"Agriculture, natural resources and conservation",3451.0
2024,Quebec,"Agriculture, natural resources and conservation",3627.0
2025,Quebec,"Agriculture, natural resources and conservation",3988.0
2006,Quebec,Architecture,1838.0
2007,Quebec,Architecture,1925.0
2008,Quebec,Architecture,2166.0
2009,Quebec,Architecture,2361.0
2010,Quebec,Architecture,2469.0
2011,Quebec,Architecture,2580.0
2012,Quebec,Architecture,2541.0
2013,Quebec,Architecture,2643.0
2014,Quebec,Architecture,2683.0
2015,Quebec,Architecture,2787.0
2016,Quebec,Architecture,2840.0
2017,Quebec,Architecture,2712.0
2018,Quebec,Architecture,2741.0
2019,Quebec,Architecture,2780.0
2020,Quebec,Architecture,2861.0
2021,Quebec,Architecture,2945.0
2022,Quebec,Architecture,3030.0
2023,Quebec,Architecture,3154.0
2024,Quebec,Architecture,3326.0
2025,Quebec,Architecture,3557.0
2006,Quebec,"Business, management and public administration",1739.0
2007,Quebec,"Business, management and public administration",2006.0
2008,Quebec,"Business, management and public administration",2153.0
2009,Quebec,"Business, management and public administration",2206.0
2010,Quebec,"Business, management and public administration",2308.0
2011,Quebec,"Business, management and public administration",2411.0
2012,Quebec,"Business, management and public administration",2404.0
2013,Quebec,"Business, management and public administration",2492.0
2014,Quebec,"Business, management and public administration",2641.0
2015,Quebec,"Business, management and public administration",2677.0
2016,Quebec,"Business, management and public administration",2662.0
2017,Quebec,"Business, management and public administration",2716.0
2018,Quebec,"Business, management and public administration",2924.0
2019,Quebec,"Business, management and public administration",3039.0
2020,Quebec,"Business, management and public administration",3127.0
2021,Quebec,"Business, management and public administration",3247.0
2022,Quebec,"Business, management and public administration",3355.0
2023,Quebec,"Business, management and public administration",3498.0
2024,Quebec,"Business, management and public administration",3501.0
2025,Quebec,"Business, management and public administration",3848.0
2007,Quebec,Dentistry,2735.0
2008,Quebec,Dentistry,2968.0
2009,Quebec,Dentistry,2986.0
2010,Quebec,Dentistry,3112.0
2011,Quebec,Dentistry,3185.0
2012,Quebec,Dentistry,3064.0
2013,Quebec,Dentistry,3117.0
2014,Quebec,Dentistry,3235.0
2015,Quebec,Dentistry,3345.0
2016,Quebec,Dentistry,3596.0
2017,Quebec,Dentistry,3851.0
2018,Quebec,Dentistry,3841.0
2019,Quebec,Dentistry,3946.0
2020,Quebec,Dentistry,3932.0
2021,Quebec,Dentistry,4021.0
2022,Quebec,Dentistry,4051.0
2023,Quebec,Dentistry,4204.0
2024,Quebec,Dentistry,4296.0
2025,Quebec,Dentistry,5575.0
2006,Quebec,Education,1763.0
2007,Quebec,Education,1879.0
2008,Quebec,Education,1984.0
2009,Quebec,Education,2082.0
2010,Quebec,Education,2184.0
2011,Quebec,Education,2287.0
2012,Quebec,Education,2303.0
2013,Quebec,Education,2374.0
2014,Quebec,Education,2410.0
2015,Quebec,Education,2435.0
2016,Quebec,Education,2454.0
2017,Quebec,Education,2509.0
2018,Quebec,Education,2556.0
2019,Quebec,Education,2642.0
2020,Quebec,Education,2731.0
2021,Quebec,Education,2855.0
2022,Quebec,Education,2944.0
2023,Quebec,Education,3029.0
2024,Quebec,Education,3148.0
2025,Quebec,Education,3261.0
2006,Quebec,Engineering,1717.0
2007,Quebec,Engineering,1828.0
2008,Quebec,Engineering,1948.0
2009,Quebec,Engineering,2231.0
2010,Quebec,Engineering,2336.0
2011,Quebec,Engineering,2440.0
2012,Quebec,Engineering,2450.0
2013,Quebec,Engineering,2540.0
2014,Quebec,Engineering,2638.0
2015,Quebec,Engineering,2702.0
2016,Quebec,Engineering,2755.0
2017,Quebec,Engineering,2807.0
2018,Quebec,Engineering,2882.0
2019,Quebec,Engineering,2965.0
2020,Quebec,Engineering,3049.0
2021,Quebec,Engineering,3186.0
2022,Quebec,Engineering,3305.0
2023,Quebec,Engineering,3460.0
2024,Quebec,Engineering,3631.0
2025,Quebec,Engineering,4019.0
2006,Quebec,Humanities,2404.0
2007,Quebec,Humanities,2255.0
2008,Quebec,Humanities,2455.0
2009,Quebec,Humanities,2616.0
2010,Quebec,Humanities,2728.0
2011,Quebec,Humanities,2843.0
2012,Quebec,Humanities,3229.0
2013,Quebec,Humanities,3320.0
2014,Quebec,Humanities,3478.0
2015,Quebec,Humanities,3583.0
2016,Quebec,Humanities,3680.0
2017,Quebec,Humanities,3774.0
2018,Quebec,Humanities,3948.0
2019,Quebec,Humanities,4112.0
2020,Quebec,Humanities,4219.0
2021,Quebec,Humanities,4367.0
2022,Quebec,Humanities,4604.0
2023,Quebec,Humanities,4919.0
2024,Quebec,Humanities,4086.0
2025,Quebec,Humanities,4684.0
2006,Quebec,Law,1997.0
2007,Quebec,Law,2028.0
2008,Quebec,Law,2156.0
2009,Quebec,Law,2254.0
2010,Quebec,Law,2330.0
2011,Quebec,Law,2435.0
2012,Quebec,Law,2436.0
2013,Quebec,Law,2518.0
2014,Quebec,Law,2593.0
2015,Quebec,Law,2716.0
2016,Quebec,Law,2842.0
2017,Quebec,Law,2803.0
2018,Quebec,Law,2837.0
2019,Quebec,Law,2926.0
2020,Quebec,Law,3027.0
2021,Quebec,Law,3171.0
2022,Quebec,Law,3231.0
2023,Quebec,Law,3361.0
2024,Quebec,Law,3469.0
2025,Quebec,Law,4161.0
2006,Quebec,"Mathematics, computer and information sciences",1820.0
2007,Quebec,"Mathematics, computer and information sciences",1959.0
2008,Quebec,"Mathematics, computer and information sciences",2066.0
2009,Quebec,"Mathematics, computer and information sciences",2179.0
2010,Quebec,"Mathematics, computer and information sciences",2263.0
2011,Quebec,"Mathematics, computer and information sciences",2385.0
2012,Quebec,"Mathematics, computer and information sciences",2404.0
2013,Quebec,"Mathematics, computer and information sciences",2501.0
2014,Quebec,"Mathematics, computer and information sciences",2646.0
2015,Quebec,"Mathematics, computer and information sciences",2781.0
2016,Quebec,"Mathematics, computer and information sciences",2866.0
2017,Quebec,"Mathematics, computer and information sciences",2974.0
2018,Quebec,"Mathematics, computer and information sciences",3057.0
2019,Quebec,"Mathematics, computer and information sciences",3187.0
2020,Quebec,"Mathematics, computer and information sciences",3288.0
2021,Quebec,"Mathematics, computer and information sciences",3431.0
2022,Quebec,"Mathematics, computer and information sciences",3539.0
2023,Quebec,"Mathematics, computer and information sciences",3748.0
2024,Quebec,"Mathematics, computer and information sciences",3949.0
2025,Quebec,"Mathematics, computer and information sciences",4501.0
2006,Quebec,Medicine,2523.0
2007,Quebec,Medicine,2203.0
2008,Quebec,Medicine,2362.0
2009,Quebec,Medicine,2501.0
2010,Quebec,Medicine,2613.0
2011,Quebec,Medicine,2717.0
2012,Quebec,Medicine,2762.0
2013,Quebec,Medicine,2813.0
2014,Quebec,Medicine,2873.0
2015,Quebec,Medicine,2936.0
2016,Quebec,Medicine,2675.0
2017,Quebec,Medicine,3175.0
2018,Quebec,Medicine,3304.0
2019,Quebec,Medicine,3428.0
2020,Quebec,Medicine,3536.0
2021,Quebec,Medicine,3674.0
2022,Quebec,Medicine,3733.0
2023,Quebec,Medicine,3792.0
2024,Quebec,Medicine,3939.0
2025,Quebec,Medicine,4538.0
2007,Quebec,Nursing,1822.0
2008,Quebec,Nursing,1936.0
2009,Quebec,Nursing,2081.0
2010,Quebec,Nursing,2183.0
2011,Quebec,Nursing,2285.0
2012,Quebec,Nursing,2309.0
2013,Quebec,Nursing,2367.0
2014,Quebec,Nursing,2424.0
2015,Quebec,Nursing,2504.0
2016,Quebec,Nursing,2548.0
2017,Quebec,Nursing,2602.0
2018,Quebec,Nursing,2658.0
2019,Quebec,Nursing,2725.0
2020,Quebec,Nursing,2808.0
2021,Quebec,Nursing,2885.0
2022,Quebec,Nursing,2927.0
2023,Quebec,Nursing,2989.0
2024,Quebec,Nursing,3076.0
2025,Quebec,Nursing,3181.0
2018,Quebec,Optometry,3053.0
2019,Quebec,Optometry,3114.0
2020,Quebec,Optometry,3202.0
2021,Quebec,Optometry,3192.0
2022,Quebec,Optometry,3221.0
2023,Quebec,Optometry,3358.0
2024,Quebec,Optometry,3385.0
2025,Quebec,Optometry,3663.0
2006,Quebec,"Other health, parks, recreation and fitness",1903.0
2007,Quebec,"Other health, parks, recreation and fitness",2201.0
2008,Quebec,"Other health, parks, recreation and fitness",2343.0
2009,Quebec,"Other health, parks, recreation and fitness",2444.0
2010,Quebec,"Other health, parks, recreation and fitness",2553.0
2011,Quebec,"Other health, parks, recreation and fitness",2668.0
2012,Quebec,"Other health, parks, recreation and fitness",2618.0
2013,Quebec,"Other health, parks, recreation and fitness",2725.0
2014,Quebec,"Other health, parks, recreation and fitness",2808.0
2015,Quebec,"Other health, parks, recreation and fitness",2876.0
2016,Quebec,"Other health, parks, recreation and fitness",2883.0
2017,Quebec,"Other health, parks, recreation and fitness",2908.0
2018,Quebec,"Other health, parks, recreation and fitness",2946.0
2019,Quebec,"Other health, parks, recreation and fitness",3029.0
2020,Quebec,"Other health, parks, recreation and fitness",3160.0
2021,Quebec,"Other health, parks, recreation and fitness",3273.0
2022,Quebec,"Other health, parks, recreation and fitness",3321.0
2023,Quebec,"Other health, parks, recreation and fitness",3413.0
2024,Quebec,"Other health, parks, recreation and fitness",3543.0
2025,Quebec,"Other health, parks, recreation and fitness",3886.0
2016,Quebec,"Personal, protective and transportation services",2340.0
2017,Quebec,"Personal, protective and transportation services",2416.0
2018,Quebec,"Personal, protective and transportation services",2456.0
2019,Quebec,"Personal, protective and transportation services",2544.0
2020,Quebec,"Personal, protective and transportation services",2700.0
2021,Quebec,"Personal, protective and transportation services",2865.0
2022,Quebec,"Personal, protective and transportation services",2952.0
2023,Quebec,"Personal, protective and transportation services",2985.0
2024,Quebec,"Personal, protective and transportation services",2994.0
2025,Quebec,"Personal, protective and transportation services",3067.0
2007,Quebec,Pharmacy,1903.0
2008,Quebec,Pharmacy,1984.0
2009,Quebec,Pharmacy,2079.0
2010,Quebec,Pharmacy,2181.0
2011,Quebec,Pharmacy,2283.0
2012,Quebec,Pharmacy,2278.0
2013,Quebec,Pharmacy,2336.0
2014,Quebec,Pharmacy,2379.0
2015,Quebec,Pharmacy,2453.0
2016,Quebec,Pharmacy,2489.0
2017,Quebec,Pharmacy,2550.0
2018,Quebec,Pharmacy,2625.0
2019,Quebec,Pharmacy,2665.0
2020,Quebec,Pharmacy,2732.0
2021,Quebec,Pharmacy,2841.0
2022,Quebec,Pharmacy,2905.0
2023,Quebec,Pharmacy,3009.0
2024,Quebec,Pharmacy,3111.0
2025,Quebec,Pharmacy,3206.0
2006,Quebec,Physical and life sciences and technologies,2033.0
2007,Quebec,Physical and life sciences and technologies,2182.0
2008,Quebec,Physical and life sciences and technologies,2270.0
2009,Quebec,Physical and life sciences and technologies,2399.0
2010,Quebec,Physical and life sciences and technologies,2462.0
2011,Quebec,Physical and life sciences and technologies,2615.0
2012,Quebec,Physical and life sciences and technologies,2706.0
2013,Quebec,Physical and life sciences and technologies,2843.0
2014,Quebec,Physical and life sciences and technologies,2975.0
2015,Quebec,Physical and life sciences and technologies,3055.0
2016,Quebec,Physical and life sciences and technologies,3052.0
2017,Quebec,Physical and life sciences and technologies,3114.0
2018,Quebec,Physical and life sciences and technologies,3237.0
2019,Quebec,Physical and life sciences and technologies,3379.0
2020,Quebec,Physical and life sciences and technologies,3429.0
2021,Quebec,Physical and life sciences and technologies,3558.0
2022,Quebec,Physical and life sciences and technologies,3581.0
2023,Quebec,Physical and life sciences and technologies,3669.0
2024,Quebec,Physical and life sciences and technologies,3784.0
2025,Quebec,Physical and life sciences and technologies,4225.0
2006,Quebec,"Social and behavioural sciences, and legal studies",2028.0
2007,Quebec,"Social and behavioural sciences, and legal studies",2195.0
2008,Quebec,"Social and behavioural sciences, and legal studies",2257.0
2009,Quebec,"Social and behavioural sciences, and legal studies",2410.0
2010,Quebec,"Social and behavioural sciences, and legal studies",2518.0
2011,Quebec,"Social and behavioural sciences, and legal studies",2629.0
2012,Quebec,"Social and behavioural sciences, and legal studies",2627.0
2013,Quebec,"Social and behavioural sciences, and legal studies",2735.0
2014,Quebec,"Social and behavioural sciences, and legal studies",2836.0
2015,Quebec,"Social and behavioural sciences, and legal studies",2883.0
2016,Quebec,"Social and behavioural sciences, and legal studies",2895.0
2017,Quebec,"Social and behavioural sciences, and legal studies",2970.0
2018,Quebec,"Social and behavioural sciences, and legal studies",3020.0
2019,Quebec,"Social and behavioural sciences, and legal studies",3129.0
2020,Quebec,"Social and behavioural sciences, and legal studies",3248.0
2021,Quebec,"Social and behavioural sciences, and legal studies",3366.0
2022,Quebec,"Social and behavioural sciences, and legal studies",3432.0
2023,Quebec,"Social and behavioural sciences, and legal studies",3552.0
2024,Quebec,"Social and behavioural sciences, and legal studies",3765.0
2025,Quebec,"Social and behavioural sciences, and legal studies",4178.0
2006,Quebec,"Total, field of study",1932.0
2007,Quebec,"Total, field of study",2056.0
2008,Quebec,"Total, field of study",2180.0
2009,Quebec,"Total, field of study",2309.0
2010,Quebec,"Total, field of study",2411.0
2011,Quebec,"Total, field of study",2520.0
2012,Quebec,"Total, field of study",2565.0
2013,Quebec,"Total, field of study",2657.0
2014,Quebec,"Total, field of study",2740.0
2015,Quebec,"Total, field of study",2797.0
2016,Quebec,"Total, field of study",2817.0
2017,Quebec,"Total, field of study",2880.0
2018,Quebec,"Total, field of study",2956.0
2019,Quebec,"Total, field of study",3060.0
2020,Quebec,"Total, field of study",3152.0
2021,Quebec,"Total, field of study",3272.0
2022,Quebec,"Total, field of study",3360.0
2023,Quebec,"Total, field of study",3489.0
2024,Quebec,"Total, field of study",3587.0
2025,Quebec,"Total, field of study",3963.0
2007,Quebec,Veterinary medicine,1905.0
2008,Quebec,Veterinary medicine,1977.0
2009,Quebec,Veterinary medicine,2062.0
2010,Quebec,Veterinary medicine,2164.0
2011,Quebec,Veterinary medicine,2266.0
2012,Quebec,Veterinary medicine,2249.0
2013,Quebec,Veterinary medicine,2300.0
2014,Quebec,Veterinary medicine,2345.0
2015,Quebec,Veterinary medicine,2419.0
2016,Quebec,Veterinary medicine,2481.0
2017,Quebec,Veterinary medicine,2559.0
2018,Quebec,Veterinary medicine,2625.0
2019,Quebec,Veterinary medicine,2741.0
2020,Quebec,Veterinary medicine,2747.0
2021,Quebec,Veterinary medicine,2855.0
2022,Quebec,Veterinary medicine,2927.0
2023,Quebec,Veterinary medicine,3000.0
2024,Quebec,Veterinary medicine,3048.0
2025,Quebec,Veterinary medicine,3151.0
2006,Quebec,"Visual and performing arts, and communications technologies",2131.0
2007,Quebec,"Visual and performing arts, and communications technologies",2254.0
2008,Quebec,"Visual and performing arts, and communications technologies",2407.0
2009,Quebec,"Visual and performing arts, and communications technologies",2586.0
2010,Quebec,"Visual and performing arts, and communications technologies",2698.0
2011,Quebec,"Visual and performing arts, and communications technologies",2811.0
2012,Quebec,"Visual and performing arts, and communications technologies",2807.0
2013,Quebec,"Visual and performing arts, and communications technologies",2921.0
2014,Quebec,"Visual and performing arts, and communications technologies",2945.0
2015,Quebec,"Visual and performing arts, and communications technologies",3069.0
2016,Quebec,"Visual and performing arts, and communications technologies",3218.0
2017,Quebec,"Visual and performing arts, and communications technologies",3226.0
2018,Quebec,"Visual and performing arts, and communications technologies",2959.0
2019,Quebec,"Visual and performing arts, and communications technologies",3049.0
2020,Quebec,"Visual and performing arts, and communications technologies",3124.0
2021,Quebec,"Visual and performing arts, and communications technologies",3269.0
2022,Quebec,"Visual and performing arts, and communications technologies",3352.0
2023,Quebec,"Visual and performing arts, and communications technologies",3470.0
2024,Quebec,"Visual and performing arts, and communications technologies",4001.0
2025,Quebec,"Visual and performing arts, and communications technologies",4566.0
2006,Saskatchewan,"Agriculture, natural resources and conservation",4524.0
2007,Saskatchewan,"Agriculture, natural resources and conservation",4523.0
2008,Saskatchewan,"Agriculture, natural resources and conservation",4524.0
2009,Saskatchewan,"Agriculture, natural resources and conservation",4659.0
2010,Saskatchewan,"Agriculture, natural resources and conservation",4866.0
2011,Saskatchewan,"Agriculture, natural resources and conservation",4983.0
2012,Saskatchewan,"Agriculture, natural resources and conservation",5190.0
2013,Saskatchewan,"Agriculture, natural resources and conservation",5424.0
2014,Saskatchewan,"Agriculture, natural resources and conservation",5658.0
2015,Saskatchewan,"Agriculture, natural resources and conservation",5824.0
2016,Saskatchewan,"Agriculture, natural resources and conservation",5972.0
2017,Saskatchewan,"Agriculture, natural resources and conservation",6127.0
2018,Saskatchewan,"Agriculture, natural resources and conservation",6420.0
2019,Saskatchewan,"Agriculture, natural resources and conservation",6617.0
2020,Saskatchewan,"Agriculture, natural resources and conservation",6617.0
2021,Saskatchewan,"Agriculture, natural resources and conservation",6880.0
2022,Saskatchewan,"Agriculture, natural resources and conservation",7155.0
2023,Saskatchewan,"Agriculture, natural resources and conservation",7582.0
2024,Saskatchewan,"Agriculture, natural resources and conservation",8092.0
2025,Saskatchewan,"Agriculture, natural resources and conservation",8415.0
2017,Saskatchewan,Architecture,5994.0
2018,Saskatchewan,Architecture,6234.0
2019,Saskatchewan,Architecture,6452.0
2020,Saskatchewan,Architecture,6452.0
2021,Saskatchewan,Architecture,6710.0
2022,Saskatchewan,Architecture,6978.0
2023,Saskatchewan,Architecture,7258.0
2024,Saskatchewan,Architecture,7501.0
2025,Saskatchewan,Architecture,7802.0
2006,Saskatchewan,"Business, management and public administration",4963.0
2007,Saskatchewan,"Business, management and public administration",4960.0
2008,Saskatchewan,"Business, management and public administration",4960.0
2009,Saskatchewan,"Business, management and public administration",5184.0
2010,Saskatchewan,"Business, management and public administration",5471.0
2011,Saskatchewan,"Business, management and public administration",5788.0
2012,Saskatchewan,"Business, management and public administration",6036.0
2013,Saskatchewan,"Business, management and public administration",6271.0
2014,Saskatchewan,"Business, management and public administration",6497.0
2015,Saskatchewan,"Business, management and public administration",6779.0
2016,Saskatchewan,"Business, management and public administration",7002.0
2017,Saskatchewan,"Business, management and public administration",7164.0
2018,Saskatchewan,"Business, management and public administration",7381.0
2019,Saskatchewan,"Business, management and public administration",7545.0
2020,Saskatchewan,"Business, management and public administration",7536.0
2021,Saskatchewan,"Business, management and public administration",7858.0
2022,Saskatchewan,"Business, management and public administration",8156.0
2023,Saskatchewan,"Business, management and public administration",8505.0
2024,Saskatchewan,"Business, management and public administration",9031.0
2025,Saskatchewan,"Business, management and public administration",9392.0
2007,Saskatchewan,Dentistry,32000.0
2008,Saskatchewan,Dentistry,32000.0
2009,Saskatchewan,Dentistry,32960.0
2010,Saskatchewan,Dentistry,32960.0
2011,Saskatchewan,Dentistry,32960.0
2012,Saskatchewan,Dentistry,32960.0
2013,Saskatchewan,Dentistry,32960.0
2014,Saskatchewan,Dentistry,32960.0
2015,Saskatchewan,Dentistry,32960.0
2016,Saskatchewan,Dentistry,32960.0
2017,Saskatchewan,Dentistry,33619.0
2018,Saskatchewan,Dentistry,34628.0
2019,Saskatchewan,Dentistry,44584.0
2020,Saskatchewan,Dentistry,45921.0
2021,Saskatchewan,Dentistry,47298.0
2022,Saskatchewan,Dentistry,49190.0
2023,Saskatchewan,Dentistry,51158.0
2024,Saskatchewan,Dentistry,53204.0
2025,Saskatchewan,Dentistry,55332.0
2006,Saskatchewan,Education,4481.0
2007,Saskatchewan,Education,4479.0
2008,Saskatchewan,Education,4479.0
2009,Saskatchewan,Education,4615.0
2010,Saskatchewan,Education,4834.0
2011,Saskatchewan,Education,5113.0
2012,Saskatchewan,Education,5361.0
2013,Saskatchewan,Education,5588.0
2014,Saskatchewan,Education,5795.0
2015,Saskatchewan,Education,5967.0
2016,Saskatchewan,Education,6187.0
2017,Saskatchewan,Education,6364.0
2018,Saskatchewan,Education,6595.0
2019,Saskatchewan,Education,6859.0
2020,Saskatchewan,Education,6858.0
2021,Saskatchewan,Education,7132.0
2022,Saskatchewan,Education,7319.0
2023,Saskatchewan,Education,7611.0
2024,Saskatchewan,Education,7779.0
2025,Saskatchewan,Education,8091.0
2006,Saskatchewan,Engineering,5222.0
2007,Saskatchewan,Engineering,5223.0
2008,Saskatchewan,Engineering,5223.0
2009,Saskatchewan,Engineering,5448.0
2010,Saskatchewan,Engineering,5748.0
2011,Saskatchewan,Engineering,6273.0
2012,Saskatchewan,Engineering,6702.0
