ctuid,name,christian,no_religion,muslim,hindu,sikh,buddhist,jewish,indigenous_spirituality,other_religion,population
4620169.00,4620169.00,33.6,57.7,1.1,0.4,0.0,1.3,4.9,0.0,0.9,2235
4620170.00,4620170.00,41.3,52.5,2.6,0.0,0.0,0.0,1.9,0.0,1.4,2095
4620171.00,4620171.00,34.2,54.9,4.5,0.5,0.3,2.6,2.3,0.0,0.5,4605
4620172.00,4620172.00,27.1,64.5,5.3,0.4,0.0,0.0,0.0,0.0,2.3,2660
4620173.00,4620173.00,38.6,55.5,3.4,0.0,0.0,1.0,1.5,0.0,0.5,2035
4620174.00,4620174.00,34.9,60.0,3.2,0.0,0.0,0.7,0.7,0.0,0.7,2175
4620175.00,4620175.00,33.3,62.8,1.0,0.0,0.0,1.3,1.3,0.0,0.8,1965
4620176.00,4620176.00,36.7,59.9,1.9,0.0,0.0,0.6,0.9,0.0,0.0,1595
4620177.00,4620177.00,31.7,64.2,2.6,0.0,0.0,0.0,0.0,0.0,1.1,1325
4620178.00,4620178.00,25.6,69.5,3.2,0.0,0.0,0.8,0.0,0.0,0.4,2360
4620179.00,4620179.00,35.9,57.9,5.3,0.0,0.0,0.5,0.0,0.0,0.0,3705
4620180.00,4620180.00,43.1,49.9,5.0,0.0,0.0,0.3,0.5,0.0,0.8,3305
4620181.00,4620181.00,46.4,46.9,6.0,0.0,0.0,0.5,0.2,0.0,0.2,5430
4620182.00,4620182.00,38.1,56.0,4.7,0.0,0.0,0.5,0.0,0.0,0.0,2115
4620183.00,4620183.00,41.6,56.8,1.0,0.0,0.0,0.5,0.0,0.0,0.0,2105
4620184.00,4620184.00,41.7,53.3,2.9,0.0,0.0,0.3,0.0,0.0,1.0,2890
4620185.00,4620185.00,45.0,46.7,6.5,0.0,0.0,0.8,0.0,0.0,0.9,5225
4620186.00,4620186.00,46.7,42.5,8.3,0.4,0.0,0.9,0.3,0.0,1.0,4685
4620187.01,4620187.01,43.9,45.6,8.6,0.0,0.0,0.5,0.0,0.0,0.5,3095
4620187.03,4620187.03,51.6,39.0,7.0,0.0,0.0,0.9,0.0,0.0,0.7,4805
4620187.04,4620187.04,46.3,44.9,7.0,0.0,0.0,1.0,0.2,0.0,0.5,6195
4620188.01,4620188.01,50.2,35.3,11.3,0.0,0.0,1.4,0.0,0.0,0.9,2170
4620188.02,4620188.02,45.9,43.3,8.7,0.0,0.0,0.4,0.4,0.0,0.6,2515
4620190.01,4620190.01,54.8,30.0,11.5,0.0,0.0,1.9,0.0,0.0,1.2,3780
4620190.02,4620190.02,70.7,23.2,5.0,0.0,0.0,0.3,0.0,0.0,0.6,3995
4620191.00,4620191.00,55.4,27.5,14.6,0.0,0.0,1.6,0.2,0.0,0.7,6125
4620192.00,4620192.00,65.9,24.7,6.3,0.0,0.0,2.8,0.0,0.0,0.0,2710
4620193.00,4620193.00,59.1,28.2,11.3,0.0,0.0,0.5,0.0,0.0,1.0,2040
4620194.01,4620194.01,45.0,36.3,16.4,0.3,0.0,1.5,0.0,0.0,0.3,4610
4620194.02,4620194.02,60.6,24.3,13.3,0.0,0.0,1.3,0.0,0.0,0.3,4465
4620195.01,4620195.01,57.4,25.2,15.3,0.0,0.0,1.4,0.0,0.0,0.0,3230
4620195.02,4620195.02,56.8,20.0,19.8,0.0,0.0,3.0,0.0,0.0,0.4,5175
4620195.03,4620195.03,61.1,18.2,17.5,0.0,0.6,2.4,0.0,0.0,0.2,5030
4620196.00,4620196.00,53.2,29.9,15.1,0.0,0.0,1.6,0.0,0.0,0.2,4070
4620197.00,4620197.00,50.7,31.2,16.2,0.5,0.0,0.9,0.0,0.0,0.2,4790
4620198.00,4620198.00,48.1,30.9,18.0,0.2,0.0,1.8,0.2,0.0,0.6,4990
4620199.00,4620199.00,48.3,36.8,10.8,1.7,0.0,2.2,0.0,0.0,0.0,2680
4620200.00,4620200.00,45.9,33.7,18.4,0.0,0.0,1.5,0.2,0.0,0.0,4555
4620201.00,4620201.00,49.1,33.7,15.6,0.3,0.0,0.7,0.2,0.0,0.3,6390
4620202.00,4620202.00,50.7,41.2,6.7,0.5,0.0,0.4,0.0,0.0,0.5,4225
4620203.00,4620203.00,45.0,51.3,2.6,0.0,0.0,0.6,0.0,0.0,0.0,2720
4620204.00,4620204.00,44.9,50.9,2.2,0.0,0.0,1.1,0.0,0.0,0.4,2750
4620205.00,4620205.00,44.2,51.5,2.9,0.0,0.0,0.9,0.0,0.0,0.0,2205
4620206.00,4620206.00,50.8,46.0,1.8,0.0,0.0,0.6,0.6,0.0,0.4,2500
4620207.00,4620207.00,38.2,56.0,4.1,0.3,0.0,0.3,0.0,0.0,1.0,3445
4620208.00,4620208.00,45.2,52.2,0.0,0.4,0.0,0.4,0.0,0.0,1.3,2310
4620209.00,4620209.00,42.3,48.0,6.3,0.4,0.4,1.8,0.4,0.0,0.6,5620
4620210.00,4620210.00,30.0,61.1,4.3,0.5,0.0,2.6,0.6,0.0,0.7,4105
4620211.00,4620211.00,37.7,57.2,2.8,0.0,0.0,1.3,0.6,0.0,0.4,2335
4620212.00,4620212.00,28.6,67.3,1.2,0.0,0.0,1.2,0.0,0.0,1.2,2520
4620213.00,4620213.00,30.9,63.0,3.8,0.0,0.0,1.9,0.0,0.0,0.0,2380
4620214.00,4620214.00,29.3,62.2,3.4,0.7,0.0,3.1,0.7,0.0,0.4,2765
4620215.00,4620215.00,35.9,55.2,6.8,0.0,0.0,0.5,0.7,0.0,0.9,2810
4620216.00,4620216.00,29.6,63.1,1.8,0.7,0.0,1.8,1.3,0.0,1.8,2265
4620217.00,4620217.00,36.1,59.6,1.1,0.0,0.0,1.3,0.9,0.0,0.9,2635
4620218.00,4620218.00,35.4,55.0,3.7,0.9,0.0,2.8,1.2,0.0,0.5,2855
4620219.00,4620219.00,34.1,56.0,3.3,1.8,0.0,2.4,1.8,0.0,0.7,2725
4620220.00,4620220.00,30.0,23.7,19.5,13.2,11.6,1.1,0.6,0.0,0.2,5445
4620221.00,4620221.00,33.1,17.6,25.0,10.5,11.1,2.0,0.4,0.0,0.2,6150
4620222.00,4620222.00,32.8,14.2,22.3,14.2,15.8,0.7,0.0,0.0,0.3,3775
4620223.01,4620223.01,31.9,4.7,25.8,11.7,25.4,0.3,0.0,0.0,0.3,3855
4620223.02,4620223.02,31.8,8.2,25.2,16.6,17.2,1.0,0.0,0.0,0.4,3555
4620224.00,4620224.00,31.3,12.0,25.2,10.7,19.1,1.5,0.2,0.0,0.0,6025
4620225.00,4620225.00,51.1,35.6,9.9,0.0,0.0,2.1,0.0,0.0,0.0,1420
4620226.00,4620226.00,45.7,50.9,1.2,0.0,0.0,0.5,0.7,0.0,1.0,2965
4620227.00,4620227.00,36.3,60.0,1.3,0.0,0.0,0.7,0.0,0.0,0.0,1500
4620228.00,4620228.00,33.0,63.2,2.2,0.0,0.0,0.9,0.9,0.0,0.0,1605
4620230.00,4620230.00,46.0,48.3,2.5,0.0,0.0,1.7,0.8,0.0,0.8,1770
4620231.00,4620231.00,39.9,56.5,1.8,0.6,0.0,0.0,0.0,0.0,0.0,1655
4620232.00,4620232.00,37.3,54.3,4.5,0.7,0.0,1.0,1.5,0.0,0.5,4670
4620233.00,4620233.00,32.7,56.9,4.6,0.0,0.0,3.6,0.8,0.0,1.0,1960
4620234.00,4620234.00,39.5,47.0,9.6,0.9,0.0,2.1,0.7,0.0,0.5,2190
4620235.00,4620235.00,33.3,61.4,0.8,0.0,0.0,3.2,1.3,0.0,0.5,1890
4620236.00,4620236.00,35.1,56.6,5.5,0.0,0.0,1.4,0.0,0.0,0.6,1740
4620237.00,4620237.00,37.8,55.9,4.2,0.0,0.0,1.1,0.7,0.0,0.3,3490
4620238.00,4620238.00,35.8,55.6,5.6,1.1,0.0,0.0,0.0,0.0,0.6,2330
4620239.00,4620239.00,37.9,45.0,11.8,1.3,0.0,2.5,0.3,0.0,1.0,4540
4620240.00,4620240.00,45.6,35.4,15.7,0.0,0.0,2.8,0.0,0.0,0.3,2995
4620241.00,4620241.00,46.3,32.6,14.6,1.9,0.0,4.0,0.0,0.0,0.4,2850
4620242.00,4620242.00,41.3,38.9,15.5,0.3,0.0,3.6,0.0,0.0,0.5,6070
4620243.00,4620243.00,39.2,39.0,17.5,0.5,0.0,2.6,0.8,0.0,0.7,3805
4620244.00,4620244.00,35.0,53.5,10.5,0.0,0.0,0.7,0.0,0.0,0.0,2045
4620245.00,4620245.00,34.9,53.0,9.6,0.0,0.0,1.4,0.0,0.0,0.4,2765
4620247.00,4620247.00,34.1,59.2,2.4,0.7,0.0,0.9,0.7,0.0,1.7,2110
4620249.00,4620249.00,41.4,40.0,14.0,0.0,1.1,2.0,0.0,0.0,0.4,4205
4620250.00,4620250.00,50.3,36.9,9.4,0.4,0.0,2.8,0.0,0.0,0.3,3945
4620251.01,4620251.01,46.0,25.4,18.5,1.3,0.3,7.8,0.0,0.0,0.6,3460
4620251.02,4620251.02,46.5,23.0,18.4,2.0,0.0,9.6,0.0,0.0,0.6,2505
4620252.00,4620252.00,43.9,23.0,27.4,1.0,0.6,3.6,0.0,0.0,0.4,5185
4620253.00,4620253.00,44.6,23.9,21.1,3.0,0.0,6.8,0.0,0.0,0.0,3510
4620254.00,4620254.00,47.3,28.0,18.8,1.6,0.0,3.7,0.0,0.0,0.6,4090
4620256.00,4620256.00,55.3,20.9,12.4,1.3,0.5,8.4,0.4,0.0,0.0,3940
4620257.00,4620257.00,50.3,18.6,15.8,3.9,0.0,10.7,0.0,0.0,0.5,4400
4620258.00,4620258.00,40.4,17.5,32.3,1.5,0.0,8.1,0.0,0.0,0.3,5415
4620259.00,4620259.00,50.5,18.0,23.2,0.9,0.0,6.9,0.0,0.0,0.3,6340
4620260.00,4620260.00,62.1,13.9,17.0,0.0,0.0,5.2,0.4,0.0,0.7,2230
4620261.00,4620261.00,54.0,25.9,12.2,2.1,0.0,5.3,0.0,0.0,0.0,3030
4620262.00,4620262.00,55.0,20.8,17.5,2.4,0.0,3.6,0.0,0.0,0.2,4800
4620263.00,4620263.00,58.3,22.0,13.6,1.2,0.0,4.9,0.0,0.0,0.0,4075
4620264.01,4620264.01,57.4,30.8,9.9,0.0,0.0,1.2,0.0,0.0,0.0,5130
4620264.02,4620264.02,50.4,30.3,14.1,2.3,0.4,1.5,0.2,0.0,0.8,4905
4620265.00,4620265.00,45.9,44.4,5.9,1.1,0.0,1.6,0.0,0.0,1.1,4440
4620266.00,4620266.00,47.0,34.8,13.6,0.5,0.6,2.9,0.0,0.0,0.5,3135
4620267.00,4620267.00,45.1,19.2,19.5,8.2,4.5,3.0,0.5,0.0,0.2,6470
4620268.01,4620268.01,59.2,11.5,25.4,1.5,0.0,1.6,0.0,0.0,0.5,6425
4620268.02,4620268.02,48.8,13.0,29.3,5.1,1.0,2.4,0.0,0.0,0.0,6155
4620268.03,4620268.03,57.9,13.2,19.7,0.0,0.0,3.9,3.9,0.0,0.0,380
4620269.00,4620269.00,48.5,28.5,18.3,2.1,1.5,0.6,0.0,0.0,0.2,4470
4620270.00,4620270.00,45.9,41.2,8.6,2.2,0.2,1.6,0.0,0.0,0.4,4795
4620271.00,4620271.00,50.3,40.7,6.2,0.0,0.0,1.7,0.0,0.0,0.6,3625
4620272.00,4620272.00,49.4,27.3,20.7,1.1,0.3,0.5,0.0,0.0,0.3,3775
4620273.00,4620273.00,57.2,25.0,13.9,1.0,0.0,2.2,0.0,0.0,0.0,4565
4620274.00,4620274.00,59.1,17.3,21.3,0.0,0.0,1.1,0.0,0.0,0.5,3115
4620275.00,4620275.00,58.8,26.0,13.5,0.0,0.0,0.6,0.0,0.0,0.5,4135
4620276.00,4620276.00,54.2,28.0,15.7,0.7,0.4,0.2,0.3,0.0,0.4,5085
4620277.00,4620277.00,60.0,28.6,9.5,0.4,0.0,0.5,0.0,0.0,0.9,3790
4620278.00,4620278.00,45.1,38.5,13.5,0.0,0.8,1.4,0.0,0.0,0.5,4310
4620279.00,4620279.00,52.5,32.7,11.3,0.7,0.0,2.0,0.4,0.0,0.0,4285
4620280.00,4620280.00,50.6,29.5,17.4,0.5,0.0,1.7,0.0,0.0,0.0,4655
4620281.00,4620281.00,56.1,34.7,8.5,0.0,0.0,0.0,0.0,0.0,0.6,3130
4620282.00,4620282.00,56.0,19.1,21.9,1.7,0.6,0.6,0.2,0.0,0.0,6335
4620283.01,4620283.01,66.7,6.9,23.2,2.2,0.0,0.6,0.6,0.0,0.0,3620
4620283.02,4620283.02,68.5,11.0,16.5,2.3,1.1,0.7,0.0,0.0,0.0,2825
4620284.00,4620284.00,70.8,8.6,17.0,1.3,0.0,1.1,0.0,0.0,0.4,3550
4620285.00,4620285.00,54.5,16.3,24.4,1.4,1.2,1.4,0.3,0.0,0.3,5795
4620286.00,4620286.00,46.1,12.1,32.8,4.7,0.8,2.6,0.4,0.0,0.4,5435
4620287.01,4620287.01,40.8,16.3,38.3,1.9,0.6,1.4,0.0,0.0,0.6,6575
4620287.02,4620287.02,57.7,13.8,24.5,0.4,0.0,2.5,0.3,0.0,0.7,4570
4620288.00,4620288.00,73.5,14.6,7.1,1.2,0.0,0.0,0.0,0.0,0.0,1265
4620290.01,4620290.01,73.0,16.8,5.0,1.5,0.0,3.5,0.0,0.0,0.0,2685
4620290.02,4620290.02,80.9,11.7,6.8,0.0,0.0,0.7,0.0,0.0,0.0,5695
4620290.03,4620290.03,69.5,15.4,9.9,0.0,0.0,4.7,0.0,0.0,0.4,4280
4620290.04,4620290.04,79.9,12.6,5.9,0.3,0.0,1.2,0.0,0.0,0.1,6875
4620290.05,4620290.05,76.9,14.8,5.0,0.0,0.0,2.8,0.2,0.0,0.0,4825
4620290.06,4620290.06,76.2,12.6,9.9,0.0,0.0,0.0,0.0,0.0,0.4,5320
4620290.07,4620290.07,75.7,12.7,9.0,0.6,0.0,1.0,0.0,0.0,0.5,4010
4620290.08,4620290.08,77.9,13.1,6.0,0.0,0.0,2.2,0.2,0.0,0.0,4075
4620290.09,4620290.09,73.3,14.1,9.7,0.0,0.0,2.4,0.0,0.0,0.0,4930
4620291.01,4620291.01,72.1,16.9,5.1,0.0,0.0,5.3,0.0,0.0,0.6,3900
4620291.03,4620291.03,76.1,16.9,6.3,0.0,0.0,0.0,0.0,0.0,0.0,5760
4620291.04,4620291.04,75.2,15.6,7.6,0.0,0.0,1.1,0.0,0.0,0.3,4645
4620300.00,4620300.00,37.9,48.4,5.3,3.4,0.0,2.3,1.6,0.0,1.1,2190
4620301.00,4620301.00,44.0,45.3,2.8,3.2,0.3,2.3,1.1,0.0,1.1,5165
4620302.00,4620302.00,37.3,54.8,5.2,0.7,0.0,0.4,0.4,0.0,0.7,2785
4620303.00,4620303.00,43.2,49.0,3.6,0.0,0.6,1.2,1.0,0.0,1.2,2510
4620304.00,4620304.00,51.2,39.9,6.0,0.5,0.0,0.5,1.1,0.0,0.8,3095
4620305.00,4620305.00,45.6,43.9,4.9,1.8,0.0,1.4,0.8,0.0,1.2,3880
4620306.00,4620306.00,44.9,47.7,3.8,0.9,0.0,0.5,0.5,0.0,1.4,2905
4620307.00,4620307.00,33.5,57.0,3.6,3.4,0.5,0.3,0.7,0.0,0.8,2955
4620308.00,4620308.00,42.1,49.0,3.4,2.3,0.8,0.8,0.6,0.0,1.1,2625
4620309.00,4620309.00,51.5,43.6,2.9,1.0,0.0,0.0,0.0,0.0,0.0,1535
4620310.00,4620310.00,54.9,41.6,2.3,0.0,0.0,0.3,0.3,0.0,0.5,3290
4620311.00,4620311.00,48.0,47.1,2.9,0.0,0.0,0.4,0.5,0.0,0.9,3915
4620312.00,4620312.00,51.9,44.1,1.9,0.0,0.0,1.0,0.6,0.0,0.5,3150
4620313.00,4620313.00,59.6,34.6,3.2,0.6,0.0,0.6,0.3,0.0,0.5,3320
4620314.00,4620314.00,52.9,40.6,5.4,0.0,0.0,0.0,0.0,0.0,1.1,2325
4620316.00,4620316.00,56.4,38.6,1.7,0.0,0.0,1.9,0.0,0.0,0.0,2075
4620317.03,4620317.03,59.7,31.4,5.6,0.8,0.0,1.1,1.2,0.0,0.3,4455
4620317.05,4620317.05,49.8,26.7,18.2,2.7,0.0,0.6,0.7,0.0,1.3,3575
4620317.06,4620317.06,56.9,29.7,9.1,1.1,0.0,0.7,1.6,0.0,0.4,4700
4620317.07,4620317.07,57.1,29.0,10.1,1.2,0.0,1.3,0.8,0.0,0.6,5165
4620317.08,4620317.08,51.3,32.2,13.6,0.5,0.0,1.6,0.8,0.0,0.0,3195
4620320.00,4620320.00,62.6,29.0,6.2,0.7,0.5,0.2,0.0,0.0,0.6,4745
4620321.00,4620321.00,53.0,38.1,4.7,0.7,1.7,0.5,0.0,0.0,1.4,2955
4620322.02,4620322.02,60.9,27.5,6.5,0.9,2.6,0.8,0.0,0.0,0.9,3870
4620322.03,4620322.03,65.2,23.1,7.3,1.6,1.0,0.5,0.7,0.0,0.5,4985
4620322.04,4620322.04,71.2,16.2,7.5,2.3,0.5,1.8,0.0,0.0,0.0,2800
4620323.00,4620323.00,63.3,24.6,9.6,0.0,0.0,0.7,0.5,0.0,1.4,2850
4620324.01,4620324.01,60.7,19.3,12.8,1.4,3.9,0.0,0.3,0.0,1.4,4750
4620324.02,4620324.02,57.3,18.6,11.9,2.1,8.5,0.0,0.0,0.0,0.9,2825
4620325.01,4620325.01,54.4,14.6,15.1,6.2,8.6,0.4,0.0,0.0,0.4,3735
4620325.02,4620325.02,54.8,17.2,11.8,4.1,10.2,1.3,0.0,0.0,0.4,6640
4620325.03,4620325.03,58.9,16.5,10.7,3.6,9.3,0.0,0.4,0.0,0.0,3755
4620325.05,4620325.05,43.5,41.3,7.1,2.3,2.5,1.8,1.0,0.1,0.3,8950
4620325.06,4620325.06,60.6,25.9,6.4,2.2,3.1,0.9,0.5,0.0,0.5,4835
4620326.01,4620326.01,54.4,17.9,4.7,2.8,19.8,0.0,0.0,0.0,0.3,2875
4620326.02,4620326.02,58.9,16.8,12.1,5.6,6.1,0.6,0.0,0.0,0.0,3635
4620326.03,4620326.03,48.0,18.4,10.2,2.9,17.8,1.5,0.4,0.0,0.9,5005
4620327.00,4620327.00,58.6,25.7,10.7,1.4,2.3,0.5,0.0,0.0,0.8,4760
4620328.00,4620328.00,55.0,14.7,28.4,1.6,0.0,0.0,0.0,0.0,0.0,1900
4620329.00,4620329.00,60.0,26.5,7.6,1.2,3.0,0.6,0.8,0.0,0.0,4340
4620330.00,4620330.00,57.7,29.3,7.5,1.4,0.9,1.5,0.6,0.0,1.1,5480
4620340.00,4620340.00,54.1,25.7,3.5,1.6,0.0,0.9,13.3,0.0,0.9,5105
4620350.00,4620350.00,37.5,43.5,5.8,1.6,0.0,1.0,9.6,0.0,0.8,2495
4620351.00,4620351.00,39.8,26.9,6.3,0.6,0.0,0.3,25.2,0.0,0.9,4855
4620352.00,4620352.00,43.8,31.7,3.4,1.6,0.0,1.8,16.5,0.0,1.4,2490
4620353.00,4620353.00,37.0,38.7,1.7,0.0,0.0,0.0,21.1,0.0,0.7,2920
4620354.00,4620354.00,36.0,28.4,0.0,0.0,0.0,1.3,34.1,0.0,0.0,2990
4620355.00,4620355.00,51.5,28.6,2.4,0.0,0.0,0.0,17.5,0.0,0.0,1485
4620356.00,4620356.00,41.1,23.4,3.9,0.0,0.0,2.9,27.7,0.0,0.0,2055
4620360.00,4620360.00,66.6,23.8,1.9,0.0,0.0,1.1,5.3,0.0,0.0,1870
4620361.00,4620361.00,43.6,40.7,12.8,0.0,0.0,0.0,1.0,0.0,0.7,1525
4620362.00,4620362.00,41.8,32.4,0.0,0.0,0.0,0.0,24.7,0.0,0.0,2330
4620363.00,4620363.00,32.0,29.0,1.0,0.0,0.0,0.2,37.2,0.0,0.2,4600
4620364.00,4620364.00,18.9,18.4,1.4,0.0,0.0,0.3,60.9,0.0,0.3,3310
4620365.00,4620365.00,31.8,34.9,2.3,0.0,0.0,0.0,30.3,0.0,0.0,3270
4620366.00,4620366.00,38.6,46.8,2.3,0.0,0.0,0.4,11.9,0.0,0.0,2605
4620367.00,4620367.00,47.9,40.7,5.2,0.0,0.0,0.5,4.8,0.0,0.8,4240
4620370.00,4620370.00,17.5,14.7,3.2,0.6,0.0,0.6,63.1,0.0,0.0,7035
4620380.00,4620380.00,40.1,11.0,7.4,2.1,0.0,0.7,38.7,0.0,0.0,4215
4620381.00,4620381.00,53.3,17.7,11.0,1.4,0.6,0.5,15.0,0.0,0.4,5950
4620382.01,4620382.01,9.0,11.7,9.6,0.0,0.0,0.4,68.7,0.0,0.6,4015
4620382.02,4620382.02,27.2,12.6,4.7,1.6,0.0,0.3,53.8,0.0,0.0,4450
4620383.01,4620383.01,17.1,9.3,3.7,0.8,0.0,0.0,68.5,0.0,0.4,3765
4620383.02,4620383.02,13.3,9.5,5.4,0.8,0.2,0.0,70.3,0.0,0.5,8640
4620385.00,4620385.00,27.9,15.2,10.5,1.3,0.0,0.0,43.5,0.0,0.0,1575
4620390.00,4620390.00,56.2,38.8,0.0,1.3,0.0,0.0,1.3,0.0,1.3,1520
4620391.00,4620391.00,65.8,28.5,1.6,1.6,1.6,0.0,0.6,0.0,0.0,1580
4620392.00,4620392.00,56.8,32.6,6.8,0.0,0.0,0.0,2.9,0.0,0.0,1550
4620393.00,4620393.00,58.0,32.4,5.5,0.9,0.2,1.5,0.9,0.0,0.7,6810
4620394.00,4620394.00,59.2,28.8,6.2,1.5,2.5,0.2,0.6,0.0,0.7,4195
4620395.01,4620395.01,55.3,27.5,15.2,0.0,0.8,0.0,0.0,0.0,0.8,2530
4620395.02,4620395.02,62.0,21.9,10.2,2.0,2.6,0.7,0.7,0.0,0.0,6340
4620395.03,4620395.03,62.3,30.4,4.0,0.6,1.5,0.2,0.5,0.0,0.5,4815
4620396.00,4620396.00,64.4,30.0,3.9,0.0,0.3,0.4,0.9,0.0,0.2,5725
4620397.00,4620397.00,60.9,34.1,2.1,0.8,0.0,0.5,0.8,0.0,0.6,3990
4620400.00,4620400.00,56.7,24.5,8.9,0.0,0.0,3.0,6.7,0.0,0.0,5405
4620401.00,4620401.00,62.0,25.4,5.5,0.9,0.0,2.2,3.9,0.0,0.0,2935
4620402.00,4620402.00,50.0,27.4,9.6,1.9,0.0,1.4,9.6,0.0,0.0,2080
4620403.00,4620403.00,55.4,19.3,11.8,1.1,0.2,3.4,8.5,0.0,0.3,5360
4620404.00,4620404.00,64.1,19.7,9.9,0.3,0.0,1.8,4.2,0.0,0.0,4910
4620410.01,4620410.01,41.4,16.8,29.2,6.0,1.0,3.8,0.6,0.0,1.1,5525
4620410.02,4620410.02,63.7,10.5,18.4,4.9,0.4,1.1,1.1,0.0,0.0,5655
4620410.03,4620410.03,52.9,21.4,16.0,4.3,0.0,4.5,0.0,0.0,0.0,1870
4620412.00,4620412.00,36.9,27.1,13.2,4.0,0.6,5.4,12.5,0.0,0.3,7060
4620413.01,4620413.01,33.4,12.8,7.2,6.3,0.0,3.9,35.5,0.0,0.7,3815
4620413.02,4620413.02,38.0,16.2,19.7,2.5,1.3,1.5,20.6,0.0,0.4,3990
4620415.03,4620415.03,38.6,14.8,24.4,5.6,2.3,1.5,12.4,0.0,0.6,4115
4620415.04,4620415.04,40.4,14.6,22.2,7.4,1.5,2.3,11.5,0.0,0.2,5195
4620415.07,4620415.07,50.9,29.6,10.0,1.9,0.0,2.8,4.2,0.0,0.7,7285
4620415.08,4620415.08,47.3,27.2,11.9,2.6,0.0,1.8,8.8,0.0,0.0,2740
4620415.09,4620415.09,52.5,24.7,16.6,0.0,0.0,1.8,4.0,0.0,0.0,2990
4620415.10,4620415.10,60.8,18.8,7.3,0.8,0.0,4.9,6.1,0.0,0.8,5340
4620416.01,4620416.01,49.5,27.0,11.7,1.4,0.0,8.5,0.9,0.0,0.6,3920
4620416.02,4620416.02,45.5,14.8,35.8,1.2,0.6,0.9,0.4,0.0,1.0,3405
4620417.01,4620417.01,34.6,19.4,34.5,3.7,0.0,5.7,0.7,0.0,1.1,5125
4620417.02,4620417.02,41.2,19.1,25.0,4.6,1.3,8.6,0.0,0.0,0.0,2620
4620418.00,4620418.00,43.1,28.9,16.8,3.6,1.3,3.5,1.9,0.0,0.8,5700
4620419.00,4620419.00,46.2,15.3,18.9,8.3,4.5,6.6,0.0,0.0,0.2,4785
4620420.00,4620420.00,49.7,21.5,17.1,4.6,0.6,5.4,0.7,0.0,0.3,4670
4620421.03,4620421.03,46.9,10.3,38.9,2.2,0.0,1.2,0.0,0.0,0.0,2955
4620421.04,4620421.04,41.8,6.7,44.7,3.9,1.7,0.7,0.5,0.0,0.0,4405
4620421.05,4620421.05,48.3,7.1,40.8,0.0,0.9,0.6,0.9,0.0,1.1,2340
4620421.06,4620421.06,34.5,7.7,50.8,3.3,2.3,0.5,0.6,0.0,0.5,5355
4620430.00,4620430.00,58.3,30.5,6.7,1.0,1.1,0.4,1.2,0.0,0.6,7010
4620431.00,4620431.00,62.9,26.5,4.1,1.8,1.8,1.4,0.9,0.0,0.4,5405
4620432.00,4620432.00,61.9,31.7,3.4,0.0,0.0,0.3,1.7,0.0,0.6,3230
4620433.00,4620433.00,61.6,28.2,4.2,0.9,1.3,1.2,1.2,0.0,1.2,3370
4620450.00,4620450.00,63.2,29.4,3.4,0.4,0.4,0.6,1.9,0.0,0.6,7000
4620451.00,4620451.00,56.9,34.7,3.3,1.3,1.0,0.2,2.0,0.0,0.5,6965
4620452.00,4620452.00,57.8,32.9,4.2,0.8,0.3,1.2,2.4,0.0,0.3,7335
4620453.01,4620453.01,58.8,31.6,4.6,1.3,0.4,0.6,2.0,0.0,0.5,5430
4620453.02,4620453.02,51.3,29.5,5.5,7.9,2.0,0.7,2.7,0.0,0.4,4835
4620460.00,4620460.00,57.1,35.3,3.3,0.7,0.4,0.4,2.0,0.0,0.7,5375
4620461.00,4620461.00,55.9,38.0,3.9,0.0,0.0,1.1,0.4,0.0,0.5,2790
4620462.01,4620462.01,59.0,32.4,4.3,1.3,0.3,0.4,2.2,0.0,0.2,5130
4620462.02,4620462.02,63.2,28.0,3.2,1.1,1.1,0.8,1.9,0.0,0.6,5740
4620470.01,4620470.01,62.7,26.0,3.9,2.8,0.4,0.5,3.2,0.0,0.4,6855
4620470.03,4620470.03,65.6,23.4,5.7,1.5,0.0,0.0,3.0,0.0,0.0,4905
4620470.04,4620470.04,62.1,23.5,8.3,1.9,1.1,0.7,1.6,0.0,0.6,3485
4620470.05,4620470.05,60.0,25.9,7.6,1.8,1.0,0.6,2.9,0.0,0.0,3990
4620480.00,4620480.00,57.8,35.1,3.7,0.7,0.0,0.0,1.6,0.0,0.8,3660
4620490.00,4620490.00,47.8,41.7,4.7,2.9,1.0,0.6,0.8,0.0,0.8,2575
4620491.00,4620491.00,66.5,25.2,3.4,1.7,0.0,0.0,3.2,0.0,0.0,2060
4620500.00,4620500.00,59.5,35.3,3.7,0.0,0.0,0.0,1.6,0.0,0.0,950
4620511.01,4620511.01,59.9,20.4,12.8,3.5,0.0,1.5,0.5,0.0,0.0,3280
4620511.02,4620511.02,51.5,16.7,23.2,5.3,1.7,0.8,0.5,0.0,0.3,6645
4620512.02,4620512.02,60.1,17.5,15.0,2.4,0.9,0.4,3.2,0.0,0.5,4600
4620512.03,4620512.03,50.7,22.1,12.4,9.1,3.6,0.0,1.8,0.0,0.0,2535
4620512.04,4620512.04,58.3,18.8,16.2,3.9,0.5,0.6,1.6,0.0,0.3,6530
4620513.01,4620513.01,52.4,16.2,16.0,9.8,2.4,1.2,1.6,0.0,0.4,5000
4620513.02,4620513.02,60.4,13.6,10.9,7.2,2.4,1.1,3.2,0.0,0.9,4500
4620514.01,4620514.01,62.6,21.0,10.0,1.8,0.4,1.0,2.9,0.0,0.4,6845
