ctuid,name,christian,no_religion,muslim,hindu,sikh,buddhist,jewish,indigenous_spirituality,other_religion,population
5050820.02,5050820.02,59.3,33.9,4.4,0.0,0.0,0.7,0.6,0.0,0.9,4885
5050821.02,5050821.02,58.8,31.6,7.4,0.8,0.0,0.5,0.8,0.0,0.4,5145
5050821.03,5050821.03,56.6,31.4,8.9,0.0,0.0,1.9,0.7,0.0,0.0,4270
5050821.04,5050821.04,56.6,33.3,7.6,0.7,0.0,0.6,0.4,0.0,0.4,4780
5050822.02,5050822.02,48.3,48.5,1.0,0.2,0.0,0.0,1.0,0.0,0.9,8000
5050822.03,5050822.03,60.2,35.3,3.7,0.0,0.0,0.4,0.0,0.0,0.0,2465
5050822.07,5050822.07,53.3,33.1,12.0,0.7,0.0,0.2,0.0,0.0,0.4,8100
5050822.08,5050822.08,54.4,34.5,9.5,0.0,0.0,1.3,0.0,0.0,0.0,5710
5050822.09,5050822.09,59.6,29.2,10.0,0.2,0.0,0.0,0.5,0.0,0.5,5530
5050822.10,5050822.10,60.9,31.3,7.0,0.0,0.0,0.0,0.0,0.0,0.6,6005
5050822.11,5050822.11,52.1,32.5,13.0,0.0,0.0,1.2,0.0,0.0,0.9,4425
5050840.00,5050840.00,70.8,26.4,1.9,0.0,0.0,0.8,0.0,0.0,0.0,5335
5050841.04,5050841.04,63.7,29.8,5.5,0.0,0.0,0.6,0.0,0.0,0.2,5650
5050841.06,5050841.06,59.4,38.7,0.0,0.0,0.0,0.0,0.3,0.0,0.6,3180
5050841.08,5050841.08,64.0,35.0,0.3,0.0,0.0,0.0,0.4,0.0,0.3,6425
5050841.09,5050841.09,64.7,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825
5050841.10,5050841.10,66.8,29.1,3.5,0.0,0.0,0.0,0.0,0.0,0.4,4145
5050841.11,5050841.11,68.7,27.8,2.9,0.3,0.0,0.3,0.0,0.0,0.0,5275
5050850.00,5050850.00,68.8,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6115
5050900.00,5050900.00,71.6,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545
5050901.00,5050901.00,73.4,26.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,6075
5050902.00,5050902.00,56.8,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730
5050903.00,5050903.00,77.6,20.8,0.0,0.0,0.0,0.0,0.0,0.0,2.2,915
5050904.00,5050904.00,75.6,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655
5050905.00,5050905.00,58.9,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840
5050906.00,5050906.00,73.3,26.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3050
5050907.00,5050907.00,72.3,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415
5050908.00,5050908.00,62.9,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930
5050909.00,5050909.00,67.4,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460
5051000.00,5051000.00,65.0,33.1,0.5,0.7,0.0,0.4,0.0,0.0,0.4,9415
5051001.00,5051001.00,67.9,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7590
5052000.00,5052000.00,59.3,37.9,0.8,0.6,0.2,0.2,0.1,0.0,0.9,12270
5052001.00,5052001.00,59.6,39.4,0.5,0.0,0.0,0.3,0.0,0.0,0.0,9000
5052002.00,5052002.00,63.4,34.7,0.4,0.4,0.0,0.2,0.3,0.0,0.5,14395
5290001.01,5290001.01,54.9,41.8,0.0,0.7,0.0,1.0,0.6,0.0,0.7,3600
5290001.02,5290001.02,47.9,48.8,1.0,0.3,0.0,0.0,0.0,0.0,1.1,4580
5290002.00,5290002.00,55.5,42.2,0.5,0.4,0.0,0.0,0.0,0.0,1.2,3910
5290003.00,5290003.00,53.3,40.1,1.9,1.3,1.1,0.8,0.2,0.0,1.1,6185
5290004.00,5290004.00,50.9,45.9,0.5,0.5,1.1,0.0,0.3,0.0,0.9,4375
5290005.00,5290005.00,50.6,43.1,1.9,0.7,0.0,0.0,0.5,0.0,2.1,2135
5290006.00,5290006.00,48.2,46.6,1.5,1.0,0.0,0.3,0.3,0.7,1.2,5805
5290007.00,5290007.00,29.7,58.7,1.6,5.0,0.5,0.3,0.8,0.2,3.3,4415
5290008.00,5290008.00,42.0,52.3,0.4,1.4,0.6,0.6,0.3,0.0,2.3,3870
5290009.01,5290009.01,60.8,32.3,2.9,2.4,0.0,0.0,0.0,0.0,1.2,2975
5290009.02,5290009.02,52.1,43.9,1.6,0.8,0.0,0.0,0.7,0.0,0.7,5255
5290009.03,5290009.03,65.6,27.4,2.4,1.9,0.0,0.8,1.4,0.0,0.6,6170
5290009.04,5290009.04,55.7,40.5,1.0,0.9,0.9,0.4,0.0,0.0,0.7,5280
5290010.00,5290010.00,35.0,58.1,2.6,1.1,0.0,0.4,0.0,0.0,2.1,2670
5290011.00,5290011.00,43.0,52.5,0.0,1.9,0.0,0.5,0.0,0.0,1.6,2885
5290012.00,5290012.00,49.3,46.0,1.4,1.6,0.4,0.3,0.0,0.0,0.9,7530
5290013.00,5290013.00,55.8,39.3,1.2,1.1,0.0,0.4,0.3,0.5,1.4,5605
5290014.00,5290014.00,54.0,39.1,4.0,0.6,0.6,1.0,0.0,0.0,0.8,2530
5290100.00,5290100.00,66.1,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3950
5290101.00,5290101.00,58.9,40.1,0.0,0.0,0.0,0.0,0.3,0.0,0.3,3665
5290102.01,5290102.01,56.4,41.5,0.0,0.3,0.3,0.1,0.1,0.0,0.8,7065
5290102.03,5290102.03,38.6,48.6,0.0,0.0,0.0,0.0,0.0,11.6,0.8,1245
5290102.04,5290102.04,52.3,46.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,3165
5290103.00,5290103.00,62.8,36.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,5630
5290104.00,5290104.00,55.8,39.3,1.9,1.0,0.0,0.6,0.0,0.0,0.9,4425
5290105.01,5290105.01,41.8,50.7,0.0,0.0,0.0,0.0,0.0,6.0,0.0,335
5290105.02,5290105.02,59.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5630
5290106.00,5290106.00,60.4,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1340
5290200.00,5290200.00,52.9,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4195
5290201.00,5290201.00,54.5,43.8,0.6,0.0,0.0,0.4,0.0,0.0,0.6,5570
9700001.00,9700001.00,42.6,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235
9700002.00,9700002.00,36.2,60.9,0.6,0.3,1.3,0.0,0.0,0.0,0.4,5690
9700003.00,9700003.00,39.5,53.6,2.1,0.7,3.3,0.2,0.0,0.0,0.4,8185
9700004.00,9700004.00,34.6,50.3,3.0,1.5,8.8,0.0,0.0,0.0,1.2,3695
9700005.00,9700005.00,37.3,49.3,0.0,0.8,10.8,0.7,0.0,0.0,1.0,6645
9700006.00,9700006.00,33.1,60.3,0.0,0.0,2.6,0.0,0.0,1.6,0.9,2130
9700007.00,9700007.00,24.4,74.6,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1455
9700008.00,9700008.00,33.2,63.9,0.0,0.0,0.0,0.2,0.0,0.0,1.4,4140
9700009.00,9700009.00,27.3,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220
9700010.00,9700010.00,35.8,55.6,0.0,0.0,5.8,0.0,0.0,0.0,1.2,1215
9700011.00,9700011.00,35.2,60.2,0.0,1.3,1.7,0.0,0.0,0.0,1.2,2980
9700012.00,9700012.00,84.6,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
9700013.00,9700013.00,34.5,61.1,0.0,1.0,0.0,0.0,0.0,0.0,2.3,1915
9700014.00,9700014.00,31.2,62.2,0.4,1.8,2.3,0.2,0.4,0.4,1.1,4165
9700015.00,9700015.00,30.8,57.0,0.6,2.7,7.0,0.7,0.0,0.0,1.2,4185
9700016.00,9700016.00,33.7,59.5,0.4,1.0,3.3,0.5,0.2,0.2,1.2,6160
9700017.00,9700017.00,34.2,58.1,2.1,1.1,3.2,0.2,0.0,0.0,1.2,4985
9700018.00,9700018.00,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180
9700019.00,9700019.00,31.8,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2030
9700020.00,9700020.00,35.6,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5295
9700021.00,9700021.00,37.9,59.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,2905
9700022.00,9700022.00,26.1,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2800
9700023.00,9700023.00,31.3,66.9,0.0,0.0,0.0,0.0,0.0,0.5,0.9,3880
9700100.00,9700100.00,26.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250
9700101.00,9700101.00,30.8,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4370
9700102.00,9700102.00,36.7,62.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3600
9700103.01,9700103.01,29.4,52.9,0.0,0.0,0.0,0.0,0.0,0.0,11.8,85
9700103.02,9700103.02,31.8,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3455
4210001.01,4210001.01,61.7,31.6,4.9,0.0,0.0,0.8,0.0,0.0,0.3,4460
4210001.02,4210001.02,50.9,43.4,4.7,0.0,0.0,0.3,0.3,0.0,0.5,3225
4210002.00,4210002.00,54.6,40.4,4.0,0.0,0.0,0.6,0.0,0.0,0.0,1620
4210003.00,4210003.00,60.0,36.3,2.7,0.3,0.0,0.3,0.0,0.0,0.2,6855
4210004.00,4210004.00,65.5,33.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,550
4210005.00,4210005.00,58.5,39.2,0.4,0.7,0.0,0.0,0.4,0.0,0.4,3460
4210006.00,4210006.00,53.1,42.2,4.5,0.0,0.0,0.0,0.0,0.0,0.2,4830
4210007.00,4210007.00,54.9,42.9,0.7,0.0,0.0,0.9,0.0,0.0,0.7,2250
4210008.00,4210008.00,47.5,50.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1485
4210009.00,4210009.00,54.0,44.5,0.0,0.0,0.0,0.8,0.0,0.0,0.8,1955
4210010.00,4210010.00,45.3,49.5,2.5,0.0,0.0,1.3,0.0,0.0,0.7,2750
4210011.00,4210011.00,40.5,56.0,1.0,0.0,0.0,0.0,0.6,0.0,1.9,1545
4210012.00,4210012.00,44.9,52.4,1.2,0.0,0.0,0.6,0.0,0.0,0.8,2470
4210013.00,4210013.00,39.2,54.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1430
4210014.00,4210014.00,45.1,49.9,2.1,0.0,0.0,1.4,0.0,0.0,1.0,2095
4210015.00,4210015.00,69.6,28.8,0.4,0.0,0.0,0.4,0.2,0.0,0.5,4065
4210016.00,4210016.00,53.1,43.8,1.8,0.0,0.0,0.4,0.0,0.0,0.7,2250
4210017.00,4210017.00,42.1,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95
4210018.00,4210018.00,38.6,57.9,2.5,0.0,0.0,1.5,1.0,0.0,0.0,1010
4210019.00,4210019.00,39.1,58.3,1.4,0.4,0.0,0.6,0.0,0.0,0.0,2505
4210020.00,4210020.00,44.7,45.8,7.7,0.0,0.0,0.5,0.0,0.0,0.6,3180
4210021.00,4210021.00,50.2,43.5,3.3,0.0,0.0,1.2,0.5,0.0,1.2,2150
4210022.00,4210022.00,52.7,42.9,1.9,0.9,0.0,1.5,0.0,0.0,0.0,2345
4210023.00,4210023.00,63.7,32.7,0.0,0.0,0.0,1.8,0.0,0.0,0.0,565
4210024.00,4210024.00,57.8,37.8,0.0,0.0,0.0,0.0,0.0,0.0,1.1,925
4210025.00,4210025.00,71.5,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720
4210026.00,4210026.00,54.9,40.8,3.3,0.4,0.0,0.0,0.0,0.0,0.6,4820
4210027.00,4210027.00,45.8,51.8,1.7,0.0,0.0,0.4,0.0,0.0,0.0,2345
4210028.00,4210028.00,52.3,43.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1490
4210029.00,4210029.00,51.6,46.9,0.9,0.0,0.0,0.4,0.0,0.0,0.0,2305
4210030.00,4210030.00,44.0,53.1,2.4,0.0,0.0,0.5,0.0,0.0,0.0,2900
4210031.00,4210031.00,58.1,36.8,2.4,0.6,0.0,1.9,0.0,0.0,0.6,2340
4210032.00,4210032.00,71.1,27.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1660
4210033.01,4210033.01,60.9,32.4,5.5,0.0,0.0,0.7,0.0,0.0,0.3,3455
4210033.02,4210033.02,60.0,36.7,3.2,0.0,0.0,0.0,0.0,0.0,0.0,3410
4210034.00,4210034.00,63.6,32.3,3.7,0.0,0.0,0.2,0.0,0.0,0.2,4310
4210035.00,4210035.00,56.5,39.5,1.3,0.0,0.0,1.6,0.0,0.0,1.6,1885
4210036.00,4210036.00,49.8,48.4,1.0,0.0,0.0,0.3,0.0,0.0,0.4,4785
4210037.00,4210037.00,53.3,42.2,3.1,0.0,0.0,0.0,0.0,0.0,0.3,3515
4210038.01,4210038.01,58.1,30.8,6.6,2.0,0.0,0.5,0.0,0.0,1.9,3235
4210038.02,4210038.02,58.4,33.3,6.3,0.0,0.0,1.3,0.0,0.0,0.6,2610
4210039.01,4210039.01,69.0,28.3,1.9,0.0,0.0,0.2,0.0,0.0,0.5,6385
4210039.02,4210039.02,71.3,25.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,4965
4210040.01,4210040.01,72.0,26.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4290
4210040.04,4210040.04,79.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525
4210040.05,4210040.05,67.0,28.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,5110
4210040.06,4210040.06,61.6,33.6,3.4,0.7,0.0,0.0,0.0,0.0,0.4,3715
4210041.03,4210041.03,75.5,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165
4210041.04,4210041.04,72.7,24.5,2.0,0.0,0.0,0.2,0.0,0.0,0.5,6345
4210041.06,4210041.06,66.9,31.6,1.1,0.0,0.0,0.0,0.0,0.0,0.2,4855
4210041.07,4210041.07,66.7,30.7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2265
4210041.08,4210041.08,77.9,21.1,0.8,0.0,0.0,0.4,0.0,0.0,0.0,2395
4210041.09,4210041.09,64.8,32.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2345
4210041.10,4210041.10,68.7,26.2,4.8,0.0,0.0,0.2,0.0,0.0,0.0,4995
4210041.11,4210041.11,68.5,28.4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,4350
4210041.12,4210041.12,67.5,30.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3985
4210041.13,4210041.13,74.0,24.6,1.4,0.0,0.0,0.2,0.0,0.0,0.0,5090
4210100.00,4210100.00,76.0,22.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1895
4210101.00,4210101.00,67.6,30.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4490
4210102.00,4210102.00,53.4,41.6,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1900
4210103.00,4210103.00,66.2,29.4,3.1,0.0,0.0,0.0,1.3,0.0,0.0,3045
4210110.00,4210110.00,65.5,31.4,2.3,0.0,0.0,0.4,0.0,0.0,0.0,4265
4210111.00,4210111.00,60.3,32.3,6.5,0.0,0.0,0.2,0.4,0.0,0.0,4640
4210112.01,4210112.01,67.9,25.2,6.4,0.0,0.0,0.0,0.0,0.0,0.5,5505
4210112.02,4210112.02,58.4,27.4,13.7,0.0,0.0,0.4,0.0,0.0,0.0,4065
4210113.01,4210113.01,71.5,20.1,8.0,0.0,0.0,0.2,0.0,0.0,0.3,7155
4210113.02,4210113.02,65.4,27.1,6.8,0.0,0.0,0.3,0.0,0.0,0.0,7020
4210114.00,4210114.00,54.9,27.3,17.2,0.0,0.0,0.6,0.0,0.0,0.2,6565
4210115.00,4210115.00,57.6,34.1,6.0,0.0,0.0,1.2,0.0,0.0,0.8,4995
4210116.01,4210116.01,39.7,47.1,11.4,0.4,0.0,0.6,0.0,0.0,0.5,5135
4210116.02,4210116.02,52.0,36.9,10.2,0.0,0.0,0.5,0.0,0.0,0.0,2940
4210117.01,4210117.01,52.1,34.2,13.3,0.0,0.0,0.0,0.0,0.0,0.0,3490
4210117.02,4210117.02,62.2,25.9,11.1,0.0,0.0,0.4,0.2,0.0,0.0,5110
4210118.00,4210118.00,54.3,33.2,11.8,0.0,0.0,0.4,0.0,0.0,0.3,6575
4210119.02,4210119.02,77.0,21.1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,4540
4210119.04,4210119.04,74.3,24.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2835
4210119.05,4210119.05,68.3,27.4,4.0,0.0,0.0,0.0,0.0,0.0,0.2,4630
4210119.06,4210119.06,72.9,23.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3640
4210120.01,4210120.01,74.9,22.7,2.3,0.0,0.0,0.0,0.0,0.0,0.0,3485
4210120.02,4210120.02,71.2,27.1,1.3,0.0,0.0,0.2,0.0,0.0,0.0,5840
4210120.03,4210120.03,70.5,26.1,2.6,0.0,0.0,0.4,0.0,0.0,0.0,3410
4210140.01,4210140.01,73.2,24.9,1.5,0.0,0.0,0.1,0.0,0.0,0.1,7120
4210140.02,4210140.02,72.9,24.6,1.9,0.0,0.0,0.3,0.0,0.0,0.2,4550
4210140.03,4210140.03,77.1,21.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,4780
4210160.01,4210160.01,70.3,28.4,0.8,0.0,0.0,0.0,0.0,0.0,0.2,5110
4210160.03,4210160.03,65.2,31.5,1.8,0.0,0.0,1.3,0.0,0.0,0.0,4480
4210160.04,4210160.04,71.8,23.6,0.5,0.0,0.0,0.0,0.0,3.7,0.5,2180
4210160.05,4210160.05,70.1,27.0,1.7,0.0,0.0,0.3,0.0,0.0,0.9,4615
4210170.03,4210170.03,70.9,28.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5695
4210170.04,4210170.04,65.2,32.5,2.2,0.0,0.0,0.0,0.0,0.0,0.2,7210
4210170.05,4210170.05,63.3,34.5,1.5,0.0,0.0,0.3,0.0,0.0,0.2,6110
4210170.06,4210170.06,69.5,29.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4835
4210170.07,4210170.07,65.9,32.9,0.8,0.0,0.0,0.3,0.0,0.0,0.0,5815
4210190.00,4210190.00,65.4,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800
4210200.00,4210200.00,60.1,39.5,0.0,0.0,0.0,0.1,0.0,0.0,0.1,10435
4210210.01,4210210.01,70.3,28.0,0.8,0.0,0.0,0.2,0.0,0.0,0.3,5325
4210210.02,4210210.02,66.9,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640
4210220.02,4210220.02,67.2,31.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,6380
4210220.03,4210220.03,64.2,34.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,5850
4210220.04,4210220.04,69.2,29.3,1.4,0.0,0.0,0.0,0.0,0.0,0.2,4295
4210230.01,4210230.01,72.0,27.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,7005
4210230.03,4210230.03,65.9,33.1,0.7,0.0,0.0,0.0,0.0,0.0,0.3,3595
4210230.04,4210230.04,68.8,29.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,5140
4210240.02,4210240.02,73.3,22.7,2.3,0.0,0.0,1.5,0.0,0.0,0.0,6895
4210240.03,4210240.03,74.7,23.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,3480
4210240.04,4210240.04,70.6,25.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,6170
4210260.01,4210260.01,64.4,25.8,8.5,0.0,0.0,1.0,0.3,0.0,0.0,3605
4210260.02,4210260.02,72.6,23.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3160
4210260.03,4210260.03,68.8,25.2,5.1,0.0,0.0,0.4,0.0,0.0,0.5,3730
4210270.01,4210270.01,66.9,27.9,4.4,0.0,0.0,0.4,0.0,0.0,0.3,3975
4210270.03,4210270.03,64.3,25.3,9.5,0.0,0.0,0.0,0.0,0.0,0.9,4115
4210270.04,4210270.04,63.0,31.1,5.5,0.0,0.0,0.0,0.0,0.0,0.0,3070
4210271.01,4210271.01,76.4,22.7,0.6,0.0,0.0,0.3,0.0,0.0,0.0,3870
4210271.02,4210271.02,65.5,31.7,1.9,0.0,0.0,0.6,0.0,0.0,0.4,3975
4210272.00,4210272.00,69.2,28.6,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1330
4210273.01,4210273.01,74.0,22.9,2.0,0.0,0.0,0.7,0.0,0.0,0.3,5295
4210273.02,4210273.02,66.5,27.9,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2955
4210273.03,4210273.03,68.6,27.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3410
4210273.04,4210273.04,67.9,28.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4115
4210280.01,4210280.01,68.0,28.9,2.6,0.0,0.0,0.0,0.0,0.0,0.0,4015
4210280.02,4210280.02,65.5,32.0,2.1,0.0,0.0,0.0,0.0,0.0,0.3,4815
4210280.03,4210280.03,72.3,24.9,2.4,0.0,0.0,0.3,0.0,0.0,0.0,5585
4210290.01,4210290.01,75.8,21.9,2.2,0.0,0.0,0.0,0.0,0.0,0.0,3600
4210290.03,4210290.03,67.6,30.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2360
4210290.05,4210290.05,75.3,22.6,1.6,0.0,0.0,0.0,0.0,0.0,0.3,4315
4210290.06,4210290.06,68.4,30.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,4050
4210300.00,4210300.00,75.3,19.3,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2770
4210310.00,4210310.00,65.1,31.4,3.3,0.0,0.0,0.0,0.0,0.0,0.5,1960
4210311.01,4210311.01,74.1,22.5,3.1,0.0,0.0,0.0,0.0,0.0,0.2,7420
4210311.02,4210311.02,70.9,25.0,3.8,0.0,0.0,0.0,0.0,0.0,0.6,2660
4210320.02,4210320.02,67.8,29.3,2.1,0.0,0.0,0.0,0.0,0.0,0.6,4745
4210320.03,4210320.03,76.7,22.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,3470
4210320.04,4210320.04,72.2,24.6,2.1,0.0,0.0,0.3,0.0,0.0,0.3,3125
4210320.05,4210320.05,75.1,22.1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3490
4210320.07,4210320.07,73.2,23.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,4200
4210320.08,4210320.08,75.3,22.4,1.6,0.0,0.0,0.5,0.0,0.0,0.2,7620
4210320.09,4210320.09,70.2,27.5,1.3,0.0,0.0,0.0,0.0,0.0,0.4,4610
4210320.10,4210320.10,66.7,30.2,2.0,0.0,0.0,0.3,0.0,0.0,0.6,5935
4210330.00,4210330.00,68.8,29.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2065
4210340.01,4210340.01,73.0,24.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1830
4210340.02,4210340.02,69.4,28.0,2.3,0.0,0.0,0.0,0.0,0.0,0.2,4275
4210340.03,4210340.03,74.8,24.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,5290
4210360.01,4210360.01,72.4,27.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,7445
4210360.02,4210360.02,71.4,26.5,1.9,0.0,0.0,0.1,0.0,0.0,0.0,6860
4210370.00,4210370.00,63.9,35.6,0.3,0.0,0.0,0.0,0.0,0.0,0.2,8125
4210500.01,4210500.01,70.5,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,5625
4210500.02,4210500.02,74.1,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430
4210510.00,4210510.00,71.5,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3840
4210520.00,4210520.00,62.9,36.7,0.2,0.0,0.0,0.2,0.0,0.0,0.0,8440
4210530.00,4210530.00,76.4,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250
4210540.00,4210540.00,76.5,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6715
4210600.03,4210600.03,80.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2145
4210600.04,4210600.04,73.1,25.8,0.9,0.0,0.0,0.0,0.0,0.0,0.1,7440
4210600.05,4210600.05,75.9,23.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,4440
4210600.06,4210600.06,74.6,24.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,5235
4210605.00,4210605.00,67.5,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11040
4210610.00,4210610.00,68.8,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6410
4210700.00,4210700.00,77.1,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2795
4210800.01,4210800.01,77.8,20.7,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6525
4210800.02,4210800.02,74.0,24.2,1.1,0.0,0.0,0.4,0.0,0.0,0.0,5155
4210801.00,4210801.00,64.7,33.3,1.4,0.0,0.0,0.0,0.0,0.0,0.6,3260
4210802.00,4210802.00,74.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2695
4210810.00,4210810.00,73.4,23.2,2.4,0.0,0.0,0.2,0.0,0.0,0.2,4175
4210811.00,4210811.00,70.6,25.6,3.2,0.0,0.0,0.2,0.0,0.0,0.3,8480
4210812.00,4210812.00,68.0,30.9,0.7,0.0,0.0,0.0,0.0,0.0,0.3,3610
4210820.01,4210820.01,71.8,25.7,1.4,0.0,0.0,0.6,0.0,0.0,0.5,3975
4210820.03,4210820.03,74.2,24.1,1.4,0.0,0.0,0.3,0.0,0.0,0.0,5085
4210820.04,4210820.04,71.9,27.5,0.4,0.0,0.0,0.0,0.0,0.0,0.3,4750
4210825.00,4210825.00,73.4,25.5,0.9,0.0,0.0,0.1,0.0,0.0,0.1,9445
4210830.01,4210830.01,70.6,26.6,2.4,0.0,0.0,0.3,0.0,0.0,0.0,4510
4210830.02,4210830.02,72.4,24.0,3.3,0.0,0.0,0.1,0.0,0.0,0.2,7995
4210835.03,4210835.03,71.1,28.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,7940
4210835.04,4210835.04,73.2,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000
4210835.05,4210835.05,78.4,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3805
4210835.06,4210835.06,72.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3375
4210835.07,4210835.07,77.8,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4430
4210840.01,4210840.01,65.7,31.3,2.2,0.0,0.0,0.3,0.0,0.0,0.0,4965
4210840.02,4210840.02,72.7,25.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,4125
4210845.03,4210845.03,69.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4705
4210845.04,4210845.04,74.1,25.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4790
4210845.05,4210845.05,73.9,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6775
