ctuid,name,population,share_0_14,share_15_64,share_65_plus,share_85_plus,median_age
4620605.02,4620605.02,1995,14.5,59.4,26.1,5.0,49.2
4620605.03,4620605.03,5845,21.0,62.2,16.9,1.9,40.4
4620605.04,4620605.04,4900,20.5,60.7,18.7,2.1,41.6
4620605.05,4620605.05,2270,16.5,62.1,21.4,3.3,45.6
4620610.01,4620610.01,4775,20.6,64.7,14.7,1.7,37.6
4620610.02,4620610.02,4610,18.3,63.3,18.3,2.5,40.4
4620610.03,4620610.03,5685,15.7,50.2,34.0,10.4,51.2
4620610.04,4620610.04,3970,22.9,64.7,12.3,0.5,36.0
4620610.05,4620610.05,4855,23.4,67.4,9.3,0.5,34.0
4620610.06,4620610.06,2820,19.0,66.8,14.2,1.6,38.4
4620610.07,4620610.07,4660,13.5,45.1,41.5,8.9,58.8
4620611.01,4620611.01,3040,21.4,63.2,15.6,1.6,38.0
4620611.02,4620611.02,5835,20.3,66.0,13.8,1.6,37.6
4620612.00,4620612.00,4815,21.3,64.7,14.0,1.5,37.2
4620613.00,4620613.00,7815,21.4,64.7,13.9,1.7,37.2
4620614.00,4620614.00,3830,17.9,66.6,15.5,1.6,40.0
4620615.00,4620615.00,5850,21.3,65.4,13.2,1.4,36.8
4620616.00,4620616.00,6895,21.0,62.3,16.7,3.2,38.8
4620617.01,4620617.01,5615,18.0,63.8,18.3,2.8,42.4
4620617.02,4620617.02,3900,17.3,64.9,17.9,2.2,42.4
4620618.00,4620618.00,3610,16.2,59.8,24.0,3.5,45.6
4620619.00,4620619.00,5885,13.4,52.1,34.4,9.2,51.2
4620625.01,4620625.01,6035,17.8,67.1,15.2,1.5,41.2
4620625.02,4620625.02,7955,22.3,65.9,11.9,0.9,38.0
4620626.00,4620626.00,7635,20.4,67.3,12.3,0.8,40.0
4620627.00,4620627.00,6625,14.0,63.5,22.6,3.9,46.0
4620628.01,4620628.01,4820,18.3,63.5,18.3,1.9,42.0
4620628.02,4620628.02,3750,18.9,64.5,16.5,1.6,39.6
4620629.00,4620629.00,3515,16.1,60.3,23.8,4.0,47.6
4620630.01,4620630.01,3710,16.4,62.5,21.0,3.0,46.8
4620630.02,4620630.02,5180,17.1,57.5,25.4,4.2,47.6
4620631.00,4620631.00,7775,16.7,72.6,10.7,0.8,41.6
4620632.01,4620632.01,5095,15.2,62.8,22.0,2.6,46.0
4620632.02,4620632.02,4835,18.1,64.5,17.4,2.0,42.0
