ctuid,name,population,share_0_14,share_15_64,share_65_plus,share_85_plus,median_age
5350377.09,5350377.09,5505,11.9,78.9,9.2,0.6,33.6
5350378.02,5350378.02,2970,13.0,67.3,19.5,2.4,40.0
5350378.03,5350378.03,7950,13.9,70.9,15.2,1.2,38.0
5350378.04,5350378.04,5960,18.0,66.9,15.1,1.0,36.4
5350378.05,5350378.05,3910,16.0,66.9,17.1,1.3,39.6
5350378.06,5350378.06,5765,14.8,70.3,14.7,1.1,38.8
5350378.07,5350378.07,6690,12.3,64.9,22.8,3.7,46.4
5350378.08,5350378.08,6275,13.1,64.7,22.2,2.2,44.4
5350378.11,5350378.11,5630,16.3,69.4,14.4,1.2,37.6
5350378.12,5350378.12,5300,16.9,64.1,19.1,2.3,38.8
5350378.14,5350378.14,3705,15.8,66.1,18.1,1.8,40.8
5350378.16,5350378.16,5695,13.5,65.9,20.6,1.6,43.2
5350378.17,5350378.17,3265,16.2,69.2,14.2,0.9,37.2
5350378.18,5350378.18,2590,14.1,59.1,26.6,4.6,48.8
5350378.19,5350378.19,4815,13.6,66.0,20.4,1.7,43.6
5350378.20,5350378.20,1920,11.5,56.8,31.5,6.0,53.2
5350378.21,5350378.21,3610,14.4,65.2,20.4,1.9,44.0
5350378.22,5350378.22,3110,13.0,63.3,23.6,2.4,46.4
5350378.23,5350378.23,3840,10.3,62.9,26.8,4.3,51.2
5350378.24,5350378.24,5820,10.2,58.1,31.7,8.8,52.4
5350378.25,5350378.25,7615,17.5,69.5,12.9,1.1,37.2
5350378.26,5350378.26,4870,15.3,70.8,13.8,0.9,38.8
5350378.27,5350378.27,5545,17.0,71.2,11.8,0.8,37.2
5350378.28,5350378.28,6945,15.2,65.7,19.2,1.4,41.2
5350400.02,5350400.02,5880,16.4,64.3,19.3,1.2,44.4
5350400.03,5350400.03,2845,14.4,63.1,22.5,1.4,46.8
5350400.04,5350400.04,1975,16.2,64.8,19.0,2.5,44.8
5350400.06,5350400.06,3025,15.7,62.8,21.5,2.0,46.0
5350400.07,5350400.07,3425,16.9,61.2,21.9,3.4,45.6
5350400.08,5350400.08,3060,13.7,53.6,32.7,6.4,51.2
5350400.11,5350400.11,5935,14.5,68.6,16.9,1.3,40.8
5350400.12,5350400.12,6620,13.4,62.8,23.9,2.4,47.6
5350400.13,5350400.13,6375,17.5,70.1,12.5,0.9,36.0
5350400.14,5350400.14,5605,14.0,65.0,21.0,1.6,41.2
5350400.15,5350400.15,4555,15.9,64.3,19.8,1.6,45.6
5350400.16,5350400.16,5205,13.4,70.7,15.7,1.1,44.0
5350400.17,5350400.17,4370,16.1,68.5,15.4,1.3,38.0
5350400.18,5350400.18,2415,15.1,65.2,19.7,2.3,38.8
5350400.19,5350400.19,11590,20.8,66.7,12.6,2.5,38.0
5350400.20,5350400.20,5740,24.7,66.6,8.5,0.5,35.6
5350400.21,5350400.21,3070,22.3,67.8,9.6,0.7,35.6
5350400.22,5350400.22,10350,20.8,67.8,11.4,1.0,38.0
5350400.23,5350400.23,10615,18.6,69.4,12.1,1.0,36.0
5350401.04,5350401.04,3065,11.9,62.3,25.8,2.1,47.6
5350401.05,5350401.05,3245,10.6,71.3,17.9,1.1,37.6
5350401.06,5350401.06,6050,13.5,67.4,19.3,2.0,42.8
5350401.07,5350401.07,4145,14.0,62.5,23.5,5.2,48.4
5350401.08,5350401.08,3240,16.2,65.4,18.4,1.4,45.6
5350401.09,5350401.09,7885,12.4,65.7,21.9,2.4,47.2
5350401.10,5350401.10,4510,13.2,63.5,23.3,2.2,48.8
5350401.11,5350401.11,6355,14.9,66.2,18.8,1.4,41.6
5350401.13,5350401.13,6835,12.5,58.0,29.6,5.3,49.6
5350401.14,5350401.14,7405,13.1,65.0,21.9,2.2,48.8
5350401.15,5350401.15,2755,12.0,55.5,32.5,7.3,53.2
5350401.17,5350401.17,3335,12.4,63.4,24.3,2.4,47.6
5350401.18,5350401.18,8630,10.7,73.2,16.1,2.2,35.6
5350401.19,5350401.19,6305,13.6,63.6,22.8,2.3,44.8
5350401.20,5350401.20,4110,13.6,66.5,19.8,1.6,43.2
5350401.21,5350401.21,2710,11.4,68.6,19.7,2.2,45.6
5350401.22,5350401.22,8355,14.8,64.3,20.9,4.0,44.0
5350401.23,5350401.23,1895,12.4,64.9,22.7,2.4,46.0
5350402.01,5350402.01,2435,13.8,60.8,25.3,1.6,47.6
5350402.02,5350402.02,5835,11.9,73.2,14.9,1.8,39.2
5350402.03,5350402.03,3105,10.8,57.2,32.0,7.2,53.2
5350402.04,5350402.04,4960,14.1,61.5,24.4,2.2,48.4
5350402.05,5350402.05,1970,10.7,57.4,32.0,4.3,53.6
5350402.06,5350402.06,5910,12.4,66.8,20.8,2.9,46.8
5350402.07,5350402.07,2035,15.2,62.4,22.1,2.0,46.0
5350402.08,5350402.08,5830,11.7,53.9,34.2,3.4,54.4
5350402.09,5350402.09,3645,13.3,62.4,24.4,4.0,48.8
5350402.10,5350402.10,3885,16.3,65.5,18.0,1.3,42.0
5350402.12,5350402.12,6075,10.0,68.4,21.6,2.2,42.0
5350402.13,5350402.13,4730,13.0,57.9,29.3,1.2,50.8
5350403.01,5350403.01,6935,12.0,67.6,20.5,1.9,48.0
5350403.04,5350403.04,4145,16.3,68.6,15.1,1.3,43.6
5350403.05,5350403.05,4660,17.5,68.7,13.9,1.1,42.4
5350403.07,5350403.07,12445,19.6,69.1,11.4,1.0,38.8
5350403.09,5350403.09,4860,15.0,70.9,14.0,1.2,43.2
5350403.10,5350403.10,5780,18.2,68.8,13.1,1.3,40.4
5350403.11,5350403.11,10635,19.9,68.1,12.0,1.0,39.6
5350403.12,5350403.12,9890,21.5,67.6,10.8,1.0,38.0
5350403.13,5350403.13,6690,15.8,59.9,24.4,4.6,44.8
5350403.14,5350403.14,11340,18.8,68.0,13.2,1.5,38.4
5350403.15,5350403.15,12560,22.4,64.5,13.2,0.9,39.6
5350403.16,5350403.16,4650,21.3,65.6,13.1,1.4,38.4
5350410.02,5350410.02,4190,11.3,64.1,24.8,2.4,49.2
5350410.03,5350410.03,6845,14.5,62.5,23.1,1.8,46.4
5350410.04,5350410.04,3740,17.9,58.0,23.9,1.2,44.0
5350410.05,5350410.05,5940,13.2,68.6,18.2,1.3,46.4
5350410.07,5350410.07,3440,13.8,63.2,23.0,1.5,46.8
5350410.09,5350410.09,5090,9.3,55.8,34.9,9.5,54.4
5350410.10,5350410.10,3755,9.9,53.4,36.6,6.8,56.4
5350410.11,5350410.11,3955,25.8,56.3,18.0,1.3,34.8
5350410.12,5350410.12,7280,10.1,53.9,36.1,5.8,52.4
5350410.13,5350410.13,6430,11.6,72.3,16.1,1.2,46.8
5350410.14,5350410.14,5655,12.6,67.5,19.9,1.7,48.0
5350410.15,5350410.15,1785,10.9,63.9,25.2,2.8,48.4
5350411.01,5350411.01,5325,11.7,63.2,25.1,3.8,47.6
5350411.04,5350411.04,5230,10.5,65.4,24.1,3.2,50.4
5350411.07,5350411.07,4205,11.3,70.3,18.3,2.6,46.4
5350411.08,5350411.08,7470,11.5,81.7,6.7,0.5,31.2
5350411.09,5350411.09,6090,15.7,72.6,11.9,0.8,41.2
5350411.12,5350411.12,5370,14.0,73.9,12.0,1.6,41.2
5350411.15,5350411.15,4140,13.9,65.8,20.3,1.9,43.6
5350411.16,5350411.16,7295,16.9,69.6,13.4,2.6,39.6
5350411.17,5350411.17,10135,23.5,67.3,9.2,0.5,38.8
5350411.18,5350411.18,11185,24.5,66.9,8.7,0.6,37.6
5350411.19,5350411.19,9980,25.6,65.6,8.8,1.7,37.2
5350411.21,5350411.21,2420,15.7,76.2,8.1,1.0,38.8
5350411.22,5350411.22,5305,13.1,74.7,12.3,1.7,41.6
5350411.23,5350411.23,4620,11.4,64.7,23.7,5.6,46.0
5350411.24,5350411.24,7360,18.5,71.7,9.7,0.8,35.2
5350411.25,5350411.25,3325,15.9,74.0,10.1,0.6,39.2
5350411.26,5350411.26,5275,17.4,73.8,8.7,0.8,38.4
5350411.27,5350411.27,3945,14.3,74.4,11.3,2.2,41.2
5350411.28,5350411.28,4985,22.8,68.8,8.4,0.5,38.4
5350411.29,5350411.29,5790,20.4,68.4,11.3,0.9,38.8
5350411.30,5350411.30,6985,20.8,69.7,9.4,0.6,40.0
5350412.01,5350412.01,7280,12.6,61.5,26.0,5.6,46.4
5350412.02,5350412.02,10260,11.9,63.6,24.5,5.4,45.2
5350412.04,5350412.04,4280,11.6,59.7,28.9,3.5,51.6
5350412.06,5350412.06,3295,12.1,60.7,27.3,2.6,50.4
5350412.08,5350412.08,2540,11.8,53.5,34.8,4.1,53.2
5350412.10,5350412.10,5690,12.0,62.5,25.7,3.2,47.6
5350412.11,5350412.11,4440,16.0,69.7,14.3,1.6,41.6
5350412.12,5350412.12,3920,13.5,68.9,17.7,1.8,44.4
5350412.13,5350412.13,5130,11.6,62.9,25.5,2.8,44.4
5350412.14,5350412.14,3250,10.2,71.7,18.0,2.3,49.2
5350412.15,5350412.15,5690,13.1,62.6,24.4,3.9,48.8
5350412.18,5350412.18,7090,10.1,66.1,23.8,2.6,50.4
5350412.19,5350412.19,9255,15.9,72.4,11.6,1.3,40.8
5350412.20,5350412.20,5530,15.6,71.9,12.5,1.4,42.0
5350412.22,5350412.22,8910,20.7,68.9,10.4,0.9,38.4
5350412.24,5350412.24,8730,17.9,73.0,9.1,0.7,37.6
5350412.25,5350412.25,5470,16.5,70.7,12.7,1.5,41.6
5350412.26,5350412.26,6015,20.1,69.3,10.6,1.0,38.8
5350413.01,5350413.01,16595,22.8,66.9,10.3,2.0,35.6
5350413.02,5350413.02,15155,25.8,67.3,6.9,0.5,35.6
5350420.03,5350420.03,7040,14.0,66.6,19.5,2.1,44.0
5350420.05,5350420.05,7995,10.3,64.9,24.9,2.4,46.8
5350420.06,5350420.06,4975,11.8,62.8,25.6,2.7,49.6
5350420.08,5350420.08,4455,10.2,59.4,30.5,5.2,52.4
5350420.09,5350420.09,4805,12.1,63.9,24.1,3.6,46.0
5350420.10,5350420.10,3660,15.2,69.1,15.7,1.6,44.8
5350420.11,5350420.11,5915,13.0,63.1,23.8,1.9,48.4
5350420.13,5350420.13,6205,13.1,71.1,15.8,2.6,41.2
5350420.14,5350420.14,8655,12.9,72.8,14.3,1.3,41.2
5350420.15,5350420.15,2330,11.8,67.6,20.6,1.9,47.2
5350421.01,5350421.01,7210,12.8,65.9,21.4,2.1,46.0
5350421.04,5350421.04,3715,10.9,59.0,30.0,4.6,50.8
5350421.05,5350421.05,3405,15.1,65.9,18.9,1.2,45.2
5350421.06,5350421.06,4295,9.7,60.8,29.5,5.0,50.8
5350421.07,5350421.07,4015,11.1,68.4,20.7,1.6,49.2
5350422.02,5350422.02,5845,15.9,67.2,16.8,2.0,41.2
5350422.03,5350422.03,6805,17.6,70.3,12.2,1.2,42.0
5350422.04,5350422.04,3760,15.2,70.5,14.5,1.3,45.2
5350422.05,5350422.05,6730,14.3,72.4,13.3,1.2,45.6
5350422.06,5350422.06,5360,13.8,62.3,23.8,3.5,46.0
5350423.01,5350423.01,3740,13.8,63.0,23.3,4.8,48.0
5350423.02,5350423.02,7750,13.4,69.5,17.0,1.9,46.0
5350424.04,5350424.04,2545,13.0,70.3,16.7,1.4,44.4
5350424.05,5350424.05,8855,10.6,64.1,25.2,6.1,49.6
5350424.07,5350424.07,8305,16.7,72.5,10.9,0.8,42.0
5350424.08,5350424.08,7010,12.3,73.8,14.0,1.1,46.0
5350424.09,5350424.09,4645,19.1,70.3,10.7,1.0,38.8
5350424.10,5350424.10,6440,17.2,72.0,10.8,1.2,40.8
5350424.11,5350424.11,8860,17.3,69.0,13.6,1.8,42.4
5350424.13,5350424.13,4555,20.4,68.1,11.4,2.0,37.6
5350424.14,5350424.14,13155,21.5,68.8,9.7,0.7,39.6
5350424.15,5350424.15,9955,18.7,70.8,10.5,0.9,40.4
5350424.16,5350424.16,9010,19.2,70.8,10.1,0.8,40.8
5350430.03,5350430.03,6000,19.3,62.8,17.9,2.4,41.2
5350430.05,5350430.05,7490,22.8,63.2,14.0,1.9,39.2
5350430.06,5350430.06,7365,25.9,65.9,8.2,0.5,36.8
5350430.07,5350430.07,10270,20.1,64.5,15.5,1.4,38.8
5350430.08,5350430.08,5990,22.5,61.4,16.1,3.4,40.4
5350431.01,5350431.01,6535,10.6,52.7,36.6,4.7,56.8
5350431.02,5350431.02,6210,12.4,67.3,20.3,2.3,50.0
5350440.00,5350440.00,7725,14.1,66.1,19.9,2.7,46.0
5350441.02,5350441.02,4355,12.2,62.2,25.7,5.7,48.8
5350441.03,5350441.03,7225,14.8,68.0,17.3,2.4,45.6
5350441.04,5350441.04,5750,15.4,73.7,10.9,0.8,42.4
5350442.02,5350442.02,4325,13.6,67.3,19.1,2.3,44.0
5350442.03,5350442.03,5110,12.7,70.5,16.7,1.2,47.2
5350442.04,5350442.04,3680,15.8,64.9,19.3,2.0,44.4
5350442.05,5350442.05,7175,17.6,69.3,13.1,2.6,42.0
5350442.06,5350442.06,16705,23.4,66.4,10.2,1.0,37.6
5350450.02,5350450.02,3180,11.8,54.4,33.6,9.9,52.4
5350450.03,5350450.03,8385,13.5,66.2,20.2,4.9,45.6
5350450.05,5350450.05,6190,16.2,69.3,14.5,1.4,42.4
5350450.06,5350450.06,8330,19.3,69.3,11.3,0.8,40.0
5350451.01,5350451.01,2235,12.3,59.7,28.2,4.7,49.2
5350451.02,5350451.02,5335,11.8,64.7,23.5,3.9,47.6
5350451.03,5350451.03,6810,15.7,66.5,17.8,2.1,42.8
5350451.05,5350451.05,6080,17.8,68.4,13.7,0.9,40.4
5350451.06,5350451.06,6700,16.9,74.7,8.5,0.7,38.8
5350451.07,5350451.07,4925,19.2,72.8,8.1,0.6,38.8
5350452.01,5350452.01,3175,13.4,69.1,17.5,1.4,42.0
5350452.02,5350452.02,5020,14.1,69.5,16.4,2.0,41.6
5350452.03,5350452.03,5280,14.3,65.5,20.2,2.1,45.6
5350452.05,5350452.05,6410,24.4,68.6,6.9,0.5,36.0
5350452.06,5350452.06,4570,22.4,69.3,8.3,0.7,36.8
5350452.07,5350452.07,5310,14.8,63.3,21.9,2.1,46.4
5350455.00,5350455.00,9010,19.1,65.9,14.9,1.2,40.8
5350456.01,5350456.01,11530,20.8,67.2,12.1,0.9,37.2
5350456.02,5350456.02,10105,19.4,67.6,13.0,1.2,38.8
5350456.03,5350456.03,4000,13.9,67.1,19.1,2.3,47.6
5350460.01,5350460.01,8660,18.6,66.3,15.1,1.7,42.0
5350460.02,5350460.02,3505,13.4,65.9,20.5,2.9,49.2
5350461.01,5350461.01,7215,21.8,66.8,11.4,1.2,38.8
5350461.02,5350461.02,7960,15.4,64.5,20.1,2.0,47.2
5350470.00,5350470.00,2950,15.1,67.8,16.9,1.4,45.6
5350471.00,5350471.00,3285,12.8,66.1,21.0,1.5,50.0
5350472.00,5350472.00,8350,19.6,69.2,11.3,1.0,37.6
5350473.01,5350473.01,6540,18.2,66.5,15.3,3.3,40.4
5350473.02,5350473.02,6900,17.8,69.4,12.8,1.2,39.6
5350473.03,5350473.03,3615,15.2,69.6,15.2,1.4,42.0
5350474.00,5350474.00,5915,13.4,66.9,19.9,1.7,47.6
5350475.00,5350475.00,7725,16.0,61.7,22.3,2.7,45.2
5350476.01,5350476.01,230,15.2,54.3,30.4,2.2,53.2
5350476.02,5350476.02,2370,11.8,65.2,23.2,1.3,51.2
5350480.01,5350480.01,4020,15.2,65.0,19.8,2.0,43.2
5350480.03,5350480.03,3275,28.1,62.9,9.0,1.7,34.0
5350480.04,5350480.04,1550,21.3,63.5,15.2,1.6,35.6
5350480.05,5350480.05,6230,25.8,65.7,8.5,0.6,36.0
5350480.06,5350480.06,2570,15.4,63.6,21.2,5.3,46.0
5350481.02,5350481.02,4170,15.1,67.3,17.5,1.8,42.8
5350481.04,5350481.04,6520,27.1,66.4,6.4,0.5,33.6
5350481.05,5350481.05,3675,17.1,71.4,11.4,0.8,39.6
5350482.00,5350482.00,10875,21.1,64.4,14.5,1.6,38.4
5350483.01,5350483.01,5385,17.5,69.9,12.5,1.0,38.4
5350483.02,5350483.02,6930,22.5,63.1,14.4,1.5,36.4
5350484.02,5350484.02,6770,16.7,67.1,16.2,2.2,41.6
5350484.03,5350484.03,6360,15.3,45.6,39.0,4.3,54.0
5350484.04,5350484.04,945,15.9,65.6,18.5,1.1,45.6
5350485.02,5350485.02,8540,18.4,65.2,16.3,2.5,39.6
5350485.03,5350485.03,105,14.3,71.4,14.3,0.0,38.8
5350485.04,5350485.04,3935,17.0,66.7,16.3,2.7,41.2
5350485.05,5350485.05,4980,27.5,64.6,7.9,0.4,34.4
5350500.01,5350500.01,3680,14.4,69.4,16.0,1.2,42.4
5350500.02,5350500.02,4780,13.2,66.1,20.7,2.0,45.6
5350501.01,5350501.01,5720,13.3,60.5,26.1,5.7,48.0
5350501.02,5350501.02,7120,14.4,66.5,19.2,2.1,45.6
5350502.01,5350502.01,5645,14.6,70.5,14.9,1.4,40.8
5350502.02,5350502.02,2535,13.0,62.7,24.3,5.1,46.0
5350503.00,5350503.00,4945,15.8,69.0,15.3,1.7,39.6
5350504.00,5350504.00,3415,19.6,63.7,16.8,2.9,41.6
5350505.01,5350505.01,4475,17.3,63.6,19.1,2.2,45.6
5350505.02,5350505.02,5660,15.5,67.3,17.2,2.1,45.6
5350506.00,5350506.00,2610,20.3,62.8,17.0,1.3,44.0
5350507.00,5350507.00,3705,16.5,65.7,17.9,2.3,45.6
5350508.00,5350508.00,3530,16.3,64.3,19.4,2.3,44.0
5350509.01,5350509.01,5120,15.1,66.9,18.0,2.8,44.0
5350509.02,5350509.02,3420,15.8,60.5,23.7,3.8,46.0
5350510.00,5350510.00,5390,15.7,63.5,20.8,3.2,45.6
5350511.01,5350511.01,6090,19.0,68.1,12.7,0.9,37.6
5350511.02,5350511.02,4795,15.4,67.0,17.4,2.4,42.8
5350512.00,5350512.00,6055,17.0,64.2,18.8,3.9,41.6
5350513.01,5350513.01,6780,12.5,65.1,22.3,2.4,46.8
5350513.02,5350513.02,6215,15.4,63.8,20.7,2.7,42.8
5350513.03,5350513.03,3300,13.6,65.3,21.1,5.0,43.6
5350513.04,5350513.04,3665,13.0,62.3,24.6,2.5,47.2
5350514.01,5350514.01,2355,13.6,63.1,23.4,2.3,49.2
5350514.02,5350514.02,5460,19.9,66.2,14.0,1.4,36.8
5350515.01,5350515.01,4185,15.7,64.5,19.7,2.0,43.2
5350515.02,5350515.02,3770,12.5,61.4,26.3,7.0,48.0
5350516.01,5350516.01,5390,16.2,66.2,17.5,1.0,42.8
5350516.02,5350516.02,4750,15.5,71.2,13.4,0.9,41.2
5350516.03,5350516.03,5630,14.6,69.6,15.8,1.2,41.6
5350516.04,5350516.04,6260,18.1,68.1,13.7,1.4,37.6
5350516.05,5350516.05,6210,17.1,68.2,14.7,0.9,39.6
5350516.06,5350516.06,4780,15.4,62.4,22.3,6.2,43.6
5350516.08,5350516.08,6220,15.3,66.0,18.8,2.0,41.2
5350516.09,5350516.09,6900,15.4,65.9,18.6,1.4,42.0
5350516.11,5350516.11,4700,13.1,58.8,28.1,7.2,50.4
5350516.16,5350516.16,5135,10.4,56.5,33.1,7.8,51.6
5350516.17,5350516.17,3405,13.5,61.5,24.8,4.1,47.6
5350516.18,5350516.18,3425,15.5,65.5,19.0,1.0,43.6
5350516.20,5350516.20,6100,16.6,69.8,13.7,0.7,41.6
5350516.21,5350516.21,2900,14.8,69.3,15.9,1.6,43.2
5350516.22,5350516.22,6830,16.6,73.8,9.5,0.6,39.2
5350516.23,5350516.23,5540,14.3,71.8,14.0,0.9,42.4
5350516.24,5350516.24,3955,13.9,67.6,18.3,0.9,44.0
5350516.25,5350516.25,3745,16.4,65.4,18.3,1.5,41.6
5350516.26,5350516.26,6580,15.4,66.6,17.9,1.9,41.2
5350516.28,5350516.28,4570,13.7,73.5,12.8,1.1,44.0
5350516.29,5350516.29,4695,16.9,71.8,11.3,1.1,39.2
5350516.30,5350516.30,5955,15.3,67.3,17.4,1.4,43.6
5350516.31,5350516.31,2715,12.7,60.8,26.5,2.0,50.0
5350516.32,5350516.32,4970,16.6,73.3,10.2,0.6,38.8
5350516.37,5350516.37,9290,16.1,66.3,17.5,2.4,37.6
5350516.38,5350516.38,6490,18.7,71.6,9.7,1.0,36.4
5350516.39,5350516.39,5085,19.0,72.4,8.8,0.9,36.4
5350516.40,5350516.40,6305,17.2,74.2,8.5,0.7,38.0
5350516.41,5350516.41,5725,17.9,71.8,10.3,0.9,36.8
5350516.43,5350516.43,3930,13.6,71.0,15.4,1.7,42.8
5350516.44,5350516.44,5240,14.4,70.5,15.0,2.9,41.6
5350516.47,5350516.47,5085,17.5,73.4,9.0,0.7,38.0
5350516.48,5350516.48,6540,20.4,70.0,9.7,1.8,34.8
5350516.50,5350516.50,3935,17.4,74.0,8.6,0.6,35.6
5350516.51,5350516.51,4540,18.0,73.2,8.8,0.7,37.2
5350516.52,5350516.52,4700,18.3,73.6,8.2,0.5,35.6
5350516.53,5350516.53,2655,17.1,72.5,10.5,1.1,39.6
5350516.54,5350516.54,4520,21.5,69.8,8.6,0.7,34.4
5350516.55,5350516.55,4670,20.7,71.7,7.8,0.2,35.2
5350517.00,5350517.00,1710,14.6,67.0,18.4,2.6,44.0
5350518.00,5350518.00,4330,16.6,67.4,15.9,1.6,38.8
5350519.00,5350519.00,3975,16.2,68.4,15.3,1.6,39.6
5350520.01,5350520.01,5180,15.1,68.3,16.5,1.6,40.8
5350520.02,5350520.02,7510,12.1,68.4,19.5,1.7,40.8
5350520.05,5350520.05,3580,13.8,66.8,19.7,1.5,42.0
5350520.07,5350520.07,4930,21.3,65.7,12.9,1.4,35.6
5350520.08,5350520.08,6090,13.6,71.3,15.3,1.9,41.6
5350520.09,5350520.09,7165,16.3,70.9,12.8,1.1,36.4
5350520.11,5350520.11,4855,14.0,71.7,14.3,1.2,37.2
5350520.12,5350520.12,5010,20.0,68.5,11.6,1.0,34.8
5350521.01,5350521.01,5505,14.6,65.8,19.6,2.6,40.0
5350521.02,5350521.02,3405,13.4,63.1,23.5,2.5,46.0
5350521.03,5350521.03,4785,14.0,71.1,15.0,1.1,40.0
5350521.04,5350521.04,6540,15.7,65.2,19.1,2.9,41.6
5350521.05,5350521.05,4250,14.5,67.2,18.2,1.4,43.2
5350521.06,5350521.06,5540,16.9,60.8,22.3,3.0,40.4
5350522.00,5350522.00,6035,15.1,62.7,22.2,3.2,45.2
5350523.00,5350523.00,6085,15.7,62.6,21.7,3.7,44.4
5350524.01,5350524.01,4660,15.0,65.0,20.0,3.4,44.4
5350524.02,5350524.02,3570,13.7,61.1,25.1,4.8,47.6
5350525.01,5350525.01,3275,16.3,66.4,17.1,2.4,41.2
5350525.02,5350525.02,4210,16.0,64.0,20.0,2.6,42.8
5350526.01,5350526.01,5810,16.7,70.9,12.4,1.7,39.2
5350526.02,5350526.02,3500,18.1,68.4,13.6,1.3,39.6
5350527.02,5350527.02,4905,12.0,56.4,31.6,6.3,51.6
5350527.04,5350527.04,5615,14.2,65.0,20.8,1.7,45.6
5350527.05,5350527.05,5370,11.2,60.9,27.9,3.7,50.4
5350527.06,5350527.06,3605,12.5,63.4,24.1,1.9,47.2
5350527.07,5350527.07,4775,15.5,65.3,19.4,1.8,42.0
5350527.08,5350527.08,4070,11.4,66.7,21.7,1.8,45.2
5350527.09,5350527.09,3310,13.7,66.0,20.2,1.7,44.4
5350527.10,5350527.10,4660,12.6,73.4,13.9,4.0,34.0
5350527.11,5350527.11,10055,13.1,74.3,12.6,0.9,33.2
5350527.12,5350527.12,4670,12.8,65.8,21.3,2.1,43.2
5350527.13,5350527.13,4060,14.3,76.0,9.7,2.2,34.0
5350528.01,5350528.01,5535,13.6,67.2,19.2,2.0,44.0
5350528.11,5350528.11,5230,11.2,57.9,30.9,4.1,51.6
5350528.12,5350528.12,5475,12.5,68.9,18.6,1.5,43.2
5350528.13,5350528.13,3395,13.0,66.9,20.2,2.4,46.0
5350528.15,5350528.15,4190,12.1,73.5,14.6,1.3,42.4
5350528.16,5350528.16,5080,13.7,73.6,12.7,0.9,39.6
5350528.18,5350528.18,6630,14.3,71.1,14.6,1.3,41.2
5350528.19,5350528.19,5065,12.2,68.9,19.0,1.6,43.2
5350528.20,5350528.20,5725,12.9,64.6,22.4,2.4,42.4
5350528.21,5350528.21,4780,12.1,68.5,19.4,5.8,36.4
5350528.22,5350528.22,6330,13.0,71.8,15.2,1.5,34.0
5350528.24,5350528.24,4985,12.2,66.5,21.3,1.3,45.2
5350528.26,5350528.26,6805,14.0,71.9,14.1,1.5,36.0
5350528.31,5350528.31,6445,11.9,64.2,23.8,8.1,36.8
5350528.32,5350528.32,4085,13.5,74.4,12.1,1.1,40.0
5350528.33,5350528.33,6225,13.3,70.6,16.0,1.3,42.0
5350528.34,5350528.34,5810,13.3,75.0,11.6,0.9,40.4
5350528.35,5350528.35,3060,12.7,71.9,15.4,2.9,43.6
5350528.39,5350528.39,6830,18.0,73.1,8.8,0.7,38.8
5350528.40,5350528.40,6070,16.5,73.1,10.5,0.7,39.6
5350528.42,5350528.42,5315,14.3,72.0,13.8,3.6,38.8
5350528.43,5350528.43,4975,15.5,67.3,17.3,4.9,41.2
5350528.44,5350528.44,1890,13.2,66.9,19.8,1.1,46.8
5350528.45,5350528.45,5455,16.5,68.9,14.7,1.1,39.2
5350528.46,5350528.46,6860,17.1,73.4,9.5,0.9,36.0
5350528.47,5350528.47,5040,15.0,73.3,11.7,0.9,38.4
5350528.49,5350528.49,4740,17.9,72.5,9.5,2.2,38.8
5350528.50,5350528.50,3385,12.9,74.9,12.4,1.2,32.0
5350528.51,5350528.51,4420,14.9,73.9,11.2,0.8,29.6
5350528.52,5350528.52,6490,19.0,71.3,9.7,0.7,35.2
5350528.53,5350528.53,2555,18.8,68.1,13.1,1.4,39.2
5350528.54,5350528.54,2935,19.1,73.3,7.7,0.5,34.0
5350528.55,5350528.55,4760,16.2,74.1,9.8,0.9,36.0
5350528.56,5350528.56,3455,12.0,70.8,17.2,1.9,42.8
5350528.57,5350528.57,4100,13.5,69.9,16.6,1.5,41.2
5350528.58,5350528.58,4075,11.2,67.6,21.1,2.0,46.4
5350528.59,5350528.59,4225,16.3,70.7,13.0,1.2,37.2
5350528.60,5350528.60,3625,13.9,71.3,14.9,1.5,39.2
5350528.61,5350528.61,4025,14.9,65.0,20.2,4.5,42.0
5350528.62,5350528.62,1780,15.7,66.3,18.0,5.3,39.6
5350528.63,5350528.63,5945,14.5,73.8,11.6,1.1,38.4
5350529.01,5350529.01,4100,14.9,71.6,13.5,1.7,32.8
5350529.02,5350529.02,4675,14.2,69.3,16.4,2.4,36.0
5350530.01,5350530.01,5215,18.8,69.9,11.4,1.2,31.8
5350530.02,5350530.02,3115,16.5,68.4,15.1,1.1,35.2
5350531.01,5350531.01,4105,16.6,70.4,13.0,1.0,34.4
5350531.02,5350531.02,6405,14.1,68.6,17.4,1.7,37.2
5350532.01,5350532.01,4320,13.3,71.6,15.0,1.5,34.4
5350532.02,5350532.02,4510,16.2,70.0,13.9,1.2,33.6
5350540.01,5350540.01,4850,11.0,65.6,23.4,3.9,48.0
5350540.02,5350540.02,5660,10.7,66.5,22.8,4.4,47.6
5350550.01,5350550.01,4675,15.8,67.2,17.0,1.8,42.8
5350550.02,5350550.02,7555,14.7,64.1,21.2,3.2,44.8
5350560.00,5350560.00,6485,15.3,69.5,15.1,1.3,39.2
5350561.00,5350561.00,6820,16.0,70.8,13.2,1.8,36.0
5350562.02,5350562.02,6520,13.3,65.9,20.9,1.2,44.0
5350562.03,5350562.03,5070,18.2,68.3,13.4,0.6,36.4
