year,fiscal_year,agency,agency_full,component,ftes
2019,2019/20,Other departments & agencies,Other departments and agencies,"Total, science and technology",6249.0
2019,2019/20,Public Health Agency,Public Health Agency of Canada,Related scientific activities,791.0
2019,2019/20,Public Health Agency,Public Health Agency of Canada,Research and development,352.0
2019,2019/20,Public Health Agency,Public Health Agency of Canada,"Total, science and technology",1143.0
2019,2019/20,SSHRC,Social Sciences and Humanities Research Council of Canada,Related scientific activities,40.0
2019,2019/20,SSHRC,Social Sciences and Humanities Research Council of Canada,Research and development,235.0
2019,2019/20,SSHRC,Social Sciences and Humanities Research Council of Canada,"Total, science and technology",275.0
2019,2019/20,Statistics Canada,Statistics Canada,Related scientific activities,5808.0
2019,2019/20,Statistics Canada,Statistics Canada,Research and development,437.0
2019,2019/20,Statistics Canada,Statistics Canada,"Total, science and technology",6246.0
2020,2020/21,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Related scientific activities,377.0
2020,2020/21,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Research and development,1930.0
2020,2020/21,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,"Total, science and technology",2307.0
2020,2020/21,All federal agencies,Total departments and agencies,Related scientific activities,23074.0
2020,2020/21,All federal agencies,Total departments and agencies,Research and development,13819.0
2020,2020/21,All federal agencies,Total departments and agencies,"Total, science and technology",36893.0
2020,2020/21,CFI,Canada Foundation for Innovation,Research and development,67.0
2020,2020/21,CFI,Canada Foundation for Innovation,"Total, science and technology",67.0
2020,2020/21,CIHR,Canadian Institutes of Health Research,Related scientific activities,15.0
2020,2020/21,CIHR,Canadian Institutes of Health Research,Research and development,482.0
2020,2020/21,CIHR,Canadian Institutes of Health Research,"Total, science and technology",497.0
2020,2020/21,Canadian Space Agency,Canadian Space Agency,Related scientific activities,441.0
2020,2020/21,Canadian Space Agency,Canadian Space Agency,Research and development,268.0
2020,2020/21,Canadian Space Agency,Canadian Space Agency,"Total, science and technology",709.0
2020,2020/21,Environment & Climate Change,Environment and Climate Change Canada,Related scientific activities,3019.0
2020,2020/21,Environment & Climate Change,Environment and Climate Change Canada,Research and development,980.0
2020,2020/21,Environment & Climate Change,Environment and Climate Change Canada,"Total, science and technology",3999.0
2020,2020/21,Fisheries & Oceans,Fisheries and Oceans Canada,Related scientific activities,2637.0
2020,2020/21,Fisheries & Oceans,Fisheries and Oceans Canada,"Total, science and technology",2637.0
2020,2020/21,Global Affairs Canada,Global Affairs Canada,Related scientific activities,319.0
2020,2020/21,Global Affairs Canada,Global Affairs Canada,Research and development,7.0
2020,2020/21,Global Affairs Canada,Global Affairs Canada,"Total, science and technology",325.0
2020,2020/21,Health Canada,Health Canada,Related scientific activities,2857.0
2020,2020/21,Health Canada,Health Canada,Research and development,294.0
2020,2020/21,Health Canada,Health Canada,"Total, science and technology",3151.0
2020,2020/21,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Related scientific activities,640.0
2020,2020/21,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Research and development,219.0
2020,2020/21,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada","Total, science and technology",859.0
2020,2020/21,NSERC,Natural Sciences and Engineering Research Council of Canada,Related scientific activities,44.0
2020,2020/21,NSERC,Natural Sciences and Engineering Research Council of Canada,Research and development,452.0
2020,2020/21,NSERC,Natural Sciences and Engineering Research Council of Canada,"Total, science and technology",496.0
2020,2020/21,National Defence,National Defence,Related scientific activities,351.0
2020,2020/21,National Defence,National Defence,Research and development,1484.0
2020,2020/21,National Defence,National Defence,"Total, science and technology",1835.0
2020,2020/21,National Research Council,National Research Council Canada,Related scientific activities,453.0
2020,2020/21,National Research Council,National Research Council Canada,Research and development,3808.0
2020,2020/21,National Research Council,National Research Council Canada,"Total, science and technology",4261.0
2020,2020/21,Natural Resources Canada,Natural Resources Canada,Related scientific activities,1113.0
2020,2020/21,Natural Resources Canada,Natural Resources Canada,Research and development,1691.0
2020,2020/21,Natural Resources Canada,Natural Resources Canada,"Total, science and technology",2805.0
2020,2020/21,Other departments & agencies,Other departments and agencies,Related scientific activities,5492.0
2020,2020/21,Other departments & agencies,Other departments and agencies,Research and development,1522.0
2020,2020/21,Other departments & agencies,Other departments and agencies,"Total, science and technology",7014.0
2020,2020/21,SSHRC,Social Sciences and Humanities Research Council of Canada,Related scientific activities,33.0
2020,2020/21,SSHRC,Social Sciences and Humanities Research Council of Canada,Research and development,278.0
2020,2020/21,SSHRC,Social Sciences and Humanities Research Council of Canada,"Total, science and technology",310.0
2020,2020/21,Statistics Canada,Statistics Canada,Related scientific activities,5284.0
2020,2020/21,Statistics Canada,Statistics Canada,Research and development,337.0
2020,2020/21,Statistics Canada,Statistics Canada,"Total, science and technology",5622.0
2021,2021/22,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Related scientific activities,370.0
2021,2021/22,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Research and development,1958.0
2021,2021/22,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,"Total, science and technology",2329.0
2021,2021/22,All federal agencies,Total departments and agencies,Related scientific activities,27266.0
2021,2021/22,All federal agencies,Total departments and agencies,Research and development,14284.0
2021,2021/22,All federal agencies,Total departments and agencies,"Total, science and technology",41550.0
2021,2021/22,CFI,Canada Foundation for Innovation,Research and development,71.0
2021,2021/22,CFI,Canada Foundation for Innovation,"Total, science and technology",71.0
2021,2021/22,CIHR,Canadian Institutes of Health Research,Related scientific activities,19.0
2021,2021/22,CIHR,Canadian Institutes of Health Research,Research and development,519.0
2021,2021/22,CIHR,Canadian Institutes of Health Research,"Total, science and technology",538.0
2021,2021/22,Canadian Space Agency,Canadian Space Agency,Related scientific activities,477.0
2021,2021/22,Canadian Space Agency,Canadian Space Agency,Research and development,289.0
2021,2021/22,Canadian Space Agency,Canadian Space Agency,"Total, science and technology",766.0
2021,2021/22,Environment & Climate Change,Environment and Climate Change Canada,Related scientific activities,3118.0
2021,2021/22,Environment & Climate Change,Environment and Climate Change Canada,Research and development,993.0
2021,2021/22,Environment & Climate Change,Environment and Climate Change Canada,"Total, science and technology",4111.0
2021,2021/22,Fisheries & Oceans,Fisheries and Oceans Canada,Related scientific activities,2777.0
2021,2021/22,Fisheries & Oceans,Fisheries and Oceans Canada,Research and development,55.0
2021,2021/22,Fisheries & Oceans,Fisheries and Oceans Canada,"Total, science and technology",2832.0
2021,2021/22,Global Affairs Canada,Global Affairs Canada,Related scientific activities,462.0
2021,2021/22,Global Affairs Canada,Global Affairs Canada,Research and development,12.0
2021,2021/22,Global Affairs Canada,Global Affairs Canada,"Total, science and technology",474.0
2021,2021/22,Health Canada,Health Canada,Related scientific activities,3535.0
2021,2021/22,Health Canada,Health Canada,Research and development,297.0
2021,2021/22,Health Canada,Health Canada,"Total, science and technology",3832.0
2021,2021/22,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Related scientific activities,661.0
2021,2021/22,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Research and development,296.0
2021,2021/22,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada","Total, science and technology",957.0
2021,2021/22,NSERC,Natural Sciences and Engineering Research Council of Canada,Related scientific activities,53.0
2021,2021/22,NSERC,Natural Sciences and Engineering Research Council of Canada,Research and development,450.0
2021,2021/22,NSERC,Natural Sciences and Engineering Research Council of Canada,"Total, science and technology",503.0
2021,2021/22,National Defence,National Defence,Related scientific activities,365.0
2021,2021/22,National Defence,National Defence,Research and development,1556.0
2021,2021/22,National Defence,National Defence,"Total, science and technology",1922.0
2021,2021/22,National Research Council,National Research Council Canada,Related scientific activities,415.0
2021,2021/22,National Research Council,National Research Council Canada,Research and development,3871.0
2021,2021/22,National Research Council,National Research Council Canada,"Total, science and technology",4286.0
2021,2021/22,Natural Resources Canada,Natural Resources Canada,Related scientific activities,1135.0
2021,2021/22,Natural Resources Canada,Natural Resources Canada,Research and development,1827.0
2021,2021/22,Natural Resources Canada,Natural Resources Canada,"Total, science and technology",2962.0
2021,2021/22,Other departments & agencies,Other departments and agencies,Related scientific activities,4959.0
2021,2021/22,Other departments & agencies,Other departments and agencies,Research and development,1233.0
2021,2021/22,Other departments & agencies,Other departments and agencies,"Total, science and technology",6192.0
2021,2021/22,Public Health Agency,Public Health Agency of Canada,Related scientific activities,1291.0
2021,2021/22,Public Health Agency,Public Health Agency of Canada,Research and development,275.0
2021,2021/22,Public Health Agency,Public Health Agency of Canada,"Total, science and technology",1566.0
2021,2021/22,SSHRC,Social Sciences and Humanities Research Council of Canada,Related scientific activities,44.0
2021,2021/22,SSHRC,Social Sciences and Humanities Research Council of Canada,Research and development,267.0
2021,2021/22,SSHRC,Social Sciences and Humanities Research Council of Canada,"Total, science and technology",310.0
2021,2021/22,Statistics Canada,Statistics Canada,Related scientific activities,7584.0
2021,2021/22,Statistics Canada,Statistics Canada,Research and development,315.0
2021,2021/22,Statistics Canada,Statistics Canada,"Total, science and technology",7899.0
2022,2022/23,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Related scientific activities,348.0
2022,2022/23,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Research and development,1954.0
2022,2022/23,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,"Total, science and technology",2302.0
2022,2022/23,All federal agencies,Total departments and agencies,Related scientific activities,27930.0
2022,2022/23,All federal agencies,Total departments and agencies,Research and development,14590.0
2022,2022/23,All federal agencies,Total departments and agencies,"Total, science and technology",42520.0
2022,2022/23,CFI,Canada Foundation for Innovation,Research and development,72.0
2022,2022/23,CFI,Canada Foundation for Innovation,"Total, science and technology",72.0
2022,2022/23,CIHR,Canadian Institutes of Health Research,Related scientific activities,30.0
2022,2022/23,CIHR,Canadian Institutes of Health Research,Research and development,560.0
2022,2022/23,CIHR,Canadian Institutes of Health Research,"Total, science and technology",590.0
2022,2022/23,Canadian Space Agency,Canadian Space Agency,Related scientific activities,514.0
2022,2022/23,Canadian Space Agency,Canadian Space Agency,Research and development,319.0
2022,2022/23,Canadian Space Agency,Canadian Space Agency,"Total, science and technology",833.0
2022,2022/23,Environment & Climate Change,Environment and Climate Change Canada,Related scientific activities,2736.0
2022,2022/23,Environment & Climate Change,Environment and Climate Change Canada,Research and development,1114.0
2022,2022/23,Environment & Climate Change,Environment and Climate Change Canada,"Total, science and technology",3850.0
2022,2022/23,Fisheries & Oceans,Fisheries and Oceans Canada,Related scientific activities,2584.0
2022,2022/23,Fisheries & Oceans,Fisheries and Oceans Canada,Research and development,233.0
2022,2022/23,Fisheries & Oceans,Fisheries and Oceans Canada,"Total, science and technology",2817.0
2022,2022/23,Global Affairs Canada,Global Affairs Canada,Related scientific activities,423.0
2022,2022/23,Global Affairs Canada,Global Affairs Canada,Research and development,13.0
2022,2022/23,Global Affairs Canada,Global Affairs Canada,"Total, science and technology",435.0
2022,2022/23,Health Canada,Health Canada,Related scientific activities,3557.0
2022,2022/23,Health Canada,Health Canada,Research and development,309.0
2022,2022/23,Health Canada,Health Canada,"Total, science and technology",3866.0
2022,2022/23,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Related scientific activities,669.0
2022,2022/23,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Research and development,389.0
2022,2022/23,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada","Total, science and technology",1058.0
2022,2022/23,NSERC,Natural Sciences and Engineering Research Council of Canada,Related scientific activities,60.0
2022,2022/23,NSERC,Natural Sciences and Engineering Research Council of Canada,Research and development,442.0
2022,2022/23,NSERC,Natural Sciences and Engineering Research Council of Canada,"Total, science and technology",502.0
2022,2022/23,National Defence,National Defence,Related scientific activities,556.0
2022,2022/23,National Defence,National Defence,Research and development,1355.0
2022,2022/23,National Defence,National Defence,"Total, science and technology",1911.0
2022,2022/23,National Research Council,National Research Council Canada,Related scientific activities,372.0
2022,2022/23,National Research Council,National Research Council Canada,Research and development,3884.0
2022,2022/23,National Research Council,National Research Council Canada,"Total, science and technology",4256.0
2022,2022/23,Natural Resources Canada,Natural Resources Canada,Related scientific activities,1432.0
2022,2022/23,Natural Resources Canada,Natural Resources Canada,Research and development,1670.0
2022,2022/23,Natural Resources Canada,Natural Resources Canada,"Total, science and technology",3102.0
2022,2022/23,Other departments & agencies,Other departments and agencies,Related scientific activities,5435.0
2022,2022/23,Other departments & agencies,Other departments and agencies,Research and development,1247.0
2022,2022/23,Other departments & agencies,Other departments and agencies,"Total, science and technology",6682.0
2022,2022/23,Public Health Agency,Public Health Agency of Canada,Related scientific activities,1718.0
2022,2022/23,Public Health Agency,Public Health Agency of Canada,Research and development,345.0
2022,2022/23,Public Health Agency,Public Health Agency of Canada,"Total, science and technology",2063.0
2022,2022/23,SSHRC,Social Sciences and Humanities Research Council of Canada,Related scientific activities,47.0
2022,2022/23,SSHRC,Social Sciences and Humanities Research Council of Canada,Research and development,296.0
2022,2022/23,SSHRC,Social Sciences and Humanities Research Council of Canada,"Total, science and technology",343.0
2022,2022/23,Statistics Canada,Statistics Canada,Related scientific activities,7448.0
2022,2022/23,Statistics Canada,Statistics Canada,Research and development,390.0
2022,2022/23,Statistics Canada,Statistics Canada,"Total, science and technology",7838.0
2023,2023/24,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Related scientific activities,354.0
2023,2023/24,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Research and development,1889.0
2023,2023/24,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,"Total, science and technology",2243.0
2023,2023/24,All federal agencies,Total departments and agencies,Related scientific activities,28090.0
2023,2023/24,All federal agencies,Total departments and agencies,Research and development,14557.0
2023,2023/24,All federal agencies,Total departments and agencies,"Total, science and technology",42647.0
2023,2023/24,CFI,Canada Foundation for Innovation,Research and development,75.0
2023,2023/24,CFI,Canada Foundation for Innovation,"Total, science and technology",75.0
2023,2023/24,CIHR,Canadian Institutes of Health Research,Related scientific activities,33.0
2023,2023/24,CIHR,Canadian Institutes of Health Research,Research and development,557.0
2023,2023/24,CIHR,Canadian Institutes of Health Research,"Total, science and technology",590.0
2023,2023/24,Canadian Space Agency,Canadian Space Agency,Related scientific activities,617.0
2023,2023/24,Canadian Space Agency,Canadian Space Agency,Research and development,320.0
2023,2023/24,Canadian Space Agency,Canadian Space Agency,"Total, science and technology",937.0
2023,2023/24,Environment & Climate Change,Environment and Climate Change Canada,Related scientific activities,2813.0
2023,2023/24,Environment & Climate Change,Environment and Climate Change Canada,Research and development,1164.0
2023,2023/24,Environment & Climate Change,Environment and Climate Change Canada,"Total, science and technology",3977.0
2023,2023/24,Fisheries & Oceans,Fisheries and Oceans Canada,Related scientific activities,2445.0
2023,2023/24,Fisheries & Oceans,Fisheries and Oceans Canada,Research and development,219.0
2023,2023/24,Fisheries & Oceans,Fisheries and Oceans Canada,"Total, science and technology",2664.0
2023,2023/24,Global Affairs Canada,Global Affairs Canada,Related scientific activities,473.0
2023,2023/24,Global Affairs Canada,Global Affairs Canada,Research and development,17.0
2023,2023/24,Global Affairs Canada,Global Affairs Canada,"Total, science and technology",490.0
2023,2023/24,Health Canada,Health Canada,Related scientific activities,3588.0
2023,2023/24,Health Canada,Health Canada,Research and development,305.0
2023,2023/24,Health Canada,Health Canada,"Total, science and technology",3893.0
2023,2023/24,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Related scientific activities,708.0
2023,2023/24,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Research and development,442.0
2023,2023/24,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada","Total, science and technology",1150.0
2023,2023/24,NSERC,Natural Sciences and Engineering Research Council of Canada,Related scientific activities,56.0
2023,2023/24,NSERC,Natural Sciences and Engineering Research Council of Canada,Research and development,452.0
2023,2023/24,NSERC,Natural Sciences and Engineering Research Council of Canada,"Total, science and technology",508.0
2023,2023/24,National Defence,National Defence,Related scientific activities,517.0
2023,2023/24,National Defence,National Defence,Research and development,1290.0
2023,2023/24,National Defence,National Defence,"Total, science and technology",1807.0
2023,2023/24,National Research Council,National Research Council Canada,Related scientific activities,390.0
2023,2023/24,National Research Council,National Research Council Canada,Research and development,3927.0
2023,2023/24,National Research Council,National Research Council Canada,"Total, science and technology",4317.0
2023,2023/24,Natural Resources Canada,Natural Resources Canada,Related scientific activities,1473.0
2023,2023/24,Natural Resources Canada,Natural Resources Canada,Research and development,1676.0
2023,2023/24,Natural Resources Canada,Natural Resources Canada,"Total, science and technology",3149.0
2023,2023/24,Other departments & agencies,Other departments and agencies,Related scientific activities,5862.0
2023,2023/24,Other departments & agencies,Other departments and agencies,Research and development,1242.0
2023,2023/24,Other departments & agencies,Other departments and agencies,"Total, science and technology",7104.0
2023,2023/24,Public Health Agency,Public Health Agency of Canada,Related scientific activities,1979.0
2023,2023/24,Public Health Agency,Public Health Agency of Canada,Research and development,468.0
2023,2023/24,Public Health Agency,Public Health Agency of Canada,"Total, science and technology",2447.0
2023,2023/24,SSHRC,Social Sciences and Humanities Research Council of Canada,Related scientific activities,48.0
2023,2023/24,SSHRC,Social Sciences and Humanities Research Council of Canada,Research and development,340.0
2023,2023/24,SSHRC,Social Sciences and Humanities Research Council of Canada,"Total, science and technology",388.0
2023,2023/24,Statistics Canada,Statistics Canada,Related scientific activities,6735.0
2023,2023/24,Statistics Canada,Statistics Canada,Research and development,175.0
2023,2023/24,Statistics Canada,Statistics Canada,"Total, science and technology",6910.0
2024,2024/25,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Related scientific activities,358.0
2024,2024/25,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Research and development,1914.0
2024,2024/25,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,"Total, science and technology",2272.0
2024,2024/25,All federal agencies,Total departments and agencies,Related scientific activities,27612.0
2024,2024/25,All federal agencies,Total departments and agencies,Research and development,15037.0
2024,2024/25,All federal agencies,Total departments and agencies,"Total, science and technology",42649.0
2024,2024/25,CFI,Canada Foundation for Innovation,Research and development,82.0
2024,2024/25,CFI,Canada Foundation for Innovation,"Total, science and technology",82.0
2024,2024/25,CIHR,Canadian Institutes of Health Research,Related scientific activities,41.0
2024,2024/25,CIHR,Canadian Institutes of Health Research,Research and development,521.0
2024,2024/25,CIHR,Canadian Institutes of Health Research,"Total, science and technology",562.0
2024,2024/25,Canadian Space Agency,Canadian Space Agency,Related scientific activities,676.0
2024,2024/25,Canadian Space Agency,Canadian Space Agency,Research and development,311.0
2024,2024/25,Canadian Space Agency,Canadian Space Agency,"Total, science and technology",987.0
2024,2024/25,Environment & Climate Change,Environment and Climate Change Canada,Related scientific activities,2946.0
2024,2024/25,Environment & Climate Change,Environment and Climate Change Canada,Research and development,1218.0
2024,2024/25,Environment & Climate Change,Environment and Climate Change Canada,"Total, science and technology",4165.0
2024,2024/25,Fisheries & Oceans,Fisheries and Oceans Canada,Related scientific activities,2309.0
2024,2024/25,Fisheries & Oceans,Fisheries and Oceans Canada,Research and development,238.0
2024,2024/25,Fisheries & Oceans,Fisheries and Oceans Canada,"Total, science and technology",2546.0
2024,2024/25,Global Affairs Canada,Global Affairs Canada,Related scientific activities,418.0
2024,2024/25,Global Affairs Canada,Global Affairs Canada,Research and development,6.0
2024,2024/25,Global Affairs Canada,Global Affairs Canada,"Total, science and technology",424.0
2024,2024/25,Health Canada,Health Canada,Related scientific activities,3434.0
2024,2024/25,Health Canada,Health Canada,Research and development,314.0
2024,2024/25,Health Canada,Health Canada,"Total, science and technology",3748.0
2024,2024/25,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Related scientific activities,727.0
2024,2024/25,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Research and development,426.0
2024,2024/25,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada","Total, science and technology",1152.0
2024,2024/25,NSERC,Natural Sciences and Engineering Research Council of Canada,Related scientific activities,62.0
2024,2024/25,NSERC,Natural Sciences and Engineering Research Council of Canada,Research and development,447.0
2024,2024/25,NSERC,Natural Sciences and Engineering Research Council of Canada,"Total, science and technology",509.0
2024,2024/25,National Defence,National Defence,Related scientific activities,521.0
2024,2024/25,National Defence,National Defence,Research and development,1381.0
2024,2024/25,National Defence,National Defence,"Total, science and technology",1902.0
2024,2024/25,National Research Council,National Research Council Canada,Related scientific activities,396.0
2024,2024/25,National Research Council,National Research Council Canada,Research and development,4108.0
2024,2024/25,National Research Council,National Research Council Canada,"Total, science and technology",4504.0
2024,2024/25,Natural Resources Canada,Natural Resources Canada,Related scientific activities,1569.0
2024,2024/25,Natural Resources Canada,Natural Resources Canada,Research and development,1572.0
2024,2024/25,Natural Resources Canada,Natural Resources Canada,"Total, science and technology",3141.0
2024,2024/25,Other departments & agencies,Other departments and agencies,Related scientific activities,5909.0
2024,2024/25,Other departments & agencies,Other departments and agencies,Research and development,1124.0
2024,2024/25,Other departments & agencies,Other departments and agencies,"Total, science and technology",7033.0
2024,2024/25,Public Health Agency,Public Health Agency of Canada,Related scientific activities,1822.0
2024,2024/25,Public Health Agency,Public Health Agency of Canada,Research and development,624.0
2024,2024/25,Public Health Agency,Public Health Agency of Canada,"Total, science and technology",2445.0
2024,2024/25,SSHRC,Social Sciences and Humanities Research Council of Canada,Related scientific activities,62.0
2024,2024/25,SSHRC,Social Sciences and Humanities Research Council of Canada,Research and development,356.0
2024,2024/25,SSHRC,Social Sciences and Humanities Research Council of Canada,"Total, science and technology",418.0
2024,2024/25,Statistics Canada,Statistics Canada,Related scientific activities,6364.0
2024,2024/25,Statistics Canada,Statistics Canada,Research and development,396.0
2024,2024/25,Statistics Canada,Statistics Canada,"Total, science and technology",6760.0
2025,2025/26,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Related scientific activities,349.0
2025,2025/26,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Research and development,1819.0
2025,2025/26,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,"Total, science and technology",2168.0
2025,2025/26,All federal agencies,Total departments and agencies,Related scientific activities,27398.0
2025,2025/26,All federal agencies,Total departments and agencies,Research and development,14945.0
2025,2025/26,All federal agencies,Total departments and agencies,"Total, science and technology",42343.0
2025,2025/26,CFI,Canada Foundation for Innovation,Research and development,95.0
2025,2025/26,CFI,Canada Foundation for Innovation,"Total, science and technology",95.0
2025,2025/26,CIHR,Canadian Institutes of Health Research,Related scientific activities,40.0
2025,2025/26,CIHR,Canadian Institutes of Health Research,Research and development,504.0
2025,2025/26,CIHR,Canadian Institutes of Health Research,"Total, science and technology",544.0
2025,2025/26,Canadian Space Agency,Canadian Space Agency,Related scientific activities,715.0
2025,2025/26,Canadian Space Agency,Canadian Space Agency,Research and development,329.0
2025,2025/26,Canadian Space Agency,Canadian Space Agency,"Total, science and technology",1044.0
2025,2025/26,Environment & Climate Change,Environment and Climate Change Canada,Related scientific activities,2740.0
2025,2025/26,Environment & Climate Change,Environment and Climate Change Canada,Research and development,1132.0
2025,2025/26,Environment & Climate Change,Environment and Climate Change Canada,"Total, science and technology",3872.0
2025,2025/26,Fisheries & Oceans,Fisheries and Oceans Canada,Related scientific activities,2025.0
2025,2025/26,Fisheries & Oceans,Fisheries and Oceans Canada,Research and development,228.0
2025,2025/26,Fisheries & Oceans,Fisheries and Oceans Canada,"Total, science and technology",2252.0
2025,2025/26,Global Affairs Canada,Global Affairs Canada,Related scientific activities,446.0
2025,2025/26,Global Affairs Canada,Global Affairs Canada,Research and development,6.0
2025,2025/26,Global Affairs Canada,Global Affairs Canada,"Total, science and technology",452.0
2025,2025/26,Health Canada,Health Canada,Related scientific activities,3299.0
2025,2025/26,Health Canada,Health Canada,Research and development,311.0
2025,2025/26,Health Canada,Health Canada,"Total, science and technology",3610.0
2025,2025/26,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Related scientific activities,772.0
2025,2025/26,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada",Research and development,411.0
2025,2025/26,"Innovation, Science & Econ. Dev.","Innovation, Science and Economic Development Canada","Total, science and technology",1183.0
2025,2025/26,NSERC,Natural Sciences and Engineering Research Council of Canada,Related scientific activities,67.0
2025,2025/26,NSERC,Natural Sciences and Engineering Research Council of Canada,Research and development,491.0
2025,2025/26,NSERC,Natural Sciences and Engineering Research Council of Canada,"Total, science and technology",558.0
2025,2025/26,National Defence,National Defence,Related scientific activities,708.0
2025,2025/26,National Defence,National Defence,Research and development,1385.0
2025,2025/26,National Defence,National Defence,"Total, science and technology",2094.0
2025,2025/26,National Research Council,National Research Council Canada,Related scientific activities,396.0
2025,2025/26,National Research Council,National Research Council Canada,Research and development,4108.0
2025,2025/26,National Research Council,National Research Council Canada,"Total, science and technology",4504.0
2025,2025/26,Natural Resources Canada,Natural Resources Canada,Related scientific activities,1729.0
2025,2025/26,Natural Resources Canada,Natural Resources Canada,Research and development,1684.0
2025,2025/26,Natural Resources Canada,Natural Resources Canada,"Total, science and technology",3413.0
2025,2025/26,Other departments & agencies,Other departments and agencies,Related scientific activities,5538.0
2025,2025/26,Other departments & agencies,Other departments and agencies,Research and development,1148.0
2025,2025/26,Other departments & agencies,Other departments and agencies,"Total, science and technology",6686.0
2025,2025/26,Public Health Agency,Public Health Agency of Canada,Related scientific activities,1480.0
2025,2025/26,Public Health Agency,Public Health Agency of Canada,Research and development,481.0
2025,2025/26,Public Health Agency,Public Health Agency of Canada,"Total, science and technology",1960.0
2025,2025/26,SSHRC,Social Sciences and Humanities Research Council of Canada,Related scientific activities,64.0
2025,2025/26,SSHRC,Social Sciences and Humanities Research Council of Canada,Research and development,364.0
2025,2025/26,SSHRC,Social Sciences and Humanities Research Council of Canada,"Total, science and technology",428.0
2025,2025/26,Statistics Canada,Statistics Canada,Related scientific activities,7032.0
2025,2025/26,Statistics Canada,Statistics Canada,Research and development,448.0
2025,2025/26,Statistics Canada,Statistics Canada,"Total, science and technology",7480.0
2026,2026/27,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Related scientific activities,350.0
2026,2026/27,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,Research and development,1820.0
2026,2026/27,Agriculture & Agri-Food,Agriculture and Agri-Food Canada,"Total, science and technology",2169.0
2026,2026/27,All federal agencies,Total departments and agencies,Related scientific activities,26490.0
2026,2026/27,All federal agencies,Total departments and agencies,Research and development,14535.0
2026,2026/27,All federal agencies,Total departments and agencies,"Total, science and technology",41025.0
2026,2026/27,CFI,Canada Foundation for Innovation,Research and development,95.0
2026,2026/27,CFI,Canada Foundation for Innovation,"Total, science and technology",95.0
2026,2026/27,CIHR,Canadian Institutes of Health Research,Related scientific activities,40.0
2026,2026/27,CIHR,Canadian Institutes of Health Research,Research and development,506.0
2026,2026/27,CIHR,Canadian Institutes of Health Research,"Total, science and technology",546.0
2026,2026/27,Canadian Space Agency,Canadian Space Agency,Related scientific activities,719.0
2026,2026/27,Canadian Space Agency,Canadian Space Agency,Research and development,331.0
2026,2026/27,Canadian Space Agency,Canadian Space Agency,"Total, science and technology",1050.0
2026,2026/27,Environment & Climate Change,Environment and Climate Change Canada,Related scientific activities,2553.0
2026,2026/27,Environment & Climate Change,Environment and Climate Change Canada,Research and development,1055.0
2026,2026/27,Environment & Climate Change,Environment and Climate Change Canada,"Total, science and technology",3609.0
2026,2026/27,Fisheries & Oceans,Fisheries and Oceans Canada,Related scientific activities,1703.0
2026,2026/27,Fisheries & Oceans,Fisheries and Oceans Canada,Research and development,227.0
2026,2026/27,Fisheries & Oceans,Fisheries and Oceans Canada,"Total, science and technology",1930.0
2026,2026/27,Global Affairs Canada,Global Affairs Canada,Related scientific activities,436.0
2026,2026/27,Global Affairs Canada,Global Affairs Canada,Research and development,6.0
