year,geo,partner,exports_millions,share_pct
2015,New Brunswick,Japan,71.088,0.582
2015,New Brunswick,Mexico,19.046,0.156
2015,New Brunswick,Other countries,798.03,6.536
2015,New Brunswick,United Kingdom,37.093,0.304
2015,New Brunswick,United States,11052.654,90.52
2015,Newfoundland and Labrador,All countries,9139.532,100.0
2015,Newfoundland and Labrador,China,474.428,5.191
2015,Newfoundland and Labrador,European Union (27 members),1160.428,12.697
2015,Newfoundland and Labrador,Japan,190.73,2.087
2015,Newfoundland and Labrador,Mexico,2.003,0.022
2015,Newfoundland and Labrador,Other countries,525.68,5.752
2015,Newfoundland and Labrador,United Kingdom,593.973,6.499
2015,Newfoundland and Labrador,United States,6192.289,67.753
2015,Northwest Territories,All countries,1853.851,100.0
2015,Northwest Territories,China,0.305,0.016
2015,Northwest Territories,European Union (27 members),1239.133,66.841
2015,Northwest Territories,Japan,0.004,0.0
2015,Northwest Territories,Mexico,1.327,0.072
2015,Northwest Territories,Other countries,611.122,32.965
2015,Northwest Territories,United Kingdom,0.108,0.006
2015,Northwest Territories,United States,1.852,0.1
2015,Nova Scotia,All countries,5345.62,100.0
2015,Nova Scotia,China,419.83,7.854
2015,Nova Scotia,European Union (27 members),386.109,7.223
2015,Nova Scotia,Japan,78.094,1.461
2015,Nova Scotia,Mexico,64.956,1.215
2015,Nova Scotia,Other countries,506.658,9.478
2015,Nova Scotia,United Kingdom,102.94,1.926
2015,Nova Scotia,United States,3787.033,70.844
2015,Nunavut,All countries,9.663,100.0
2015,Nunavut,China,1.206,12.482
2015,Nunavut,European Union (27 members),2.271,23.503
2015,Nunavut,Japan,0.083,0.856
2015,Nunavut,Mexico,0.796,8.235
2015,Nunavut,Other countries,4.518,46.762
2015,Nunavut,United Kingdom,0.237,2.456
2015,Nunavut,United States,0.552,5.707
2015,Ontario,All countries,196929.861,100.0
2015,Ontario,China,2319.834,1.178
2015,Ontario,European Union (27 members),6017.624,3.056
2015,Ontario,Japan,1424.896,0.724
2015,Ontario,Mexico,2846.328,1.445
2015,Ontario,Other countries,13181.857,6.694
2015,Ontario,United Kingdom,12544.507,6.37
2015,Ontario,United States,158594.815,80.534
2015,Prince Edward Island,All countries,1243.012,100.0
2015,Prince Edward Island,China,11.672,0.939
2015,Prince Edward Island,European Union (27 members),103.272,8.308
2015,Prince Edward Island,Japan,30.341,2.441
2015,Prince Edward Island,Mexico,5.962,0.48
2015,Prince Edward Island,Other countries,271.645,21.854
2015,Prince Edward Island,United Kingdom,16.106,1.296
2015,Prince Edward Island,United States,804.013,64.683
2015,Quebec,All countries,80044.849,100.0
2015,Quebec,China,2496.074,3.118
2015,Quebec,European Union (27 members),7187.653,8.98
2015,Quebec,Japan,1062.129,1.327
2015,Quebec,Mexico,1226.862,1.533
2015,Quebec,Other countries,7529.822,9.407
2015,Quebec,United Kingdom,1079.873,1.349
2015,Quebec,United States,59462.436,74.286
2015,Saskatchewan,All countries,32819.44,100.0
2015,Saskatchewan,China,3493.363,10.644
2015,Saskatchewan,European Union (27 members),1071.193,3.264
2015,Saskatchewan,Japan,894.658,2.726
2015,Saskatchewan,Mexico,636.739,1.94
2015,Saskatchewan,Other countries,9001.572,27.428
2015,Saskatchewan,United Kingdom,92.597,0.282
2015,Saskatchewan,United States,17629.318,53.716
2015,Yukon,All countries,109.319,100.0
2015,Yukon,China,0.446,0.408
2015,Yukon,European Union (27 members),0.213,0.195
2015,Yukon,Japan,0.352,0.322
2015,Yukon,Mexico,0.875,0.801
2015,Yukon,Other countries,1.106,1.012
2015,Yukon,United Kingdom,0.009,0.008
2015,Yukon,United States,106.317,97.254
2016,Alberta,All countries,79333.239,100.0
2016,Alberta,China,2984.489,3.762
2016,Alberta,European Union (27 members),912.221,1.15
2016,Alberta,Japan,1688.978,2.129
2016,Alberta,Mexico,927.574,1.169
2016,Alberta,Other countries,4078.599,5.141
2016,Alberta,United Kingdom,119.899,0.151
2016,Alberta,United States,68621.48,86.498
2016,British Columbia,All countries,38422.544,100.0
2016,British Columbia,China,5639.087,14.677
2016,British Columbia,European Union (27 members),1250.168,3.254
2016,British Columbia,Japan,3728.808,9.705
2016,British Columbia,Mexico,95.023,0.247
2016,British Columbia,Other countries,6406.988,16.675
2016,British Columbia,United Kingdom,410.03,1.067
2016,British Columbia,United States,20892.44,54.375
2016,Canada,All countries,468225.696,100.0
2016,Canada,China,19255.801,4.113
2016,Canada,European Union (27 members),20745.175,4.431
2016,Canada,Japan,10576.905,2.259
2016,Canada,Mexico,7260.556,1.551
2016,Canada,Other countries,40288.284,8.604
2016,Canada,United Kingdom,16323.534,3.486
2016,Canada,United States,353775.441,75.557
2016,Manitoba,All countries,13450.552,100.0
2016,Manitoba,China,952.807,7.084
2016,Manitoba,European Union (27 members),493.58,3.67
2016,Manitoba,Japan,741.209,5.511
2016,Manitoba,Mexico,358.767,2.667
2016,Manitoba,Other countries,1693.267,12.589
2016,Manitoba,United Kingdom,66.847,0.497
2016,Manitoba,United States,9144.074,67.983
2016,New Brunswick,All countries,10642.253,100.0
2016,New Brunswick,China,89.174,0.838
2016,New Brunswick,European Union (27 members),80.194,0.754
2016,New Brunswick,Japan,82.582,0.776
2016,New Brunswick,Mexico,14.322,0.135
2016,New Brunswick,Other countries,585.858,5.505
2016,New Brunswick,United Kingdom,40.054,0.376
2016,New Brunswick,United States,9750.068,91.617
2016,Newfoundland and Labrador,All countries,8396.41,100.0
2016,Newfoundland and Labrador,China,538.106,6.409
2016,Newfoundland and Labrador,European Union (27 members),1225.113,14.591
2016,Newfoundland and Labrador,Japan,236.486,2.817
2016,Newfoundland and Labrador,Mexico,1.542,0.018
2016,Newfoundland and Labrador,Other countries,703.515,8.379
2016,Newfoundland and Labrador,United Kingdom,721.062,8.588
2016,Newfoundland and Labrador,United States,4970.586,59.199
2016,Northwest Territories,All countries,1436.529,100.0
2016,Northwest Territories,China,0.278,0.019
2016,Northwest Territories,European Union (27 members),1042.429,72.566
2016,Northwest Territories,Japan,0.0,0.0
2016,Northwest Territories,Mexico,0.0,0.0
2016,Northwest Territories,Other countries,391.306,27.24
2016,Northwest Territories,United Kingdom,0.041,0.003
2016,Northwest Territories,United States,2.475,0.172
2016,Nova Scotia,All countries,5227.419,100.0
2016,Nova Scotia,China,488.465,9.344
2016,Nova Scotia,European Union (27 members),320.834,6.138
2016,Nova Scotia,Japan,88.806,1.699
2016,Nova Scotia,Mexico,79.823,1.527
2016,Nova Scotia,Other countries,559.065,10.695
2016,Nova Scotia,United Kingdom,84.709,1.62
2016,Nova Scotia,United States,3605.717,68.977
2016,Nunavut,All countries,2.164,100.0
2016,Nunavut,China,0.619,28.605
2016,Nunavut,European Union (27 members),0.402,18.556
2016,Nunavut,Japan,0.011,0.494
2016,Nunavut,Mexico,0.082,3.807
2016,Nunavut,Other countries,0.382,17.65
2016,Nunavut,United Kingdom,0.017,0.772
2016,Nunavut,United States,0.652,30.116
2016,Ontario,All countries,205040.39,100.0
2016,Ontario,China,2485.112,1.212
2016,Ontario,European Union (27 members),6299.37,3.072
2016,Ontario,Japan,1752.376,0.855
2016,Ontario,Mexico,3446.028,1.681
2016,Ontario,Other countries,11281.776,5.502
2016,Ontario,United Kingdom,13720.864,6.692
2016,Ontario,United States,166054.863,80.986
2016,Prince Edward Island,All countries,1255.703,100.0
2016,Prince Edward Island,China,10.934,0.871
2016,Prince Edward Island,European Union (27 members),84.748,6.749
2016,Prince Edward Island,Japan,31.55,2.513
2016,Prince Edward Island,Mexico,4.154,0.331
2016,Prince Edward Island,Other countries,189.215,15.068
2016,Prince Edward Island,United Kingdom,10.173,0.81
2016,Prince Edward Island,United States,924.928,73.658
2016,Quebec,All countries,78361.346,100.0
2016,Quebec,China,2699.983,3.446
2016,Quebec,European Union (27 members),8032.059,10.25
2016,Quebec,Japan,1247.514,1.592
2016,Quebec,Mexico,1635.875,2.088
2016,Quebec,Other countries,6624.636,8.454
2016,Quebec,United Kingdom,1069.952,1.365
2016,Quebec,United States,57051.326,72.805
2016,Saskatchewan,All countries,26437.17,100.0
2016,Saskatchewan,China,3366.736,12.735
2016,Saskatchewan,European Union (27 members),1003.612,3.796
2016,Saskatchewan,Japan,978.55,3.701
2016,Saskatchewan,Mexico,694.982,2.629
2016,Saskatchewan,Other countries,7769.846,29.39
2016,Saskatchewan,United Kingdom,79.872,0.302
2016,Saskatchewan,United States,12543.573,47.447
2016,Yukon,All countries,219.977,100.0
2016,Yukon,China,0.011,0.005
2016,Yukon,European Union (27 members),0.446,0.203
2016,Yukon,Japan,0.034,0.015
2016,Yukon,Mexico,2.382,1.083
2016,Yukon,Other countries,3.832,1.742
2016,Yukon,United Kingdom,0.013,0.006
2016,Yukon,United States,213.261,96.947
2017,Alberta,All countries,100492.617,100.0
2017,Alberta,China,3999.848,3.98
2017,Alberta,European Union (27 members),1045.721,1.041
2017,Alberta,Japan,1763.88,1.755
2017,Alberta,Mexico,1302.648,1.296
2017,Alberta,Other countries,4718.956,4.696
2017,Alberta,United Kingdom,142.506,0.142
2017,Alberta,United States,87519.058,87.09
2017,British Columbia,All countries,43240.504,100.0
2017,British Columbia,China,6374.146,14.741
2017,British Columbia,European Union (27 members),1714.401,3.965
2017,British Columbia,Japan,4502.956,10.414
2017,British Columbia,Mexico,251.574,0.582
2017,British Columbia,Other countries,7696.337,17.799
2017,British Columbia,United Kingdom,411.739,0.952
2017,British Columbia,United States,22289.351,51.547
2017,Canada,All countries,500761.417,100.0
2017,Canada,China,21844.688,4.362
2017,Canada,European Union (27 members),21915.141,4.376
2017,Canada,Japan,11692.604,2.335
2017,Canada,Mexico,7492.761,1.496
2017,Canada,Other countries,44041.344,8.795
2017,Canada,United Kingdom,17129.845,3.421
2017,Canada,United States,376645.034,75.214
2017,Manitoba,All countries,13885.793,100.0
2017,Manitoba,China,1388.694,10.001
2017,Manitoba,European Union (27 members),533.913,3.845
2017,Manitoba,Japan,812.81,5.854
2017,Manitoba,Mexico,400.988,2.888
2017,Manitoba,Other countries,1714.185,12.345
2017,Manitoba,United Kingdom,77.805,0.56
2017,Manitoba,United States,8957.399,64.508
2017,New Brunswick,All countries,12856.294,100.0
2017,New Brunswick,China,133.808,1.041
2017,New Brunswick,European Union (27 members),202.446,1.575
2017,New Brunswick,Japan,104.224,0.811
2017,New Brunswick,Mexico,45.237,0.352
2017,New Brunswick,Other countries,699.262,5.439
2017,New Brunswick,United Kingdom,33.287,0.259
2017,New Brunswick,United States,11638.031,90.524
2017,Newfoundland and Labrador,All countries,10201.588,100.0
2017,Newfoundland and Labrador,China,794.669,7.79
2017,Newfoundland and Labrador,European Union (27 members),1782.482,17.473
2017,Newfoundland and Labrador,Japan,333.898,3.273
2017,Newfoundland and Labrador,Mexico,2.403,0.024
2017,Newfoundland and Labrador,Other countries,1165.962,11.429
2017,Newfoundland and Labrador,United Kingdom,682.414,6.689
2017,Newfoundland and Labrador,United States,5439.76,53.323
2017,Northwest Territories,All countries,2025.734,100.0
2017,Northwest Territories,China,1.998,0.099
2017,Northwest Territories,European Union (27 members),1151.322,56.835
2017,Northwest Territories,Japan,0.0,0.0
2017,Northwest Territories,Mexico,0.001,0.0
2017,Northwest Territories,Other countries,866.687,42.784
2017,Northwest Territories,United Kingdom,0.004,0.0
2017,Northwest Territories,United States,5.722,0.282
2017,Nova Scotia,All countries,5348.078,100.0
2017,Nova Scotia,China,602.46,11.265
2017,Nova Scotia,European Union (27 members),343.284,6.419
2017,Nova Scotia,Japan,110.392,2.064
2017,Nova Scotia,Mexico,68.652,1.284
2017,Nova Scotia,Other countries,661.835,12.375
2017,Nova Scotia,United Kingdom,85.514,1.599
2017,Nova Scotia,United States,3475.941,64.994
2017,Nunavut,All countries,321.864,100.0
2017,Nunavut,China,0.458,0.142
2017,Nunavut,European Union (27 members),0.369,0.115
2017,Nunavut,Japan,0.004,0.001
2017,Nunavut,Mexico,0.08,0.025
2017,Nunavut,Other countries,319.86,99.378
2017,Nunavut,United Kingdom,0.032,0.01
2017,Nunavut,United States,1.062,0.33
2017,Ontario,All countries,199098.525,100.0
2017,Ontario,China,2723.781,1.368
2017,Ontario,European Union (27 members),5995.41,3.011
2017,Ontario,Japan,1598.26,0.803
2017,Ontario,Mexico,2986.841,1.5
2017,Ontario,Other countries,11321.484,5.686
2017,Ontario,United Kingdom,14466.62,7.266
2017,Ontario,United States,160006.13,80.365
2017,Prince Edward Island,All countries,1318.08,100.0
2017,Prince Edward Island,China,11.939,0.906
2017,Prince Edward Island,European Union (27 members),80.214,6.086
2017,Prince Edward Island,Japan,13.402,1.017
2017,Prince Edward Island,Mexico,2.182,0.166
2017,Prince Edward Island,Other countries,180.506,13.695
2017,Prince Edward Island,United Kingdom,12.141,0.921
2017,Prince Edward Island,United States,1017.697,77.211
2017,Quebec,All countries,83207.452,100.0
2017,Quebec,China,2468.157,2.966
2017,Quebec,European Union (27 members),8279.832,9.951
2017,Quebec,Japan,1328.207,1.596
2017,Quebec,Mexico,1654.997,1.989
2017,Quebec,Other countries,8186.926,9.839
2017,Quebec,United Kingdom,1131.83,1.36
2017,Quebec,United States,60157.503,72.298
2017,Saskatchewan,All countries,28656.993,100.0
2017,Saskatchewan,China,3344.692,11.671
2017,Saskatchewan,European Union (27 members),785.541,2.741
2017,Saskatchewan,Japan,1124.542,3.924
2017,Saskatchewan,Mexico,775.134,2.705
2017,Saskatchewan,Other countries,6506.912,22.706
2017,Saskatchewan,United Kingdom,85.945,0.3
2017,Saskatchewan,United States,16034.227,55.952
2017,Yukon,All countries,107.895,100.0
2017,Yukon,China,0.04,0.038
2017,Yukon,European Union (27 members),0.206,0.191
2017,Yukon,Japan,0.03,0.028
2017,Yukon,Mexico,2.023,1.875
2017,Yukon,Other countries,2.432,2.254
2017,Yukon,United Kingdom,0.008,0.007
2017,Yukon,United States,103.156,95.608
2018,Alberta,All countries,117654.074,100.0
2018,Alberta,China,5262.761,4.473
2018,Alberta,European Union (27 members),1133.847,0.964
2018,Alberta,Japan,1954.023,1.661
2018,Alberta,Mexico,1215.926,1.033
2018,Alberta,Other countries,4814.064,4.092
2018,Alberta,United Kingdom,234.279,0.199
2018,Alberta,United States,103039.173,87.578
2018,British Columbia,All countries,46279.54,100.0
2018,British Columbia,China,6723.149,14.527
2018,British Columbia,European Union (27 members),2009.486,4.342
2018,British Columbia,Japan,5081.19,10.979
2018,British Columbia,Mexico,197.957,0.428
2018,British Columbia,Other countries,9100.993,19.665
2018,British Columbia,United Kingdom,501.138,1.083
2018,British Columbia,United States,22665.627,48.975
2018,Canada,All countries,538132.793,100.0
2018,Canada,China,26827.984,4.985
2018,Canada,European Union (27 members),25977.326,4.827
2018,Canada,Japan,12754.236,2.37
2018,Canada,Mexico,7765.962,1.443
2018,Canada,Other countries,49622.254,9.221
2018,Canada,United Kingdom,15915.171,2.957
2018,Canada,United States,399269.86,74.195
2018,Manitoba,All countries,15483.754,100.0
2018,Manitoba,China,1220.729,7.884
2018,Manitoba,European Union (27 members),436.935,2.822
2018,Manitoba,Japan,826.524,5.338
2018,Manitoba,Mexico,416.396,2.689
2018,Manitoba,Other countries,1602.36,10.349
2018,Manitoba,United Kingdom,56.271,0.363
2018,Manitoba,United States,10924.539,70.555
2018,New Brunswick,All countries,12614.509,100.0
2018,New Brunswick,China,125.857,0.998
2018,New Brunswick,European Union (27 members),215.428,1.708
2018,New Brunswick,Japan,63.082,0.5
2018,New Brunswick,Mexico,13.332,0.106
2018,New Brunswick,Other countries,767.655,6.085
2018,New Brunswick,United Kingdom,27.13,0.215
2018,New Brunswick,United States,11402.024,90.388
2018,Newfoundland and Labrador,All countries,13462.028,100.0
2018,Newfoundland and Labrador,China,729.541,5.419
2018,Newfoundland and Labrador,European Union (27 members),3079.686,22.877
2018,Newfoundland and Labrador,Japan,293.923,2.183
2018,Newfoundland and Labrador,Mexico,2.233,0.017
2018,Newfoundland and Labrador,Other countries,1352.652,10.048
2018,Newfoundland and Labrador,United Kingdom,1633.814,12.136
2018,Newfoundland and Labrador,United States,6370.18,47.32
2018,Northwest Territories,All countries,2095.75,100.0
2018,Northwest Territories,China,0.364,0.017
2018,Northwest Territories,European Union (27 members),1125.016,53.681
2018,Northwest Territories,Japan,0.0,0.0
2018,Northwest Territories,Mexico,0.0,0.0
2018,Northwest Territories,Other countries,969.473,46.259
2018,Northwest Territories,United Kingdom,0.006,0.0
2018,Northwest Territories,United States,0.892,0.043
2018,Nova Scotia,All countries,5723.394,100.0
2018,Nova Scotia,China,792.924,13.854
2018,Nova Scotia,European Union (27 members),431.623,7.541
2018,Nova Scotia,Japan,93.874,1.64
2018,Nova Scotia,Mexico,69.513,1.215
2018,Nova Scotia,Other countries,635.936,11.111
2018,Nova Scotia,United Kingdom,84.551,1.477
2018,Nova Scotia,United States,3614.973,63.161
2018,Nunavut,All countries,706.717,100.0
2018,Nunavut,China,0.054,0.008
2018,Nunavut,European Union (27 members),488.088,69.064
2018,Nunavut,Japan,28.254,3.998
2018,Nunavut,Mexico,0.006,0.001
2018,Nunavut,Other countries,184.696,26.134
2018,Nunavut,United Kingdom,4.852,0.687
2018,Nunavut,United States,0.766,0.108
2018,Ontario,All countries,201764.369,100.0
2018,Ontario,China,3975.918,1.971
2018,Ontario,European Union (27 members),7371.184,3.653
2018,Ontario,Japan,1748.126,0.866
2018,Ontario,Mexico,3065.642,1.519
2018,Ontario,Other countries,14301.402,7.088
2018,Ontario,United Kingdom,12334.332,6.113
2018,Ontario,United States,158967.766,78.789
2018,Prince Edward Island,All countries,1384.936,100.0
2018,Prince Edward Island,China,17.026,1.229
2018,Prince Edward Island,European Union (27 members),96.716,6.983
2018,Prince Edward Island,Japan,16.208,1.17
2018,Prince Edward Island,Mexico,4.157,0.3
2018,Prince Edward Island,Other countries,159.659,11.528
2018,Prince Edward Island,United Kingdom,14.494,1.047
2018,Prince Edward Island,United States,1076.677,77.742
2018,Quebec,All countries,90248.816,100.0
2018,Quebec,China,3379.064,3.744
2018,Quebec,European Union (27 members),8903.591,9.866
2018,Quebec,Japan,1539.046,1.705
2018,Quebec,Mexico,1959.545,2.171
2018,Quebec,Other countries,9229.45,10.227
2018,Quebec,United Kingdom,941.967,1.044
2018,Quebec,United States,64296.151,71.243
2018,Saskatchewan,All countries,30633.84,100.0
2018,Saskatchewan,China,4600.597,15.018
2018,Saskatchewan,European Union (27 members),685.284,2.237
2018,Saskatchewan,Japan,1109.928,3.623
2018,Saskatchewan,Mexico,819.837,2.676
2018,Saskatchewan,Other countries,6502.309,21.226
2018,Saskatchewan,United Kingdom,82.324,0.269
2018,Saskatchewan,United States,16833.56,54.951
2018,Yukon,All countries,81.067,100.0
2018,Yukon,China,0.0,0.0
2018,Yukon,European Union (27 members),0.444,0.547
2018,Yukon,Japan,0.06,0.073
2018,Yukon,Mexico,1.416,1.747
2018,Yukon,Other countries,1.604,1.978
2018,Yukon,United Kingdom,0.012,0.015
2018,Yukon,United States,77.531,95.639
2019,Alberta,All countries,117201.736,100.0
2019,Alberta,China,4225.521,3.605
2019,Alberta,European Union (27 members),1286.16,1.097
2019,Alberta,Japan,1708.922,1.458
2019,Alberta,Mexico,1077.115,0.919
2019,Alberta,Other countries,5204.949,4.441
2019,Alberta,United Kingdom,175.951,0.15
2019,Alberta,United States,103523.119,88.329
2019,British Columbia,All countries,43347.903,100.0
2019,British Columbia,China,6480.113,14.949
2019,British Columbia,European Union (27 members),1722.369,3.973
2019,British Columbia,Japan,4533.028,10.457
2019,British Columbia,Mexico,179.745,0.415
2019,British Columbia,Other countries,8089.911,18.663
2019,British Columbia,United Kingdom,467.515,1.079
2019,British Columbia,United States,21875.222,50.464
2019,Canada,All countries,544110.073,100.0
2019,Canada,China,22391.018,4.115
2019,Canada,European Union (27 members),26064.883,4.79
2019,Canada,Japan,12401.943,2.279
2019,Canada,Mexico,6954.292,1.278
2019,Canada,Other countries,51180.002,9.406
2019,Canada,United Kingdom,19194.588,3.528
2019,Canada,United States,405923.347,74.603
2019,Manitoba,All countries,15924.708,100.0
2019,Manitoba,China,521.037,3.272
2019,Manitoba,European Union (27 members),351.124,2.205
2019,Manitoba,Japan,902.293,5.666
2019,Manitoba,Mexico,373.113,2.343
2019,Manitoba,Other countries,1615.829,10.147
2019,Manitoba,United Kingdom,66.666,0.419
2019,Manitoba,United States,12094.646,75.949
2019,New Brunswick,All countries,13089.829,100.0
2019,New Brunswick,China,131.5,1.005
2019,New Brunswick,European Union (27 members),433.47,3.312
2019,New Brunswick,Japan,81.357,0.622
2019,New Brunswick,Mexico,15.181,0.116
2019,New Brunswick,Other countries,840.239,6.419
2019,New Brunswick,United Kingdom,38.314,0.293
2019,New Brunswick,United States,11549.766,88.235
2019,Newfoundland and Labrador,All countries,14762.217,100.0
2019,Newfoundland and Labrador,China,800.059,5.42
2019,Newfoundland and Labrador,European Union (27 members),2702.449,18.307
2019,Newfoundland and Labrador,Japan,442.975,3.001
2019,Newfoundland and Labrador,Mexico,2.951,0.02
2019,Newfoundland and Labrador,Other countries,1029.241,6.972
2019,Newfoundland and Labrador,United Kingdom,1158.394,7.847
2019,Newfoundland and Labrador,United States,8626.149,58.434
2019,Northwest Territories,All countries,1657.924,100.0
2019,Northwest Territories,China,0.311,0.019
2019,Northwest Territories,European Union (27 members),495.13,29.864
2019,Northwest Territories,Japan,0.0,0.0
2019,Northwest Territories,Mexico,0.0,0.0
2019,Northwest Territories,Other countries,1160.62,70.004
2019,Northwest Territories,United Kingdom,0.008,0.0
2019,Northwest Territories,United States,1.856,0.112
2019,Nova Scotia,All countries,6050.765,100.0
2019,Nova Scotia,China,995.962,16.46
2019,Nova Scotia,European Union (27 members),437.746,7.235
2019,Nova Scotia,Japan,105.784,1.748
2019,Nova Scotia,Mexico,63.526,1.05
2019,Nova Scotia,Other countries,595.03,9.834
2019,Nova Scotia,United Kingdom,89.756,1.483
2019,Nova Scotia,United States,3762.962,62.19
2019,Nunavut,All countries,1190.812,100.0
2019,Nunavut,China,22.699,1.906
2019,Nunavut,European Union (27 members),619.844,52.052
2019,Nunavut,Japan,9.973,0.838
2019,Nunavut,Mexico,0.008,0.001
2019,Nunavut,Other countries,514.812,43.232
2019,Nunavut,United Kingdom,22.99,1.931
2019,Nunavut,United States,0.484,0.041
2019,Ontario,All countries,209783.604,100.0
2019,Ontario,China,2942.089,1.402
2019,Ontario,European Union (27 members),8194.13,3.906
2019,Ontario,Japan,1886.451,0.899
2019,Ontario,Mexico,3004.077,1.432
2019,Ontario,Other countries,15692.555,7.48
2019,Ontario,United Kingdom,16097.754,7.674
2019,Ontario,United States,161966.548,77.206
2019,Prince Edward Island,All countries,1491.716,100.0
2019,Prince Edward Island,China,26.193,1.756
2019,Prince Edward Island,European Union (27 members),109.209,7.321
2019,Prince Edward Island,Japan,19.069,1.278
2019,Prince Edward Island,Mexico,4.992,0.335
2019,Prince Edward Island,Other countries,213.609,14.32
2019,Prince Edward Island,United Kingdom,11.105,0.744
2019,Prince Edward Island,United States,1107.538,74.246
2019,Quebec,All countries,89981.412,100.0
2019,Quebec,China,3114.461,3.461
2019,Quebec,European Union (27 members),8570.793,9.525
2019,Quebec,Japan,1636.738,1.819
2019,Quebec,Mexico,1636.228,1.818
2019,Quebec,Other countries,8698.156,9.667
2019,Quebec,United Kingdom,990.075,1.1
2019,Quebec,United States,65334.962,72.609
2019,Saskatchewan,All countries,29610.899,100.0
2019,Saskatchewan,China,3130.966,10.574
2019,Saskatchewan,European Union (27 members),1142.073,3.857
2019,Saskatchewan,Japan,1075.227,3.631
2019,Saskatchewan,Mexico,596.137,2.013
2019,Saskatchewan,Other countries,7523.577,25.408
2019,Saskatchewan,United Kingdom,76.055,0.257
2019,Saskatchewan,United States,16066.864,54.26
2019,Yukon,All countries,16.549,100.0
2019,Yukon,China,0.107,0.644
2019,Yukon,European Union (27 members),0.387,2.341
2019,Yukon,Japan,0.126,0.763
2019,Yukon,Mexico,1.22,7.371
2019,Yukon,Other countries,1.474,8.904
2019,Yukon,United Kingdom,0.004,0.024
2019,Yukon,United States,13.232,79.953
2020,Alberta,All countries,92001.358,100.0
2020,Alberta,China,4770.115,5.185
2020,Alberta,European Union (27 members),1400.903,1.523
2020,Alberta,Japan,2022.4,2.198
2020,Alberta,Mexico,825.847,0.898
2020,Alberta,Other countries,5286.897,5.747
2020,Alberta,United Kingdom,148.552,0.161
2020,Alberta,United States,77546.643,84.289
2020,British Columbia,All countries,39597.925,100.0
2020,British Columbia,China,5740.776,14.498
2020,British Columbia,European Union (27 members),1314.231,3.319
2020,British Columbia,Japan,3573.465,9.024
2020,British Columbia,Mexico,134.595,0.34
2020,British Columbia,Other countries,6649.475,16.792
2020,British Columbia,United Kingdom,470.691,1.189
2020,British Columbia,United States,21714.692,54.838
2020,Canada,All countries,478638.824,100.0
2020,Canada,China,24540.701,5.127
2020,Canada,European Union (27 members),25618.054,5.352
2020,Canada,Japan,12178.065,2.544
2020,Canada,Mexico,5873.944,1.227
2020,Canada,Other countries,44933.72,9.388
2020,Canada,United Kingdom,19392.901,4.052
2020,Canada,United States,346101.438,72.31
2020,Manitoba,All countries,15750.432,100.0
2020,Manitoba,China,977.47,6.206
2020,Manitoba,European Union (27 members),447.472,2.841
2020,Manitoba,Japan,1022.187,6.49
2020,Manitoba,Mexico,383.374,2.434
2020,Manitoba,Other countries,1777.817,11.287
2020,Manitoba,United Kingdom,145.478,0.924
2020,Manitoba,United States,10996.634,69.818
2020,New Brunswick,All countries,10307.009,100.0
2020,New Brunswick,China,143.836,1.396
2020,New Brunswick,European Union (27 members),156.739,1.521
2020,New Brunswick,Japan,60.259,0.585
2020,New Brunswick,Mexico,23.44,0.227
2020,New Brunswick,Other countries,534.588,5.187
2020,New Brunswick,United Kingdom,19.577,0.19
2020,New Brunswick,United States,9368.569,90.895
2020,Newfoundland and Labrador,All countries,10418.409,100.0
2020,Newfoundland and Labrador,China,1089.023,10.453
2020,Newfoundland and Labrador,European Union (27 members),2433.291,23.356
2020,Newfoundland and Labrador,Japan,369.099,3.543
2020,Newfoundland and Labrador,Mexico,2.671,0.026
2020,Newfoundland and Labrador,Other countries,833.442,8.0
2020,Newfoundland and Labrador,United Kingdom,874.342,8.392
2020,Newfoundland and Labrador,United States,4816.541,46.231
2020,Northwest Territories,All countries,1243.421,100.0
2020,Northwest Territories,China,0.036,0.003
2020,Northwest Territories,European Union (27 members),560.372,45.067
2020,Northwest Territories,Japan,0.0,0.0
2020,Northwest Territories,Mexico,0.0,0.0
2020,Northwest Territories,Other countries,682.248,54.869
2020,Northwest Territories,United Kingdom,0.0,0.0
2020,Northwest Territories,United States,0.766,0.062
2020,Nova Scotia,All countries,5222.205,100.0
2020,Nova Scotia,China,653.388,12.512
2020,Nova Scotia,European Union (27 members),455.711,8.726
2020,Nova Scotia,Japan,86.633,1.659
2020,Nova Scotia,Mexico,51.241,0.981
2020,Nova Scotia,Other countries,528.439,10.119
2020,Nova Scotia,United Kingdom,76.853,1.472
2020,Nova Scotia,United States,3369.94,64.531
2020,Nunavut,All countries,1225.462,100.0
2020,Nunavut,China,105.528,8.611
2020,Nunavut,European Union (27 members),510.647,41.67
2020,Nunavut,Japan,0.002,0.0
2020,Nunavut,Mexico,0.005,0.0
2020,Nunavut,Other countries,539.752,44.045
2020,Nunavut,United Kingdom,69.181,5.645
2020,Nunavut,United States,0.346,0.028
2020,Ontario,All countries,187104.22,100.0
2020,Ontario,China,2510.81,1.342
2020,Ontario,European Union (27 members),8434.19,4.508
2020,Ontario,Japan,2184.745,1.168
2020,Ontario,Mexico,2523.453,1.349
2020,Ontario,Other countries,11317.235,6.049
2020,Ontario,United Kingdom,16351.524,8.739
2020,Ontario,United States,143782.264,76.846
2020,Prince Edward Island,All countries,1507.733,100.0
