country_code,year,gdp_per_hour,country_name
NZL,2024,52.18196210496436,New Zealand
NZL,2025,52.97116034308182,New Zealand
SWE,2000,63.31819943072949,Sweden
SWE,2001,63.76018333478939,Sweden
SWE,2002,66.12130510897528,Sweden
SWE,2003,68.31921606743488,Sweden
SWE,2004,70.52808717579357,Sweden
SWE,2005,72.56849675381027,Sweden
SWE,2006,74.62463269106702,Sweden
SWE,2007,74.7058896750842,Sweden
SWE,2008,73.00854173404065,Sweden
SWE,2009,72.02948781307678,Sweden
SWE,2010,74.3923918358339,Sweden
SWE,2011,74.97293749781359,Sweden
SWE,2012,74.74876102094733,Sweden
SWE,2013,75.2796885281596,Sweden
SWE,2014,75.85448599159625,Sweden
SWE,2015,77.9280934105205,Sweden
SWE,2016,77.45261712785455,Sweden
SWE,2017,77.61995796213237,Sweden
SWE,2018,77.73475892946824,Sweden
SWE,2019,79.99361998257358,Sweden
SWE,2020,81.07056536185236,Sweden
SWE,2021,83.14351025446963,Sweden
SWE,2022,81.646435549906,Sweden
SWE,2023,80.62897215357413,Sweden
SWE,2024,82.62080309201174,Sweden
SWE,2025,84.68253113053002,Sweden
USA,2000,56.8504114124619,United States
USA,2001,58.21914399133466,United States
USA,2002,59.99792776000466,United States
USA,2003,61.996445115484114,United States
USA,2004,63.54378822840639,United States
USA,2005,64.82301170051905,United States
USA,2006,65.49329217820618,United States
USA,2007,66.14358889328253,United States
USA,2008,67.05696681449068,United States
USA,2009,69.50046570394345,United States
USA,2010,71.1906111351642,United States
USA,2011,71.11001979434774,United States
USA,2012,71.46617232541249,United States
USA,2013,71.79887931400513,United States
USA,2014,72.35346735812777,United States
USA,2015,73.19851169166591,United States
USA,2016,73.6846854784062,United States
USA,2017,74.46483796197043,United States
USA,2018,75.27728632091625,United States
USA,2019,76.57222195017918,United States
USA,2020,80.05585297032337,United States
USA,2021,81.52020497270419,United States
USA,2022,81.10142875669932,United States
USA,2023,82.26885599486027,United States
USA,2024,84.1147144673672,United States
USA,2025,85.60236428340167,United States
