date,geography,product_group,cpi_value
1949-09-01,Canada,Food,11.6
1949-10-01,Canada,Food,11.6
1949-11-01,Canada,Food,11.7
1949-12-01,Canada,Food,11.5
1950-01-01,Canada,Food,11.2
1950-02-01,Canada,Food,11.3
1950-03-01,Canada,Food,11.4
1950-04-01,Canada,Food,11.4
1950-05-01,Canada,Food,11.4
1950-06-01,Canada,Food,11.6
1950-07-01,Canada,Food,11.8
1950-08-01,Canada,Food,11.9
1950-09-01,Canada,Food,12.1
1950-10-01,Canada,Food,12.4
1950-11-01,Canada,Food,12.5
1950-12-01,Canada,Food,12.5
1951-01-01,Canada,Food,12.5
1951-02-01,Canada,Food,12.7
1951-03-01,Canada,Food,13.0
1951-04-01,Canada,Food,13.2
1951-05-01,Canada,Food,13.1
1951-06-01,Canada,Food,13.3
1951-07-01,Canada,Food,13.5
1951-08-01,Canada,Food,13.7
1951-09-01,Canada,Food,13.8
1951-10-01,Canada,Food,13.9
1951-11-01,Canada,Food,14.0
1951-12-01,Canada,Food,14.0
1952-01-01,Canada,Food,14.0
1952-02-01,Canada,Food,13.8
1952-03-01,Canada,Food,13.5
1952-04-01,Canada,Food,13.5
1952-05-01,Canada,Food,13.2
1952-06-01,Canada,Food,13.3
1952-07-01,Canada,Food,13.3
1952-08-01,Canada,Food,13.3
1952-09-01,Canada,Food,13.3
1952-10-01,Canada,Food,13.2
1952-11-01,Canada,Food,13.3
1952-12-01,Canada,Food,13.0
1953-01-01,Canada,Food,13.0
1953-02-01,Canada,Food,13.0
1953-03-01,Canada,Food,12.8
1953-04-01,Canada,Food,12.7
1953-05-01,Canada,Food,12.6
1953-06-01,Canada,Food,12.7
1953-07-01,Canada,Food,13.0
1953-08-01,Canada,Food,13.0
1953-09-01,Canada,Food,13.0
1953-10-01,Canada,Food,13.2
1953-11-01,Canada,Food,13.0
1953-12-01,Canada,Food,12.9
1954-01-01,Canada,Food,12.8
1954-02-01,Canada,Food,12.8
1954-03-01,Canada,Food,12.7
1954-04-01,Canada,Food,12.6
1954-05-01,Canada,Food,12.6
1954-06-01,Canada,Food,12.9
1954-07-01,Canada,Food,12.9
1954-08-01,Canada,Food,13.1
1954-09-01,Canada,Food,13.0
1954-10-01,Canada,Food,13.0
1954-11-01,Canada,Food,13.0
1954-12-01,Canada,Food,13.0
1955-01-01,Canada,Food,12.9
1955-02-01,Canada,Food,12.8
1955-03-01,Canada,Food,12.7
1955-04-01,Canada,Food,12.7
1955-05-01,Canada,Food,12.9
1955-06-01,Canada,Food,12.7
1955-07-01,Canada,Food,12.8
1955-08-01,Canada,Food,12.9
1955-09-01,Canada,Food,13.0
1955-10-01,Canada,Food,13.0
1955-11-01,Canada,Food,13.0
1955-12-01,Canada,Food,12.9
1956-01-01,Canada,Food,12.8
1956-02-01,Canada,Food,12.6
1956-03-01,Canada,Food,12.6
1956-04-01,Canada,Food,12.6
1956-05-01,Canada,Food,12.6
1956-06-01,Canada,Food,13.0
1956-07-01,Canada,Food,13.1
1956-08-01,Canada,Food,13.3
1956-09-01,Canada,Food,13.2
1956-10-01,Canada,Food,13.5
1956-11-01,Canada,Food,13.5
1956-12-01,Canada,Food,13.5
1957-01-01,Canada,Food,13.4
1957-02-01,Canada,Food,13.5
1957-03-01,Canada,Food,13.4
1957-04-01,Canada,Food,13.4
1957-05-01,Canada,Food,13.4
1957-06-01,Canada,Food,13.5
1957-07-01,Canada,Food,13.5
1957-08-01,Canada,Food,13.8
1957-09-01,Canada,Food,14.0
1957-10-01,Canada,Food,14.0
1957-11-01,Canada,Food,13.8
1957-12-01,Canada,Food,13.6
1958-01-01,Canada,Food,13.7
1958-02-01,Canada,Food,13.8
1958-03-01,Canada,Food,13.9
1958-04-01,Canada,Food,14.2
1958-05-01,Canada,Food,14.0
1958-06-01,Canada,Food,14.0
1958-07-01,Canada,Food,14.0
1958-08-01,Canada,Food,14.0
1958-09-01,Canada,Food,14.1
1958-10-01,Canada,Food,14.2
1958-11-01,Canada,Food,14.1
1958-12-01,Canada,Food,14.0
1959-01-01,Canada,Food,14.0
1959-02-01,Canada,Food,13.9
1959-03-01,Canada,Food,13.8
1959-04-01,Canada,Food,13.8
1959-05-01,Canada,Food,13.6
1959-06-01,Canada,Food,13.7
1959-07-01,Canada,Food,13.7
1959-08-01,Canada,Food,13.8
1959-09-01,Canada,Food,14.0
1959-10-01,Canada,Food,14.2
1959-11-01,Canada,Food,14.2
1959-12-01,Canada,Food,14.0
1960-01-01,Canada,Food,14.0
1960-02-01,Canada,Food,13.8
1960-03-01,Canada,Food,13.7
1960-04-01,Canada,Food,13.9
1960-05-01,Canada,Food,13.8
1960-06-01,Canada,Food,13.8
1960-07-01,Canada,Food,13.8
1960-08-01,Canada,Food,14.0
1960-09-01,Canada,Food,14.1
1960-10-01,Canada,Food,14.5
1960-11-01,Canada,Food,14.4
1960-12-01,Canada,Food,14.4
1961-01-01,Canada,Food,14.2
1961-02-01,Canada,Food,14.2
1961-03-01,Canada,Food,14.2
1961-04-01,Canada,Food,14.2
1961-05-01,Canada,Food,14.1
1961-06-01,Canada,Food,14.2
1961-07-01,Canada,Food,14.3
1961-08-01,Canada,Food,14.4
1961-09-01,Canada,Food,14.1
1961-10-01,Canada,Food,14.1
1961-11-01,Canada,Food,14.2
1961-12-01,Canada,Food,14.2
1962-01-01,Canada,Food,14.3
1962-02-01,Canada,Food,14.3
1962-03-01,Canada,Food,14.2
1962-04-01,Canada,Food,14.5
1962-05-01,Canada,Food,14.2
1962-06-01,Canada,Food,14.5
1962-07-01,Canada,Food,14.5
1962-08-01,Canada,Food,14.7
1962-09-01,Canada,Food,14.5
1962-10-01,Canada,Food,14.5
1962-11-01,Canada,Food,14.6
1962-12-01,Canada,Food,14.6
1963-01-01,Canada,Food,14.8
1963-02-01,Canada,Food,14.9
1963-03-01,Canada,Food,14.8
1963-04-01,Canada,Food,14.8
1963-05-01,Canada,Food,14.7
1963-06-01,Canada,Food,14.9
1963-07-01,Canada,Food,15.2
1963-08-01,Canada,Food,15.3
1963-09-01,Canada,Food,15.0
1963-10-01,Canada,Food,15.0
1963-11-01,Canada,Food,15.0
1963-12-01,Canada,Food,15.0
1964-01-01,Canada,Food,15.0
1964-02-01,Canada,Food,15.0
1964-03-01,Canada,Food,15.0
1964-04-01,Canada,Food,15.1
1964-05-01,Canada,Food,15.0
1964-06-01,Canada,Food,15.2
1964-07-01,Canada,Food,15.5
1964-08-01,Canada,Food,15.5
1964-09-01,Canada,Food,15.2
1964-10-01,Canada,Food,15.0
1964-11-01,Canada,Food,15.1
1964-12-01,Canada,Food,15.3
1965-01-01,Canada,Food,15.2
1965-02-01,Canada,Food,15.3
1965-03-01,Canada,Food,15.3
1965-04-01,Canada,Food,15.3
1965-05-01,Canada,Food,15.4
1965-06-01,Canada,Food,15.8
1965-07-01,Canada,Food,16.0
1965-08-01,Canada,Food,15.8
1965-09-01,Canada,Food,15.6
1965-10-01,Canada,Food,15.5
1965-11-01,Canada,Food,15.8
1965-12-01,Canada,Food,16.0
1966-01-01,Canada,Food,16.1
1966-02-01,Canada,Food,16.3
1966-03-01,Canada,Food,16.5
1966-04-01,Canada,Food,16.5
1966-05-01,Canada,Food,16.5
1966-06-01,Canada,Food,16.6
1966-07-01,Canada,Food,16.8
1966-08-01,Canada,Food,17.0
1966-09-01,Canada,Food,16.9
1966-10-01,Canada,Food,16.7
1966-11-01,Canada,Food,16.6
1966-12-01,Canada,Food,16.6
1967-01-01,Canada,Food,16.6
1967-02-01,Canada,Food,16.5
1967-03-01,Canada,Food,16.5
1967-04-01,Canada,Food,16.5
1967-05-01,Canada,Food,16.5
1967-06-01,Canada,Food,16.6
1967-07-01,Canada,Food,17.0
1967-08-01,Canada,Food,17.4
1967-09-01,Canada,Food,17.0
1967-10-01,Canada,Food,17.0
1967-11-01,Canada,Food,17.0
1967-12-01,Canada,Food,17.0
1968-01-01,Canada,Food,17.3
1968-02-01,Canada,Food,17.1
1968-03-01,Canada,Food,17.0
1968-04-01,Canada,Food,17.1
1968-05-01,Canada,Food,17.0
1968-06-01,Canada,Food,17.1
1968-07-01,Canada,Food,17.4
1968-08-01,Canada,Food,17.6
1968-09-01,Canada,Food,17.5
1968-10-01,Canada,Food,17.5
1968-11-01,Canada,Food,17.5
1968-12-01,Canada,Food,17.7
1969-01-01,Canada,Food,17.8
1969-02-01,Canada,Food,17.6
1969-03-01,Canada,Food,17.6
1969-04-01,Canada,Food,17.8
1969-05-01,Canada,Food,17.8
1969-06-01,Canada,Food,18.2
1969-07-01,Canada,Food,18.4
1969-08-01,Canada,Food,18.6
1969-09-01,Canada,Food,18.3
1969-10-01,Canada,Food,18.2
1969-11-01,Canada,Food,18.4
1969-12-01,Canada,Food,18.5
1970-01-01,Canada,Food,18.5
1970-02-01,Canada,Food,18.6
1970-03-01,Canada,Food,18.6
1970-04-01,Canada,Food,18.7
1970-05-01,Canada,Food,18.6
1970-06-01,Canada,Food,18.6
1970-07-01,Canada,Food,18.7
1970-08-01,Canada,Food,18.8
1970-09-01,Canada,Food,18.5
1970-10-01,Canada,Food,18.3
1970-11-01,Canada,Food,18.1
1970-12-01,Canada,Food,17.8
1971-01-01,Canada,Food,18.0
1971-02-01,Canada,Food,18.1
1971-03-01,Canada,Food,18.2
1971-04-01,Canada,Food,18.4
1971-05-01,Canada,Food,18.5
1971-06-01,Canada,Food,18.6
1971-07-01,Canada,Food,19.0
1971-08-01,Canada,Food,19.4
1971-09-01,Canada,Food,19.0
1971-10-01,Canada,Food,19.0
1971-11-01,Canada,Food,19.0
1971-12-01,Canada,Food,19.3
1972-01-01,Canada,Food,19.4
1972-02-01,Canada,Food,19.6
1972-03-01,Canada,Food,19.5
1972-04-01,Canada,Food,19.7
1972-05-01,Canada,Food,19.5
1972-06-01,Canada,Food,19.5
1972-07-01,Canada,Food,20.2
1972-08-01,Canada,Food,20.7
1972-09-01,Canada,Food,20.9
1972-10-01,Canada,Food,20.6
1972-11-01,Canada,Food,20.6
1972-12-01,Canada,Food,20.9
1973-01-01,Canada,Food,21.4
1973-02-01,Canada,Food,21.5
1973-03-01,Canada,Food,21.7
1973-04-01,Canada,Food,22.2
1973-05-01,Canada,Food,22.4
1973-06-01,Canada,Food,22.8
1973-07-01,Canada,Food,23.3
1973-08-01,Canada,Food,24.0
1973-09-01,Canada,Food,24.2
1973-10-01,Canada,Food,24.2
1973-11-01,Canada,Food,24.4
1973-12-01,Canada,Food,24.5
1974-01-01,Canada,Food,24.8
1974-02-01,Canada,Food,25.4
1974-03-01,Canada,Food,25.7
1974-04-01,Canada,Food,25.8
1974-05-01,Canada,Food,26.5
1974-06-01,Canada,Food,26.8
1974-07-01,Canada,Food,27.0
1974-08-01,Canada,Food,27.3
1974-09-01,Canada,Food,27.5
1974-10-01,Canada,Food,27.9
1974-11-01,Canada,Food,28.3
1974-12-01,Canada,Food,28.6
1975-01-01,Canada,Food,28.8
1975-02-01,Canada,Food,29.0
1975-03-01,Canada,Food,28.9
1975-04-01,Canada,Food,29.1
1975-05-01,Canada,Food,29.3
1975-06-01,Canada,Food,30.3
1975-07-01,Canada,Food,31.0
1975-08-01,Canada,Food,31.3
1975-09-01,Canada,Food,31.2
1975-10-01,Canada,Food,31.3
1975-11-01,Canada,Food,31.4
1975-12-01,Canada,Food,31.3
1976-01-01,Canada,Food,31.2
1976-02-01,Canada,Food,31.1
1976-03-01,Canada,Food,30.9
1976-04-01,Canada,Food,30.8
1976-05-01,Canada,Food,31.2
1976-06-01,Canada,Food,31.3
1976-07-01,Canada,Food,31.3
1976-08-01,Canada,Food,31.2
1976-09-01,Canada,Food,31.0
1976-10-01,Canada,Food,31.0
1976-11-01,Canada,Food,31.0
1976-12-01,Canada,Food,31.0
1977-01-01,Canada,Food,31.4
1977-02-01,Canada,Food,32.0
1977-03-01,Canada,Food,32.3
1977-04-01,Canada,Food,32.7
1977-05-01,Canada,Food,33.1
1977-06-01,Canada,Food,33.5
1977-07-01,Canada,Food,34.2
1977-08-01,Canada,Food,34.3
1977-09-01,Canada,Food,34.5
1977-10-01,Canada,Food,35.0
1977-11-01,Canada,Food,35.2
1977-12-01,Canada,Food,35.8
1978-01-01,Canada,Food,36.1
1978-02-01,Canada,Food,36.3
1978-03-01,Canada,Food,36.8
1978-04-01,Canada,Food,37.4
1978-05-01,Canada,Food,38.7
1978-06-01,Canada,Food,39.4
1978-07-01,Canada,Food,41.1
1978-08-01,Canada,Food,40.5
1978-09-01,Canada,Food,39.6
1978-10-01,Canada,Food,40.0
1978-11-01,Canada,Food,40.1
1978-12-01,Canada,Food,40.4
1979-01-01,Canada,Food,41.1
1979-02-01,Canada,Food,42.1
1979-03-01,Canada,Food,43.3
1979-04-01,Canada,Food,43.6
1979-05-01,Canada,Food,43.9
1979-06-01,Canada,Food,44.1
1979-07-01,Canada,Food,44.9
1979-08-01,Canada,Food,44.6
1979-09-01,Canada,Food,44.6
1979-10-01,Canada,Food,45.0
1979-11-01,Canada,Food,45.1
1979-12-01,Canada,Food,45.6
1980-01-01,Canada,Food,45.8
1980-02-01,Canada,Food,46.4
1980-03-01,Canada,Food,46.9
1980-04-01,Canada,Food,47.0
1980-05-01,Canada,Food,47.4
1980-06-01,Canada,Food,48.5
1980-07-01,Canada,Food,49.0
1980-08-01,Canada,Food,49.6
1980-09-01,Canada,Food,50.5
1980-10-01,Canada,Food,50.6
1980-11-01,Canada,Food,51.2
1980-12-01,Canada,Food,51.8
1981-01-01,Canada,Food,52.0
1981-02-01,Canada,Food,52.9
1981-03-01,Canada,Food,53.3
1981-04-01,Canada,Food,53.8
1981-05-01,Canada,Food,53.5
1981-06-01,Canada,Food,54.5
1981-07-01,Canada,Food,55.3
1981-08-01,Canada,Food,55.4
1981-09-01,Canada,Food,55.4
1981-10-01,Canada,Food,55.3
1981-11-01,Canada,Food,55.1
1981-12-01,Canada,Food,54.7
1982-01-01,Canada,Food,55.2
1982-02-01,Canada,Food,56.3
1982-03-01,Canada,Food,56.8
1982-04-01,Canada,Food,57.1
1982-05-01,Canada,Food,58.4
1982-06-01,Canada,Food,59.7
1982-07-01,Canada,Food,59.9
1982-08-01,Canada,Food,59.4
1982-09-01,Canada,Food,58.9
1982-10-01,Canada,Food,58.8
1982-11-01,Canada,Food,58.9
1982-12-01,Canada,Food,58.8
1983-01-01,Canada,Food,58.9
1983-02-01,Canada,Food,59.3
1983-03-01,Canada,Food,59.1
1983-04-01,Canada,Food,59.8
1983-05-01,Canada,Food,60.7
1983-06-01,Canada,Food,60.8
1983-07-01,Canada,Food,61.2
1983-08-01,Canada,Food,61.1
1983-09-01,Canada,Food,60.5
1983-10-01,Canada,Food,61.2
1983-11-01,Canada,Food,60.8
1983-12-01,Canada,Food,61.0
1984-01-01,Canada,Food,62.2
1984-02-01,Canada,Food,62.9
1984-03-01,Canada,Food,63.3
1984-04-01,Canada,Food,63.6
1984-05-01,Canada,Food,63.3
1984-06-01,Canada,Food,64.2
1984-07-01,Canada,Food,64.8
1984-08-01,Canada,Food,64.3
1984-09-01,Canada,Food,63.8
1984-10-01,Canada,Food,63.8
1984-11-01,Canada,Food,63.8
1984-12-01,Canada,Food,63.8
1985-01-01,Canada,Food,64.6
1985-02-01,Canada,Food,65.3
1985-03-01,Canada,Food,65.2
1985-04-01,Canada,Food,66.0
1985-05-01,Canada,Food,65.5
1985-06-01,Canada,Food,65.8
1985-07-01,Canada,Food,66.2
1985-08-01,Canada,Food,65.8
1985-09-01,Canada,Food,65.2
1985-10-01,Canada,Food,65.0
1985-11-01,Canada,Food,65.3
1985-12-01,Canada,Food,66.2
1986-01-01,Canada,Food,67.3
1986-02-01,Canada,Food,66.9
1986-03-01,Canada,Food,67.0
1986-04-01,Canada,Food,67.7
1986-05-01,Canada,Food,68.2
1986-06-01,Canada,Food,68.4
1986-07-01,Canada,Food,69.2
1986-08-01,Canada,Food,69.5
1986-09-01,Canada,Food,69.9
1986-10-01,Canada,Food,70.2
1986-11-01,Canada,Food,70.6
1986-12-01,Canada,Food,70.5
1987-01-01,Canada,Food,71.2
1987-02-01,Canada,Food,71.2
1987-03-01,Canada,Food,71.2
1987-04-01,Canada,Food,71.2
1987-05-01,Canada,Food,71.8
1987-06-01,Canada,Food,72.6
1987-07-01,Canada,Food,72.8
1987-08-01,Canada,Food,72.1
1987-09-01,Canada,Food,71.7
1987-10-01,Canada,Food,71.8
1987-11-01,Canada,Food,72.1
1987-12-01,Canada,Food,72.1
1988-01-01,Canada,Food,72.8
1988-02-01,Canada,Food,72.6
1988-03-01,Canada,Food,72.5
1988-04-01,Canada,Food,72.8
1988-05-01,Canada,Food,73.3
1988-06-01,Canada,Food,73.9
1988-07-01,Canada,Food,74.6
1988-08-01,Canada,Food,74.8
1988-09-01,Canada,Food,74.6
1988-10-01,Canada,Food,74.6
1988-11-01,Canada,Food,74.3
1988-12-01,Canada,Food,74.1
1989-01-01,Canada,Food,74.9
1989-02-01,Canada,Food,75.6
1989-03-01,Canada,Food,75.6
1989-04-01,Canada,Food,75.9
1989-05-01,Canada,Food,76.4
1989-06-01,Canada,Food,76.9
1989-07-01,Canada,Food,77.6
1989-08-01,Canada,Food,77.1
1989-09-01,Canada,Food,76.8
1989-10-01,Canada,Food,77.1
1989-11-01,Canada,Food,77.0
1989-12-01,Canada,Food,76.6
1990-01-01,Canada,Food,78.5
1990-02-01,Canada,Food,79.2
1990-03-01,Canada,Food,79.4
1990-04-01,Canada,Food,78.8
1990-05-01,Canada,Food,79.0
1990-06-01,Canada,Food,80.1
1990-07-01,Canada,Food,80.6
1990-08-01,Canada,Food,79.9
1990-09-01,Canada,Food,79.7
1990-10-01,Canada,Food,80.1
1990-11-01,Canada,Food,80.2
1990-12-01,Canada,Food,79.9
1991-01-01,Canada,Food,83.2
1991-02-01,Canada,Food,83.2
1991-03-01,Canada,Food,83.5
1991-04-01,Canada,Food,83.8
1991-05-01,Canada,Food,84.0
1991-06-01,Canada,Food,85.5
1991-07-01,Canada,Food,84.9
1991-08-01,Canada,Food,84.0
1991-09-01,Canada,Food,82.9
1991-10-01,Canada,Food,82.1
1991-11-01,Canada,Food,82.3
1991-12-01,Canada,Food,81.7
1992-01-01,Canada,Food,82.4
1992-02-01,Canada,Food,82.5
1992-03-01,Canada,Food,82.9
1992-04-01,Canada,Food,83.2
1992-05-01,Canada,Food,83.0
1992-06-01,Canada,Food,83.7
1992-07-01,Canada,Food,83.5
1992-08-01,Canada,Food,83.4
1992-09-01,Canada,Food,83.0
1992-10-01,Canada,Food,83.0
1992-11-01,Canada,Food,83.1
1992-12-01,Canada,Food,83.4
1993-01-01,Canada,Food,84.1
1993-02-01,Canada,Food,84.5
1993-03-01,Canada,Food,84.2
1993-04-01,Canada,Food,84.0
1993-05-01,Canada,Food,84.9
1993-06-01,Canada,Food,84.9
1993-07-01,Canada,Food,84.9
1993-08-01,Canada,Food,84.5
1993-09-01,Canada,Food,84.1
1993-10-01,Canada,Food,84.2
1993-11-01,Canada,Food,84.5
1993-12-01,Canada,Food,84.9
1994-01-01,Canada,Food,85.2
1994-02-01,Canada,Food,84.9
1994-03-01,Canada,Food,84.3
1994-04-01,Canada,Food,84.6
1994-05-01,Canada,Food,84.6
1994-06-01,Canada,Food,84.9
1994-07-01,Canada,Food,85.3
1994-08-01,Canada,Food,85.1
1994-09-01,Canada,Food,84.5
1994-10-01,Canada,Food,84.8
1994-11-01,Canada,Food,84.9
1994-12-01,Canada,Food,85.1
1995-01-01,Canada,Food,86.4
1995-02-01,Canada,Food,86.9
1995-03-01,Canada,Food,86.9
1995-04-01,Canada,Food,87.8
1995-05-01,Canada,Food,87.3
1995-06-01,Canada,Food,87.4
1995-07-01,Canada,Food,87.4
1995-08-01,Canada,Food,86.6
1995-09-01,Canada,Food,86.4
1995-10-01,Canada,Food,86.4
1995-11-01,Canada,Food,86.4
1995-12-01,Canada,Food,86.8
1996-01-01,Canada,Food,87.2
1996-02-01,Canada,Food,87.3
1996-03-01,Canada,Food,87.4
1996-04-01,Canada,Food,88.3
1996-05-01,Canada,Food,87.9
1996-06-01,Canada,Food,88.5
1996-07-01,Canada,Food,88.3
1996-08-01,Canada,Food,88.0
1996-09-01,Canada,Food,87.7
1996-10-01,Canada,Food,88.3
1996-11-01,Canada,Food,88.9
1996-12-01,Canada,Food,88.7
1997-01-01,Canada,Food,89.1
1997-02-01,Canada,Food,89.4
1997-03-01,Canada,Food,89.4
1997-04-01,Canada,Food,89.0
1997-05-01,Canada,Food,89.4
1997-06-01,Canada,Food,89.7
1997-07-01,Canada,Food,90.1
1997-08-01,Canada,Food,89.5
1997-09-01,Canada,Food,88.9
1997-10-01,Canada,Food,88.9
1997-11-01,Canada,Food,89.8
1997-12-01,Canada,Food,89.7
1998-01-01,Canada,Food,91.2
1998-02-01,Canada,Food,90.5
1998-03-01,Canada,Food,90.7
1998-04-01,Canada,Food,90.5
1998-05-01,Canada,Food,90.9
1998-06-01,Canada,Food,91.6
1998-07-01,Canada,Food,91.3
1998-08-01,Canada,Food,90.8
1998-09-01,Canada,Food,90.1
1998-10-01,Canada,Food,90.2
1998-11-01,Canada,Food,91.2
1998-12-01,Canada,Food,91.2
1999-01-01,Canada,Food,92.3
1999-02-01,Canada,Food,91.8
1999-03-01,Canada,Food,92.0
1999-04-01,Canada,Food,92.2
1999-05-01,Canada,Food,92.4
1999-06-01,Canada,Food,92.7
1999-07-01,Canada,Food,92.5
1999-08-01,Canada,Food,91.8
1999-09-01,Canada,Food,91.2
1999-10-01,Canada,Food,91.4
1999-11-01,Canada,Food,92.0
1999-12-01,Canada,Food,92.2
2000-01-01,Canada,Food,92.1
2000-02-01,Canada,Food,91.9
2000-03-01,Canada,Food,92.3
2000-04-01,Canada,Food,92.5
2000-05-01,Canada,Food,93.2
2000-06-01,Canada,Food,93.8
2000-07-01,Canada,Food,94.3
2000-08-01,Canada,Food,94.0
2000-09-01,Canada,Food,93.3
2000-10-01,Canada,Food,93.1
2000-11-01,Canada,Food,93.9
2000-12-01,Canada,Food,95.1
2001-01-01,Canada,Food,95.3
2001-02-01,Canada,Food,96.1
2001-03-01,Canada,Food,96.9
2001-04-01,Canada,Food,97.2
2001-05-01,Canada,Food,98.0
2001-06-01,Canada,Food,98.2
2001-07-01,Canada,Food,98.6
2001-08-01,Canada,Food,97.9
2001-09-01,Canada,Food,97.2
2001-10-01,Canada,Food,97.0
2001-11-01,Canada,Food,97.5
2001-12-01,Canada,Food,98.6
2002-01-01,Canada,Food,99.7
2002-02-01,Canada,Food,100.3
2002-03-01,Canada,Food,100.1
2002-04-01,Canada,Food,100.5
2002-05-01,Canada,Food,100.1
2002-06-01,Canada,Food,100.5
2002-07-01,Canada,Food,100.5
2002-08-01,Canada,Food,99.9
2002-09-01,Canada,Food,99.0
2002-10-01,Canada,Food,98.5
2002-11-01,Canada,Food,100.1
2002-12-01,Canada,Food,100.8
2003-01-01,Canada,Food,101.6
2003-02-01,Canada,Food,101.5
2003-03-01,Canada,Food,101.7
2003-04-01,Canada,Food,101.8
2003-05-01,Canada,Food,102.1
2003-06-01,Canada,Food,102.4
2003-07-01,Canada,Food,102.4
2003-08-01,Canada,Food,101.5
2003-09-01,Canada,Food,100.8
2003-10-01,Canada,Food,100.7
2003-11-01,Canada,Food,101.7
2003-12-01,Canada,Food,102.6
2004-01-01,Canada,Food,102.8
2004-02-01,Canada,Food,102.6
2004-03-01,Canada,Food,102.7
2004-04-01,Canada,Food,102.5
2004-05-01,Canada,Food,103.4
2004-06-01,Canada,Food,104.4
2004-07-01,Canada,Food,104.4
2004-08-01,Canada,Food,104.1
2004-09-01,Canada,Food,103.7
2004-10-01,Canada,Food,104.2
2004-11-01,Canada,Food,105.2
2004-12-01,Canada,Food,105.7
2005-01-01,Canada,Food,105.4
2005-02-01,Canada,Food,105.2
2005-03-01,Canada,Food,105.6
2005-04-01,Canada,Food,106.6
2005-05-01,Canada,Food,106.8
2005-06-01,Canada,Food,107.2
2005-07-01,Canada,Food,106.9
2005-08-01,Canada,Food,106.8
2005-09-01,Canada,Food,105.8
2005-10-01,Canada,Food,106.2
2005-11-01,Canada,Food,106.7
2005-12-01,Canada,Food,107.5
2006-01-01,Canada,Food,108.4
2006-02-01,Canada,Food,108.2
2006-03-01,Canada,Food,108.2
2006-04-01,Canada,Food,108.1
2006-05-01,Canada,Food,108.7
2006-06-01,Canada,Food,109.2
2006-07-01,Canada,Food,109.2
2006-08-01,Canada,Food,109.2
2006-09-01,Canada,Food,108.8
2006-10-01,Canada,Food,109.2
2006-11-01,Canada,Food,110.1
2006-12-01,Canada,Food,109.9
2007-01-01,Canada,Food,110.9
2007-02-01,Canada,Food,112.6
2007-03-01,Canada,Food,112.2
2007-04-01,Canada,Food,112.2
2007-05-01,Canada,Food,112.5
2007-06-01,Canada,Food,112.6
2007-07-01,Canada,Food,112.3
2007-08-01,Canada,Food,111.8
2007-09-01,Canada,Food,110.9
2007-10-01,Canada,Food,110.7
2007-11-01,Canada,Food,111.3
2007-12-01,Canada,Food,111.7
2008-01-01,Canada,Food,112.4
2008-02-01,Canada,Food,112.8
2008-03-01,Canada,Food,112.6
2008-04-01,Canada,Food,113.5
2008-05-01,Canada,Food,114.6
2008-06-01,Canada,Food,115.8
2008-07-01,Canada,Food,116.5
2008-08-01,Canada,Food,116.8
2008-09-01,Canada,Food,117.1
2008-10-01,Canada,Food,117.4
2008-11-01,Canada,Food,119.5
2008-12-01,Canada,Food,119.8
2009-01-01,Canada,Food,120.6
2009-02-01,Canada,Food,121.2
2009-03-01,Canada,Food,121.5
2009-04-01,Canada,Food,121.6
2009-05-01,Canada,Food,121.9
2009-06-01,Canada,Food,122.2
2009-07-01,Canada,Food,122.3
2009-08-01,Canada,Food,121.5
2009-09-01,Canada,Food,120.4
2009-10-01,Canada,Food,120.1
2009-11-01,Canada,Food,121.5
2009-12-01,Canada,Food,121.8
2010-01-01,Canada,Food,122.3
2010-02-01,Canada,Food,122.7
2010-03-01,Canada,Food,123.1
2010-04-01,Canada,Food,122.8
2010-05-01,Canada,Food,122.9
2010-06-01,Canada,Food,123.0
2010-07-01,Canada,Food,123.7
2010-08-01,Canada,Food,123.5
2010-09-01,Canada,Food,122.9
2010-10-01,Canada,Food,122.7
2010-11-01,Canada,Food,123.3
2010-12-01,Canada,Food,123.9
2011-01-01,Canada,Food,124.9
2011-02-01,Canada,Food,125.3
2011-03-01,Canada,Food,127.2
2011-04-01,Canada,Food,126.9
2011-05-01,Canada,Food,127.7
2011-06-01,Canada,Food,128.3
2011-07-01,Canada,Food,129.0
2011-08-01,Canada,Food,128.9
2011-09-01,Canada,Food,128.2
2011-10-01,Canada,Food,128.0
2011-11-01,Canada,Food,129.2
2011-12-01,Canada,Food,129.3
2012-01-01,Canada,Food,130.2
2012-02-01,Canada,Food,130.4
2012-03-01,Canada,Food,130.0
2012-04-01,Canada,Food,130.1
2012-05-01,Canada,Food,130.9
2012-06-01,Canada,Food,130.9
2012-07-01,Canada,Food,131.7
2012-08-01,Canada,Food,131.7
2012-09-01,Canada,Food,130.3
2012-10-01,Canada,Food,130.5
2012-11-01,Canada,Food,131.4
2012-12-01,Canada,Food,131.2
2013-01-01,Canada,Food,131.6
2013-02-01,Canada,Food,132.9
2013-03-01,Canada,Food,132.4
2013-04-01,Canada,Food,132.1
2013-05-01,Canada,Food,132.6
2013-06-01,Canada,Food,132.5
2013-07-01,Canada,Food,132.7
2013-08-01,Canada,Food,133.0
2013-09-01,Canada,Food,131.9
2013-10-01,Canada,Food,131.7
2013-11-01,Canada,Food,132.8
2013-12-01,Canada,Food,132.5
2014-01-01,Canada,Food,133.0
2014-02-01,Canada,Food,134.3
2014-03-01,Canada,Food,134.4
2014-04-01,Canada,Food,134.6
